GO.ID	Term	ontology	HOG	change	branch_p	p_raw	topGOresult	Significant	Expected	FoldEnrichment
GO:0006084	acetyl-CoA metabolic process	BP	N0.HOG0000639	2	0.000699837	0.02419	0.02419	1	0.0235341581495428	42.4914285714286
GO:0033227	dsRNA transport	BP	N0.HOG0000299	2	0.000699837	0.0261	0.0261	1	0.0254168908015062	39.3439153439154
GO:0001523	retinoid metabolic process	BP	N0.HOG0000101	6	0.00287406	0.02706	0.02706	1	0.0263582571274879	37.9387755102041
GO:0019432	triglyceride biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.02896	0.02896	1	0.0282409897794513	35.4095238095238
GO:0006369	termination of RNA polymerase II transcription	BP	N0.HOG0000101	6	0.00287406	0.03087	0.03087	1	0.0301237224314147	33.1964285714286
GO:0045540	regulation of cholesterol biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.03182	0.03182	1	0.0310650887573965	32.1904761904762
GO:0008610	lipid biosynthetic process	BP	N0.HOG0000058	3	0.000638988	0.0321	0.0321	3	0.414201183431953	7.24285714285714
GO:0008610	lipid biosynthetic process	BP	N0.HOG0000101	6	0.00287406	0.0321	0.0321	3	0.414201183431953	7.24285714285714
GO:0008610	lipid biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.0321	0.0321	3	0.414201183431953	7.24285714285714
GO:0046688	response to copper ion	BP	N0.HOG0000028	2	0.00774613	0.03467	0.03467	1	0.0338891877353416	29.5079365079365
GO:0000398	mRNA splicing, via spliceosome	BP	N0.HOG0000028	2	0.00774613	0.03726	0.03726	2	0.306885422270038	6.5170902716915
GO:0000398	mRNA splicing, via spliceosome	BP	N0.HOG0000101	6	0.00287406	0.03726	0.03726	2	0.306885422270038	6.5170902716915
GO:0007608	sensory perception of smell	BP	N0.HOG0000028	2	0.00774613	0.03731	0.03731	3	0.0828402366863906	36.2142857142857
GO:0007608	sensory perception of smell	BP	N0.HOG0000058	3	0.000638988	0.03731	0.03731	3	0.0828402366863906	36.2142857142857
GO:0007608	sensory perception of smell	BP	N0.HOG0000158	6	0.00447613	0.03731	0.03731	3	0.0828402366863906	36.2142857142857
GO:0034030	ribonucleoside bisphosphate biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.03846	0.03846	1	0.0376546530392684	26.5571428571429
GO:0034033	purine nucleoside bisphosphate biosynthetic process	BP	N0.HOG0000639	2	0.000699837	0.03846	0.03846	1	0.0376546530392684	26.5571428571429
GO:0032835	glomerulus development	BP	N0.HOG0000299	2	0.000699837	0.0394	0.0394	1	0.0385960193652501	25.9094076655052
GO:0006099	tricarboxylic acid cycle	BP	N0.HOG0000158	6	0.00447613	0.04035	0.04035	1	0.0395373856912318	25.2925170068027
GO:0006301	postreplication repair	BP	N0.HOG0000101	6	0.00287406	0.04129	0.04129	1	0.0404787520172136	24.7043189368771
GO:0035010	encapsulation of foreign target	BP	N0.HOG0000158	6	0.00447613	0.04129	0.04129	1	0.0404787520172136	24.7043189368771
GO:0003382	epithelial cell morphogenesis	BP	N0.HOG0000058	3	0.000638988	0.04223	0.04223	1	0.0414201183431953	24.1428571428571
GO:0006334	nucleosome assembly	BP	N0.HOG0000103	2	0.000699837	0.04223	0.04223	1	0.0414201183431953	24.1428571428571
GO:0006101	citrate metabolic process	BP	N0.HOG0000158	6	0.00447613	0.04317	0.04317	1	0.042361484669177	23.6063492063492
GO:0010172	embryonic body morphogenesis	BP	N0.HOG0000028	2	0.00774613	0.04317	0.04317	1	0.042361484669177	23.6063492063492
GO:0032590	dendrite membrane	CC	N0.HOG0000028	2	0.00774613	0.00069	0.00069	2	0.0385960193652501	51.8188153310105
GO:0032590	dendrite membrane	CC	N0.HOG0000158	6	0.00447613	0.00069	0.00069	2	0.0385960193652501	51.8188153310105
GO:0042587	glycogen granule	CC	N0.HOG0000639	2	0.000699837	0.008	0.008	1	0.00753093060785368	132.785714285714
GO:0045273	respiratory chain complex II (succinate dehydrogenase)	CC	N0.HOG0000158	6	0.00447613	0.00999	0.00999	1	0.00941366325981711	106.228571428571
GO:0045283	fumarate reductase complex	CC	N0.HOG0000158	6	0.00447613	0.00999	0.00999	1	0.00941366325981711	106.228571428571
GO:0000786	nucleosome	CC	N0.HOG0000103	2	0.000699837	0.01198	0.01198	1	0.0112963959117805	88.5238095238095
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	CC	N0.HOG0000101	6	0.00287406	0.01595	0.01595	1	0.0150618612157074	66.3928571428571
GO:0004984	olfactory receptor activity	MF	N0.HOG0000028	2	0.00774613	0.00026	0.00026	2	0.0216514254975793	92.3726708074534
GO:0004984	olfactory receptor activity	MF	N0.HOG0000158	6	0.00447613	0.00026	0.00026	2	0.0216514254975793	92.3726708074534
GO:0005549	odorant binding	MF	N0.HOG0000028	2	0.00774613	0.00031	0.00031	2	0.0235341581495428	84.9828571428571
GO:0005549	odorant binding	MF	N0.HOG0000158	6	0.00447613	0.00031	0.00031	2	0.0235341581495428	84.9828571428571
GO:0003845	11-beta-hydroxysteroid dehydrogenase [NAD(P)+] activity	MF	N0.HOG0000058	3	0.000638988	0.00111	0.00111	1	0.000941366325981711	1062.28571428571
GO:0008392	arachidonate epoxygenase activity	MF	N0.HOG0000101	6	0.00287406	0.00111	0.00111	1	0.000941366325981711	1062.28571428571
GO:0047886	farnesol dehydrogenase activity	MF	N0.HOG0000058	3	0.000638988	0.00111	0.00111	1	0.000941366325981711	1062.28571428571
GO:0071771	aldehyde oxygenase (deformylating) activity	MF	N0.HOG0000101	6	0.00287406	0.00222	0.00222	1	0.00188273265196342	531.142857142857
GO:0072582	17-beta-hydroxysteroid dehydrogenase (NADP+) activity	MF	N0.HOG0000058	3	0.000638988	0.00222	0.00222	1	0.00188273265196342	531.142857142857
GO:0000253	3-beta-hydroxysteroid 3-dehydrogenase (NADP+) activity	MF	N0.HOG0000058	3	0.000638988	0.00333	0.00333	1	0.00282409897794513	354.095238095238
GO:0005476	carnitine:O-acyl-L-carnitine antiporter activity	MF	N0.HOG0000058	3	0.000638988	0.00333	0.00333	1	0.00282409897794513	354.095238095238
GO:0004303	estradiol 17-beta-dehydrogenase [NAD(P)+] activity	MF	N0.HOG0000058	3	0.000638988	0.00554	0.00554	1	0.00470683162990855	212.457142857143
GO:0004745	all-trans-retinol dehydrogenase (NAD+) activity	MF	N0.HOG0000058	3	0.000638988	0.00554	0.00554	1	0.00470683162990855	212.457142857143
GO:0015095	magnesium ion transmembrane transporter activity	MF	N0.HOG0000058	3	0.000638988	0.00775	0.00775	1	0.00658956428187198	151.755102040816
GO:0051538	3 iron, 4 sulfur cluster binding	MF	N0.HOG0000158	6	0.00447613	0.00775	0.00775	1	0.00658956428187198	151.755102040816
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	MF	N0.HOG0000158	6	0.00447613	0.00996	0.00996	1	0.0084722969338354	118.031746031746
GO:0004312	fatty acid synthase activity	MF	N0.HOG0000639	2	0.000699837	0.01106	0.01106	1	0.00941366325981711	106.228571428571
GO:0008177	succinate dehydrogenase (quinone) activity	MF	N0.HOG0000158	6	0.00447613	0.01106	0.01106	1	0.00941366325981711	106.228571428571
GO:0070402	NADPH binding	MF	N0.HOG0000639	2	0.000699837	0.01106	0.01106	1	0.00941366325981711	106.228571428571
GO:0008395	steroid hydroxylase activity	MF	N0.HOG0000101	6	0.00287406	0.01216	0.01216	1	0.0103550295857988	96.5714285714286
GO:0048039	ubiquinone binding	MF	N0.HOG0000158	6	0.00447613	0.01326	0.01326	1	0.0112963959117805	88.5238095238095
GO:0051539	4 iron, 4 sulfur cluster binding	MF	N0.HOG0000158	6	0.00447613	0.01326	0.01326	1	0.0112963959117805	88.5238095238095
GO:0070006	metalloaminopeptidase activity	MF	N0.HOG0000299	2	0.000699837	0.01655	0.01655	1	0.0141204948897257	70.8190476190476
GO:0051537	2 iron, 2 sulfur cluster binding	MF	N0.HOG0000158	6	0.00447613	0.01764	0.01764	1	0.0150618612157074	66.3928571428571
GO:0050661	NADP binding	MF	N0.HOG0000058	3	0.000638988	0.01799	0.01799	2	0.0272996234534696	73.2610837438424
GO:0050661	NADP binding	MF	N0.HOG0000639	2	0.000699837	0.01799	0.01799	2	0.0272996234534696	73.2610837438424
GO:0008519	ammonium channel activity	MF	N0.HOG0000058	3	0.000638988	0.02092	0.02092	1	0.0178859601936525	55.9097744360902
GO:0005507	copper ion binding	MF	N0.HOG0000028	2	0.00774613	0.03286	0.03286	1	0.0282409897794513	35.4095238095238
GO:0005496	steroid binding	MF	N0.HOG0000058	3	0.000638988	0.04254	0.04254	1	0.0367132867132867	27.2380952380952
