Node	HOG	change	pvalue	direction	significant
21	N0.HOG0000922	1	0.0153106	expansion	TRUE
21	N0.HOG0000935	1	0.0153106	expansion	TRUE
21	N0.HOG0000942	1	0.0153106	expansion	TRUE
21	N0.HOG0000998	1	0.0153106	expansion	TRUE
21	N0.HOG0001107	1	0.0153106	expansion	TRUE
21	N0.HOG0001115	1	0.0153106	expansion	TRUE
21	N0.HOG0001150	1	0.0153106	expansion	TRUE
21	N0.HOG0001159	1	0.0153106	expansion	TRUE
21	N0.HOG0001160	1	0.0153106	expansion	TRUE
21	N0.HOG0001161	1	0.0153106	expansion	TRUE
21	N0.HOG0001200	1	0.0153106	expansion	TRUE
21	N0.HOG0001230	1	0.0153106	expansion	TRUE
21	N0.HOG0001322	1	0.0153106	expansion	TRUE
21	N0.HOG0001423	1	0.0153106	expansion	TRUE
21	N0.HOG0001481	1	0.0153106	expansion	TRUE
21	N0.HOG0001566	1	0.0153106	expansion	TRUE
21	N0.HOG0001589	1	0.0153106	expansion	TRUE
21	N0.HOG0001933	1	0.0153106	expansion	TRUE
21	N0.HOG0002239	1	0.0153106	expansion	TRUE
21	N0.HOG0006059	1	0.0153106	expansion	TRUE
21	N0.HOG0000125	1	0.0306238	expansion	TRUE
21	N0.HOG0000235	1	0.0306238	expansion	TRUE
21	N0.HOG0000274	1	0.0306238	expansion	TRUE
21	N0.HOG0000350	1	0.0306238	expansion	TRUE
21	N0.HOG0000382	1	0.0306238	expansion	TRUE
21	N0.HOG0000947	1	0.0306238	expansion	TRUE
21	N0.HOG0000087	-1	0.0450356	contraction	TRUE
21	N0.HOG0000435	-1	0.0450356	contraction	TRUE
21	N0.HOG0000747	-1	0.0450356	contraction	TRUE
21	N0.HOG0000949	-1	0.0450356	contraction	TRUE
21	N0.HOG0001047	-1	0.0450356	contraction	TRUE
21	N0.HOG0001118	-1	0.0450356	contraction	TRUE
21	N0.HOG0001779	-1	0.0450356	contraction	TRUE
21	N0.HOG0002822	-1	0.0450356	contraction	TRUE
21	N0.HOG0006369	-1	0.0450356	contraction	TRUE
21	N0.HOG0008864	-1	0.0450356	contraction	TRUE
21	N0.HOG0008955	-1	0.0450356	contraction	TRUE
21	N0.HOG0009015	-1	0.0450356	contraction	TRUE
21	N0.HOG0009045	-1	0.0450356	contraction	TRUE
21	N0.HOG0009060	-1	0.0450356	contraction	TRUE
21	N0.HOG0009219	-1	0.0450356	contraction	TRUE
21	N0.HOG0009245	-1	0.0450356	contraction	TRUE
21	N0.HOG0009262	-1	0.0450356	contraction	TRUE
21	N0.HOG0009277	-1	0.0450356	contraction	TRUE
21	N0.HOG0009350	-1	0.0450356	contraction	TRUE
21	N0.HOG0009401	-1	0.0450356	contraction	TRUE
21	N0.HOG0009431	-1	0.0450356	contraction	TRUE
21	N0.HOG0009534	-1	0.0450356	contraction	TRUE
21	N0.HOG0009537	-1	0.0450356	contraction	TRUE
21	N0.HOG0009546	-1	0.0450356	contraction	TRUE
21	N0.HOG0009617	-1	0.0450356	contraction	TRUE
21	N0.HOG0009638	-1	0.0450356	contraction	TRUE
21	N0.HOG0009667	-1	0.0450356	contraction	TRUE
