HOG	n_species_present	n_max	n_min	total_genes	differential	exclusion_reason	excluded
N0.HOG0001224	16	2	0	18	2	retained	FALSE
N0.HOG0001227	16	2	0	19	2	retained	FALSE
N0.HOG0001228	17	3	1	20	2	retained	FALSE
N0.HOG0001238	17	3	1	24	2	retained	FALSE
N0.HOG0001239	17	3	1	23	2	retained	FALSE
N0.HOG0001241	8	2	0	9	2	retained	FALSE
N0.HOG0001252	11	2	0	21	2	retained	FALSE
N0.HOG0001256	16	2	0	19	2	retained	FALSE
N0.HOG0001267	17	3	1	21	2	retained	FALSE
N0.HOG0001271	16	2	0	17	2	retained	FALSE
N0.HOG0001274	17	3	1	24	2	retained	FALSE
N0.HOG0001277	17	3	1	21	2	retained	FALSE
N0.HOG0001279	17	3	1	19	2	retained	FALSE
N0.HOG0001290	17	3	1	22	2	retained	FALSE
N0.HOG0001298	17	3	1	25	2	retained	FALSE
N0.HOG0001302	2	2	0	3	2	retained	FALSE
N0.HOG0001306	17	3	1	21	2	retained	FALSE
N0.HOG0001309	16	2	0	18	2	retained	FALSE
N0.HOG0001310	17	3	1	22	2	retained	FALSE
N0.HOG0001314	17	3	1	21	2	retained	FALSE
N0.HOG0001318	16	2	0	18	2	retained	FALSE
N0.HOG0001319	4	2	0	5	2	retained	FALSE
N0.HOG0001322	17	3	1	23	2	retained	FALSE
N0.HOG0001323	16	2	0	18	2	retained	FALSE
N0.HOG0001326	16	2	0	17	2	retained	FALSE
N0.HOG0001329	16	2	0	17	2	retained	FALSE
N0.HOG0001330	2	2	0	3	2	retained	FALSE
N0.HOG0001342	17	3	1	21	2	retained	FALSE
N0.HOG0001344	16	2	0	17	2	retained	FALSE
N0.HOG0001346	15	2	0	18	2	retained	FALSE
N0.HOG0001349	17	3	1	20	2	retained	FALSE
N0.HOG0001350	17	3	1	31	2	retained	FALSE
N0.HOG0001351	15	2	0	23	2	retained	FALSE
N0.HOG0001352	17	3	1	23	2	retained	FALSE
N0.HOG0001357	17	3	1	29	2	retained	FALSE
N0.HOG0001366	16	2	0	17	2	retained	FALSE
N0.HOG0001367	17	3	1	20	2	retained	FALSE
N0.HOG0001371	17	3	1	20	2	retained	FALSE
N0.HOG0001377	17	3	1	21	2	retained	FALSE
N0.HOG0001380	17	3	1	21	2	retained	FALSE
N0.HOG0001387	16	2	0	17	2	retained	FALSE
N0.HOG0001412	15	2	0	17	2	retained	FALSE
N0.HOG0001413	17	3	1	20	2	retained	FALSE
N0.HOG0001414	17	3	1	22	2	retained	FALSE
N0.HOG0001415	15	2	0	18	2	retained	FALSE
N0.HOG0001420	17	3	1	20	2	retained	FALSE
N0.HOG0001436	17	3	1	20	2	retained	FALSE
N0.HOG0001437	17	3	1	20	2	retained	FALSE
N0.HOG0001445	17	3	1	22	2	retained	FALSE
N0.HOG0001446	16	2	0	17	2	retained	FALSE
N0.HOG0001449	17	3	1	21	2	retained	FALSE
N0.HOG0001452	17	3	1	22	2	retained	FALSE
N0.HOG0001453	16	2	0	18	2	retained	FALSE
N0.HOG0001471	17	3	1	20	2	retained	FALSE
N0.HOG0001472	17	3	1	21	2	retained	FALSE
N0.HOG0001473	16	2	0	20	2	retained	FALSE
N0.HOG0001476	17	3	1	22	2	retained	FALSE
N0.HOG0001478	14	2	0	20	2	retained	FALSE
N0.HOG0001480	17	3	1	22	2	retained	FALSE
N0.HOG0001481	17	3	1	24	2	retained	FALSE
N0.HOG0001483	16	2	0	19	2	retained	FALSE
N0.HOG0001485	16	2	0	18	2	retained	FALSE
N0.HOG0001488	17	3	1	21	2	retained	FALSE
N0.HOG0001494	17	3	1	19	2	retained	FALSE
N0.HOG0001505	16	2	0	17	2	retained	FALSE
N0.HOG0001513	16	2	0	18	2	retained	FALSE
N0.HOG0001516	16	2	0	27	2	retained	FALSE
N0.HOG0001529	16	2	0	17	2	retained	FALSE
N0.HOG0001538	16	2	0	18	2	retained	FALSE
N0.HOG0001539	17	3	1	22	2	retained	FALSE
N0.HOG0001547	17	3	1	21	2	retained	FALSE
N0.HOG0001548	17	3	1	20	2	retained	FALSE
N0.HOG0001558	17	3	1	20	2	retained	FALSE
N0.HOG0001560	16	2	0	20	2	retained	FALSE
N0.HOG0001561	16	2	0	20	2	retained	FALSE
N0.HOG0001567	14	2	0	15	2	retained	FALSE
N0.HOG0001569	16	2	0	18	2	retained	FALSE
N0.HOG0001570	16	2	0	18	2	retained	FALSE
N0.HOG0001572	17	3	1	20	2	retained	FALSE
N0.HOG0001580	16	2	0	20	2	retained	FALSE
N0.HOG0001585	16	2	0	18	2	retained	FALSE
N0.HOG0001596	17	3	1	20	2	retained	FALSE
N0.HOG0001601	17	3	1	20	2	retained	FALSE
N0.HOG0001603	17	3	1	19	2	retained	FALSE
N0.HOG0001604	17	3	1	21	2	retained	FALSE
N0.HOG0001613	17	3	1	22	2	retained	FALSE
N0.HOG0001618	17	3	1	21	2	retained	FALSE
N0.HOG0001622	16	2	0	19	2	retained	FALSE
N0.HOG0001623	16	2	0	18	2	retained	FALSE
N0.HOG0001626	13	2	0	15	2	retained	FALSE
N0.HOG0001628	17	3	1	20	2	retained	FALSE
N0.HOG0001631	17	3	1	22	2	retained	FALSE
N0.HOG0001637	16	2	0	19	2	retained	FALSE
N0.HOG0001639	15	2	0	19	2	retained	FALSE
N0.HOG0001646	17	3	1	22	2	retained	FALSE
N0.HOG0001649	16	2	0	17	2	retained	FALSE
N0.HOG0001650	12	2	0	14	2	retained	FALSE
N0.HOG0001652	2	2	0	3	2	retained	FALSE
N0.HOG0001653	16	2	0	22	2	retained	FALSE
N0.HOG0001661	17	3	1	21	2	retained	FALSE
N0.HOG0001668	17	3	1	19	2	retained	FALSE
N0.HOG0001680	16	2	0	18	2	retained	FALSE
N0.HOG0001681	16	2	0	18	2	retained	FALSE
N0.HOG0001691	17	3	1	21	2	retained	FALSE
N0.HOG0001696	15	2	0	17	2	retained	FALSE
N0.HOG0001700	16	2	0	18	2	retained	FALSE
N0.HOG0001709	16	2	0	17	2	retained	FALSE
N0.HOG0001710	16	2	0	17	2	retained	FALSE
N0.HOG0001711	16	2	0	17	2	retained	FALSE
N0.HOG0001715	16	2	0	17	2	retained	FALSE
N0.HOG0001716	17	3	1	21	2	retained	FALSE
N0.HOG0001725	15	2	0	17	2	retained	FALSE
N0.HOG0001729	17	3	1	22	2	retained	FALSE
N0.HOG0001736	16	2	0	18	2	retained	FALSE
N0.HOG0001738	16	2	0	17	2	retained	FALSE
N0.HOG0001745	17	3	1	19	2	retained	FALSE
N0.HOG0001750	17	3	1	19	2	retained	FALSE
N0.HOG0001751	16	2	0	20	2	retained	FALSE
N0.HOG0001754	15	2	0	19	2	retained	FALSE
N0.HOG0001758	4	2	0	5	2	retained	FALSE
N0.HOG0001762	17	3	1	19	2	retained	FALSE
N0.HOG0001765	17	3	1	20	2	retained	FALSE
N0.HOG0001768	17	3	1	19	2	retained	FALSE
N0.HOG0001771	17	3	1	19	2	retained	FALSE
N0.HOG0001772	15	2	0	16	2	retained	FALSE
N0.HOG0001773	16	2	0	18	2	retained	FALSE
N0.HOG0001776	17	3	1	20	2	retained	FALSE
N0.HOG0001777	17	3	1	23	2	retained	FALSE
N0.HOG0001779	5	2	0	6	2	retained	FALSE
N0.HOG0001788	16	2	0	19	2	retained	FALSE
N0.HOG0001793	16	2	0	17	2	retained	FALSE
N0.HOG0001795	16	2	0	17	2	retained	FALSE
N0.HOG0001797	17	3	1	21	2	retained	FALSE
N0.HOG0001806	17	3	1	19	2	retained	FALSE
N0.HOG0001810	16	2	0	17	2	retained	FALSE
N0.HOG0001814	16	2	0	18	2	retained	FALSE
N0.HOG0001819	16	2	0	17	2	retained	FALSE
N0.HOG0001823	15	2	0	19	2	retained	FALSE
N0.HOG0001831	15	2	0	19	2	retained	FALSE
N0.HOG0001832	13	2	0	17	2	retained	FALSE
N0.HOG0001835	17	3	1	23	2	retained	FALSE
N0.HOG0001837	16	2	0	21	2	retained	FALSE
N0.HOG0001846	17	3	1	19	2	retained	FALSE
N0.HOG0001852	17	3	1	20	2	retained	FALSE
N0.HOG0001867	16	2	0	17	2	retained	FALSE
N0.HOG0001873	16	2	0	19	2	retained	FALSE
N0.HOG0001876	16	2	0	17	2	retained	FALSE
N0.HOG0001877	17	3	1	20	2	retained	FALSE
N0.HOG0001879	16	2	0	17	2	retained	FALSE
N0.HOG0001882	16	2	0	17	2	retained	FALSE
N0.HOG0001896	17	3	1	20	2	retained	FALSE
N0.HOG0001903	17	3	1	20	2	retained	FALSE
N0.HOG0001908	17	3	1	20	2	retained	FALSE
N0.HOG0001909	17	3	1	20	2	retained	FALSE
N0.HOG0001912	16	2	0	18	2	retained	FALSE
N0.HOG0001931	12	2	0	14	2	retained	FALSE
N0.HOG0001944	17	3	1	20	2	retained	FALSE
N0.HOG0001961	17	3	1	22	2	retained	FALSE
N0.HOG0001969	17	3	1	20	2	retained	FALSE
N0.HOG0001970	17	3	1	19	2	retained	FALSE
N0.HOG0001971	17	3	1	19	2	retained	FALSE
N0.HOG0001978	16	2	0	27	2	retained	FALSE
N0.HOG0001994	16	2	0	20	2	retained	FALSE
N0.HOG0002010	16	2	0	19	2	retained	FALSE
N0.HOG0002015	17	3	1	19	2	retained	FALSE
N0.HOG0002023	17	3	1	19	2	retained	FALSE
N0.HOG0002025	16	2	0	18	2	retained	FALSE
N0.HOG0002028	16	2	0	20	2	retained	FALSE
N0.HOG0002030	17	3	1	21	2	retained	FALSE
N0.HOG0002034	16	2	0	20	2	retained	FALSE
N0.HOG0002039	16	2	0	20	2	retained	FALSE
N0.HOG0002040	15	2	0	18	2	retained	FALSE
N0.HOG0002057	17	3	1	22	2	retained	FALSE
N0.HOG0002061	17	3	1	20	2	retained	FALSE
N0.HOG0002065	12	2	0	14	2	retained	FALSE
N0.HOG0002072	2	2	0	3	2	retained	FALSE
N0.HOG0002088	17	3	1	19	2	retained	FALSE
N0.HOG0002099	16	2	0	17	2	retained	FALSE
N0.HOG0002101	17	3	1	20	2	retained	FALSE
N0.HOG0002105	16	2	0	17	2	retained	FALSE
N0.HOG0002110	17	3	1	21	2	retained	FALSE
N0.HOG0002114	17	3	1	19	2	retained	FALSE
N0.HOG0002115	13	2	0	14	2	retained	FALSE
N0.HOG0002124	16	2	0	17	2	retained	FALSE
N0.HOG0002126	17	3	1	19	2	retained	FALSE
N0.HOG0002134	17	3	1	21	2	retained	FALSE
N0.HOG0002151	16	2	0	19	2	retained	FALSE
N0.HOG0002153	17	3	1	21	2	retained	FALSE
N0.HOG0002155	16	2	0	20	2	retained	FALSE
N0.HOG0002157	16	2	0	20	2	retained	FALSE
N0.HOG0002160	16	2	0	20	2	retained	FALSE
N0.HOG0002173	15	2	0	17	2	retained	FALSE
N0.HOG0002177	15	2	0	20	2	retained	FALSE
N0.HOG0002183	17	3	1	19	2	retained	FALSE
N0.HOG0002184	16	2	0	18	2	retained	FALSE
N0.HOG0002191	17	3	1	19	2	retained	FALSE
N0.HOG0002199	17	3	1	19	2	retained	FALSE
N0.HOG0002206	16	2	0	18	2	retained	FALSE
N0.HOG0002209	16	2	0	18	2	retained	FALSE
N0.HOG0002225	17	3	1	20	2	retained	FALSE
N0.HOG0002229	17	3	1	23	2	retained	FALSE
N0.HOG0002230	16	2	0	17	2	retained	FALSE
N0.HOG0002235	16	2	0	17	2	retained	FALSE
N0.HOG0002245	15	2	0	16	2	retained	FALSE
N0.HOG0002249	15	2	0	16	2	retained	FALSE
N0.HOG0002257	17	3	1	19	2	retained	FALSE
N0.HOG0002258	17	3	1	21	2	retained	FALSE
N0.HOG0002260	10	2	0	11	2	retained	FALSE
N0.HOG0002269	16	2	0	17	2	retained	FALSE
N0.HOG0002279	15	2	0	16	2	retained	FALSE
N0.HOG0002293	17	3	1	20	2	retained	FALSE
N0.HOG0002300	17	3	1	19	2	retained	FALSE
N0.HOG0002303	16	2	0	17	2	retained	FALSE
N0.HOG0002310	16	2	0	17	2	retained	FALSE
N0.HOG0002315	16	2	0	19	2	retained	FALSE
N0.HOG0002335	16	2	0	17	2	retained	FALSE
N0.HOG0002344	17	3	1	20	2	retained	FALSE
N0.HOG0002351	16	2	0	17	2	retained	FALSE
N0.HOG0002352	17	3	1	20	2	retained	FALSE
N0.HOG0002365	15	2	0	18	2	retained	FALSE
N0.HOG0002366	17	3	1	20	2	retained	FALSE
N0.HOG0002370	16	2	0	17	2	retained	FALSE
N0.HOG0002373	17	3	1	20	2	retained	FALSE
N0.HOG0002379	14	2	0	16	2	retained	FALSE
N0.HOG0002389	16	2	0	17	2	retained	FALSE
N0.HOG0002397	16	2	0	17	2	retained	FALSE
N0.HOG0002409	17	3	1	20	2	retained	FALSE
N0.HOG0002418	16	2	0	18	2	retained	FALSE
N0.HOG0002431	17	3	1	20	2	retained	FALSE
N0.HOG0002437	16	2	0	18	2	retained	FALSE
N0.HOG0002447	16	2	0	18	2	retained	FALSE
N0.HOG0002448	16	2	0	18	2	retained	FALSE
N0.HOG0002455	16	2	0	17	2	retained	FALSE
N0.HOG0002457	16	2	0	17	2	retained	FALSE
N0.HOG0002466	16	2	0	18	2	retained	FALSE
N0.HOG0002471	15	2	0	16	2	retained	FALSE
N0.HOG0002474	16	2	0	18	2	retained	FALSE
N0.HOG0002481	16	2	0	18	2	retained	FALSE
N0.HOG0002489	17	3	1	19	2	retained	FALSE
N0.HOG0002492	16	2	0	17	2	retained	FALSE
N0.HOG0002493	17	3	1	19	2	retained	FALSE
N0.HOG0002496	12	2	0	14	2	retained	FALSE
N0.HOG0002497	15	2	0	16	2	retained	FALSE
N0.HOG0002498	17	3	1	20	2	retained	FALSE
N0.HOG0002502	16	2	0	17	2	retained	FALSE
N0.HOG0002505	12	2	0	14	2	retained	FALSE
N0.HOG0002511	16	2	0	18	2	retained	FALSE
N0.HOG0002515	15	2	0	16	2	retained	FALSE
N0.HOG0002518	17	3	1	20	2	retained	FALSE
N0.HOG0002530	16	2	0	19	2	retained	FALSE
N0.HOG0002550	16	2	0	17	2	retained	FALSE
N0.HOG0002552	17	3	1	19	2	retained	FALSE
N0.HOG0002554	16	2	0	17	2	retained	FALSE
N0.HOG0002559	16	2	0	17	2	retained	FALSE
N0.HOG0002588	16	2	0	17	2	retained	FALSE
N0.HOG0002593	16	2	0	17	2	retained	FALSE
N0.HOG0002602	16	2	0	17	2	retained	FALSE
N0.HOG0002603	17	3	1	20	2	retained	FALSE
N0.HOG0002610	16	2	0	17	2	retained	FALSE
N0.HOG0002631	16	2	0	20	2	retained	FALSE
N0.HOG0002651	17	3	1	20	2	retained	FALSE
N0.HOG0002652	15	2	0	16	2	retained	FALSE
N0.HOG0002668	16	2	0	17	2	retained	FALSE
N0.HOG0002709	15	2	0	16	2	retained	FALSE
N0.HOG0002712	16	2	0	18	2	retained	FALSE
N0.HOG0002714	16	2	0	17	2	retained	FALSE
N0.HOG0002722	17	3	1	20	2	retained	FALSE
N0.HOG0002752	16	2	0	17	2	retained	FALSE
N0.HOG0002755	17	3	1	20	2	retained	FALSE
N0.HOG0002761	17	3	1	20	2	retained	FALSE
N0.HOG0002778	17	3	1	19	2	retained	FALSE
N0.HOG0002779	17	3	1	20	2	retained	FALSE
N0.HOG0002782	17	3	1	20	2	retained	FALSE
N0.HOG0002784	15	2	0	17	2	retained	FALSE
N0.HOG0002800	13	2	0	20	2	retained	FALSE
N0.HOG0002801	16	2	0	18	2	retained	FALSE
N0.HOG0002803	16	2	0	21	2	retained	FALSE
N0.HOG0002804	16	2	0	19	2	retained	FALSE
N0.HOG0002815	17	3	1	19	2	retained	FALSE
N0.HOG0002819	17	3	1	19	2	retained	FALSE
N0.HOG0002820	17	3	1	19	2	retained	FALSE
N0.HOG0002826	15	2	0	18	2	retained	FALSE
N0.HOG0002830	16	2	0	20	2	retained	FALSE
N0.HOG0002842	13	2	0	17	2	retained	FALSE
N0.HOG0002844	17	3	1	19	2	retained	FALSE
N0.HOG0002847	16	2	0	17	2	retained	FALSE
N0.HOG0002851	16	2	0	17	2	retained	FALSE
N0.HOG0002859	16	2	0	18	2	retained	FALSE
N0.HOG0002860	16	2	0	17	2	retained	FALSE
N0.HOG0002867	16	2	0	18	2	retained	FALSE
N0.HOG0002886	15	2	0	16	2	retained	FALSE
N0.HOG0002888	17	3	1	19	2	retained	FALSE
N0.HOG0002901	17	3	1	19	2	retained	FALSE
N0.HOG0002903	16	2	0	18	2	retained	FALSE
N0.HOG0002923	17	3	1	19	2	retained	FALSE
N0.HOG0002926	17	3	1	19	2	retained	FALSE
N0.HOG0002928	16	2	0	17	2	retained	FALSE
N0.HOG0002935	14	2	0	16	2	retained	FALSE
N0.HOG0002937	17	3	1	20	2	retained	FALSE
N0.HOG0002954	16	2	0	18	2	retained	FALSE
N0.HOG0002966	17	3	1	19	2	retained	FALSE
N0.HOG0002967	17	3	1	20	2	retained	FALSE
N0.HOG0002972	16	2	0	18	2	retained	FALSE
N0.HOG0002973	17	3	1	20	2	retained	FALSE
N0.HOG0002977	17	3	1	19	2	retained	FALSE
N0.HOG0002984	17	3	1	20	2	retained	FALSE
N0.HOG0003005	16	2	0	18	2	retained	FALSE
N0.HOG0003008	16	2	0	17	2	retained	FALSE
N0.HOG0003013	14	2	0	15	2	retained	FALSE
N0.HOG0003059	16	2	0	17	2	retained	FALSE
N0.HOG0003085	16	2	0	17	2	retained	FALSE
N0.HOG0003086	17	3	1	19	2	retained	FALSE
N0.HOG0003088	16	2	0	17	2	retained	FALSE
N0.HOG0003100	16	2	0	17	2	retained	FALSE
N0.HOG0003109	16	2	0	18	2	retained	FALSE
N0.HOG0003117	16	2	0	17	2	retained	FALSE
N0.HOG0003132	16	2	0	17	2	retained	FALSE
N0.HOG0003137	17	3	1	19	2	retained	FALSE
N0.HOG0003153	16	2	0	18	2	retained	FALSE
N0.HOG0003174	17	3	1	19	2	retained	FALSE
N0.HOG0003181	17	3	1	20	2	retained	FALSE
N0.HOG0003187	17	3	1	19	2	retained	FALSE
N0.HOG0003193	16	2	0	17	2	retained	FALSE
N0.HOG0003197	16	2	0	17	2	retained	FALSE
N0.HOG0003210	16	2	0	19	2	retained	FALSE
N0.HOG0003218	17	3	1	20	2	retained	FALSE
N0.HOG0003223	16	2	0	17	2	retained	FALSE
N0.HOG0003239	16	2	0	18	2	retained	FALSE
N0.HOG0003269	16	2	0	18	2	retained	FALSE
N0.HOG0003275	17	3	1	19	2	retained	FALSE
N0.HOG0003294	16	2	0	17	2	retained	FALSE
N0.HOG0003301	16	2	0	17	2	retained	FALSE
N0.HOG0003302	16	2	0	18	2	retained	FALSE
N0.HOG0003318	16	2	0	17	2	retained	FALSE
N0.HOG0003320	16	2	0	17	2	retained	FALSE
N0.HOG0003371	17	3	1	19	2	retained	FALSE
N0.HOG0003374	17	3	1	19	2	retained	FALSE
N0.HOG0003382	17	3	1	19	2	retained	FALSE
N0.HOG0003385	16	2	0	17	2	retained	FALSE
N0.HOG0003399	16	2	0	17	2	retained	FALSE
N0.HOG0003400	16	2	0	19	2	retained	FALSE
N0.HOG0003411	14	2	0	15	2	retained	FALSE
N0.HOG0003414	16	2	0	17	2	retained	FALSE
N0.HOG0003422	17	3	1	20	2	retained	FALSE
N0.HOG0003428	17	3	1	19	2	retained	FALSE
N0.HOG0003487	14	2	0	16	2	retained	FALSE
N0.HOG0003491	16	2	0	17	2	retained	FALSE
N0.HOG0003505	17	3	1	19	2	retained	FALSE
N0.HOG0003510	16	2	0	17	2	retained	FALSE
N0.HOG0003518	16	2	0	17	2	retained	FALSE
N0.HOG0003546	15	2	0	17	2	retained	FALSE
N0.HOG0003549	16	2	0	17	2	retained	FALSE
N0.HOG0003550	16	2	0	19	2	retained	FALSE
N0.HOG0003564	16	2	0	17	2	retained	FALSE
N0.HOG0003602	16	2	0	17	2	retained	FALSE
N0.HOG0003604	17	3	1	19	2	retained	FALSE
N0.HOG0003619	16	2	0	18	2	retained	FALSE
N0.HOG0003667	16	2	0	17	2	retained	FALSE
N0.HOG0003670	15	2	0	16	2	retained	FALSE
N0.HOG0003678	16	2	0	17	2	retained	FALSE
N0.HOG0003695	15	2	0	17	2	retained	FALSE
N0.HOG0003712	13	2	0	14	2	retained	FALSE
N0.HOG0003717	15	2	0	16	2	retained	FALSE
N0.HOG0003733	16	2	0	17	2	retained	FALSE
N0.HOG0003758	16	2	0	18	2	retained	FALSE
N0.HOG0003788	16	2	0	20	2	retained	FALSE
N0.HOG0003792	16	2	0	17	2	retained	FALSE
N0.HOG0003804	15	2	0	16	2	retained	FALSE
N0.HOG0003831	12	2	0	13	2	retained	FALSE
N0.HOG0003834	17	3	1	19	2	retained	FALSE
N0.HOG0003838	16	2	0	17	2	retained	FALSE
N0.HOG0003840	14	2	0	17	2	retained	FALSE
N0.HOG0003846	17	3	1	19	2	retained	FALSE
N0.HOG0003899	16	2	0	17	2	retained	FALSE
N0.HOG0003902	15	2	0	16	2	retained	FALSE
N0.HOG0003903	16	2	0	17	2	retained	FALSE
N0.HOG0003932	17	3	1	19	2	retained	FALSE
N0.HOG0003965	16	2	0	17	2	retained	FALSE
N0.HOG0003967	17	3	1	19	2	retained	FALSE
N0.HOG0003984	16	2	0	17	2	retained	FALSE
N0.HOG0003988	16	2	0	17	2	retained	FALSE
N0.HOG0003990	16	2	0	17	2	retained	FALSE
N0.HOG0004013	17	3	1	19	2	retained	FALSE
N0.HOG0004015	16	2	0	17	2	retained	FALSE
N0.HOG0004019	16	2	0	18	2	retained	FALSE
N0.HOG0004023	17	3	1	19	2	retained	FALSE
N0.HOG0004039	12	2	0	13	2	retained	FALSE
N0.HOG0004076	17	3	1	19	2	retained	FALSE
N0.HOG0004082	16	2	0	17	2	retained	FALSE
N0.HOG0004084	16	2	0	17	2	retained	FALSE
N0.HOG0004085	16	2	0	18	2	retained	FALSE
N0.HOG0004089	16	2	0	18	2	retained	FALSE
N0.HOG0004133	16	2	0	17	2	retained	FALSE
N0.HOG0004134	16	2	0	17	2	retained	FALSE
N0.HOG0004147	16	2	0	17	2	retained	FALSE
N0.HOG0004148	15	2	0	17	2	retained	FALSE
N0.HOG0004149	16	2	0	17	2	retained	FALSE
N0.HOG0004159	16	2	0	18	2	retained	FALSE
N0.HOG0004177	16	2	0	17	2	retained	FALSE
N0.HOG0004178	17	3	1	19	2	retained	FALSE
N0.HOG0004179	17	3	1	19	2	retained	FALSE
N0.HOG0004189	16	2	0	17	2	retained	FALSE
N0.HOG0004206	17	3	1	19	2	retained	FALSE
N0.HOG0004212	16	2	0	19	2	retained	FALSE
N0.HOG0004217	16	2	0	17	2	retained	FALSE
N0.HOG0004219	16	2	0	17	2	retained	FALSE
N0.HOG0004227	16	2	0	17	2	retained	FALSE
N0.HOG0004236	16	2	0	17	2	retained	FALSE
N0.HOG0004242	14	2	0	15	2	retained	FALSE
N0.HOG0004247	16	2	0	17	2	retained	FALSE
N0.HOG0004255	16	2	0	17	2	retained	FALSE
N0.HOG0004289	17	3	1	19	2	retained	FALSE
N0.HOG0004299	5	2	0	6	2	retained	FALSE
N0.HOG0004303	16	2	0	18	2	retained	FALSE
N0.HOG0004318	16	2	0	18	2	retained	FALSE
N0.HOG0004332	17	3	1	19	2	retained	FALSE
N0.HOG0004359	17	3	1	19	2	retained	FALSE
N0.HOG0004392	16	2	0	17	2	retained	FALSE
N0.HOG0004393	16	2	0	17	2	retained	FALSE
N0.HOG0004438	15	2	0	17	2	retained	FALSE
N0.HOG0004459	16	2	0	17	2	retained	FALSE
N0.HOG0004469	16	2	0	17	2	retained	FALSE
N0.HOG0004475	16	2	0	17	2	retained	FALSE
N0.HOG0004511	16	2	0	17	2	retained	FALSE
N0.HOG0004533	16	2	0	17	2	retained	FALSE
N0.HOG0004537	15	2	0	16	2	retained	FALSE
N0.HOG0004543	16	2	0	17	2	retained	FALSE
N0.HOG0004544	15	2	0	17	2	retained	FALSE
N0.HOG0004553	15	2	0	16	2	retained	FALSE
N0.HOG0004559	15	2	0	16	2	retained	FALSE
N0.HOG0004563	16	2	0	17	2	retained	FALSE
N0.HOG0004570	16	2	0	17	2	retained	FALSE
N0.HOG0004576	15	2	0	16	2	retained	FALSE
N0.HOG0004583	13	2	0	14	2	retained	FALSE
N0.HOG0004586	15	2	0	16	2	retained	FALSE
N0.HOG0004596	16	2	0	17	2	retained	FALSE
N0.HOG0004599	16	2	0	17	2	retained	FALSE
N0.HOG0004635	16	2	0	17	2	retained	FALSE
N0.HOG0004699	16	2	0	18	2	retained	FALSE
N0.HOG0004727	16	2	0	19	2	retained	FALSE
N0.HOG0004737	16	2	0	17	2	retained	FALSE
N0.HOG0004744	16	2	0	17	2	retained	FALSE
N0.HOG0004768	16	2	0	18	2	retained	FALSE
N0.HOG0004772	15	2	0	16	2	retained	FALSE
N0.HOG0004778	16	2	0	18	2	retained	FALSE
N0.HOG0004798	16	2	0	17	2	retained	FALSE
N0.HOG0004802	16	2	0	17	2	retained	FALSE
N0.HOG0004806	14	2	0	15	2	retained	FALSE
N0.HOG0004809	16	2	0	17	2	retained	FALSE
N0.HOG0004812	16	2	0	17	2	retained	FALSE
N0.HOG0004851	15	2	0	16	2	retained	FALSE
N0.HOG0004878	16	2	0	17	2	retained	FALSE
N0.HOG0004891	16	2	0	17	2	retained	FALSE
N0.HOG0004904	16	2	0	17	2	retained	FALSE
N0.HOG0004928	15	2	0	16	2	retained	FALSE
N0.HOG0004943	16	2	0	17	2	retained	FALSE
N0.HOG0004952	16	2	0	17	2	retained	FALSE
N0.HOG0004975	17	3	1	19	2	retained	FALSE
N0.HOG0004993	16	2	0	17	2	retained	FALSE
N0.HOG0005006	16	2	0	17	2	retained	FALSE
N0.HOG0005019	16	2	0	18	2	retained	FALSE
N0.HOG0005023	17	3	1	19	2	retained	FALSE
N0.HOG0005024	17	3	1	19	2	retained	FALSE
N0.HOG0005123	16	2	0	17	2	retained	FALSE
N0.HOG0005130	17	3	1	20	2	retained	FALSE
N0.HOG0005133	16	2	0	17	2	retained	FALSE
N0.HOG0005151	16	2	0	17	2	retained	FALSE
N0.HOG0005155	15	2	0	16	2	retained	FALSE
N0.HOG0005157	16	2	0	17	2	retained	FALSE
N0.HOG0005173	16	2	0	17	2	retained	FALSE
N0.HOG0005193	17	3	1	19	2	retained	FALSE
N0.HOG0005202	16	2	0	17	2	retained	FALSE
N0.HOG0005203	16	2	0	17	2	retained	FALSE
N0.HOG0005217	12	2	0	13	2	retained	FALSE
N0.HOG0005236	16	2	0	17	2	retained	FALSE
N0.HOG0005244	16	2	0	17	2	retained	FALSE
N0.HOG0005270	16	2	0	17	2	retained	FALSE
N0.HOG0005291	17	3	1	19	2	retained	FALSE
N0.HOG0005306	16	2	0	17	2	retained	FALSE
N0.HOG0005333	16	2	0	18	2	retained	FALSE
N0.HOG0005344	15	2	0	16	2	retained	FALSE
N0.HOG0005355	16	2	0	17	2	retained	FALSE
N0.HOG0005367	16	2	0	17	2	retained	FALSE
N0.HOG0005379	17	3	1	19	2	retained	FALSE
N0.HOG0005415	16	2	0	17	2	retained	FALSE
N0.HOG0005416	16	2	0	17	2	retained	FALSE
N0.HOG0005447	16	2	0	17	2	retained	FALSE
N0.HOG0005470	16	2	0	17	2	retained	FALSE
N0.HOG0005471	16	2	0	17	2	retained	FALSE
N0.HOG0005482	16	2	0	17	2	retained	FALSE
N0.HOG0005543	16	2	0	17	2	retained	FALSE
N0.HOG0005564	16	2	0	17	2	retained	FALSE
N0.HOG0005569	15	2	0	16	2	retained	FALSE
N0.HOG0005583	15	2	0	16	2	retained	FALSE
N0.HOG0005589	16	2	0	17	2	retained	FALSE
N0.HOG0005656	16	2	0	18	2	retained	FALSE
N0.HOG0005657	15	2	0	16	2	retained	FALSE
N0.HOG0005689	16	2	0	17	2	retained	FALSE
