gene_dmel,symbol_dmel,description_dmel,genetype_dmel,highest_tissue_Female,highest_tissue_Larva,highest_tissue_Male,top_log2_enrich_Female,top_log2_enrich_Larva,top_log2_enrich_Male,tau_Female,tau_Larva,tau_Male
FBgn0037206,CG12768,NA,PROTEIN_CODING,Ganglion,Fat Body,Ganglion,4.071203719856042,-1.2179032423664682,3.2359838122625235,0.8558781869688386,0.5869565217391304,0.845816587504567
FBgn0037207,Mes2,Mesoderm-expressed 2,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,0.436373927976916,1.219979726761594,1.8808747605822185,0.6463730569948186,0.7635983263598327,0.7842676311030742
FBgn0037213,CG12581,NA,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,2.822113086535,1.2631626182973388,1.36353262539162,0.893216760502382,0.8120275678079146,0.8318750735669165
FBgn0037215,beta-Man,beta-Mannosidase,PROTEIN_CODING,Midgut,Midgut,Midgut,2.1189272519572904,1.3513876477344609,2.7914047446113806,0.6933412105503888,0.49026595744680856,0.8072371541066052
FBgn0037217,CG14636,NA,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,4.398842193624543,2.9062926943622065,4.181327600944283,0.8855812641083521,0.8580157415078707,0.9036370453693288
FBgn0037218,aux,auxilin,PROTEIN_CODING,Tubule,Salivary Gland,Midgut,0.6399384271409309,1.3000262388546393,0.989882146479371,0.2923181509177431,0.2909418116376726,0.3209030253176127
FBgn0037220,CG14641,NA,PROTEIN_CODING,Midgut,Fat Body,Midgut,0.3958483888259817,0.7392116290140738,0.6960110684332468,0.26730972515856244,0.3186253712346203,0.17944982432085024
FBgn0037222,CG14642,NA,PROTEIN_CODING,Tubule,Tubule,Tubule,3.870360519436584,2.412207762497111,1.0691042954964873,0.9089209401709402,0.8904593639575972,0.8759147311485842
FBgn0037223,TwdlU,TweedleU,PSEUDO,Ganglion,Tubule,Ganglion,1.3536271973323548,0.5618777795496205,1.7548748118932382,0.8532608695652174,0.9798387096774194,0.8042328042328043
FBgn0037224,TwdlF,TweedleF,PROTEIN_CODING,Hindgut,Salivary Gland,Brain,-0.9719829038250265,2.8579499030042927,15.287748446474637,0.9855769230769231,0.9741379310344828,0.8928571428571429
FBgn0037225,TwdlG,TweedleG,PROTEIN_CODING,Ganglion,Tubule,Ganglion,5.450769733824448,3.190553955195315,3.3931851256807546,0.9213297232250302,0.9629817444219066,0.8650602409638555
FBgn0037227,TwdlV,TweedleV,PROTEIN_CODING,Eye,Fat Body,Ganglion,1.2223649420851743,2.415017962976826,-1.4594239680252468,0.7678571428571429,0.84375,0.8214285714285714
FBgn0037228,CG1092,NA,PROTEIN_CODING,Eye,Fat Body,Eye,2.5121501113015428,2.1785039118448872,0.7942238341415956,0.7698529411764706,0.9483970136144049,0.7550815917549384
FBgn0037229,flip,flippy,PROTEIN_CODING,Ganglion,Fat Body,Brain,2.3699171822371725,2.7171177480710176,1.6598075487757449,0.6874110953058321,0.987842617152962,0.7385526505850065
FBgn0037230,Nepl11,Neprilysin-like 11,PROTEIN_CODING,Eye,Fat Body,Fat Body,3.0977437888612442,3.3897045573656444,1.4924747405601704,0.7973770637315818,0.9734299516908212,0.779279072962946
FBgn0037231,Vps24,Vacuolar protein sorting 24,PROTEIN_CODING,Hindgut,Tubule,Hindgut,1.3924781985996741,0.7229750823676313,1.0801702710983485,0.36262265834076723,0.35887096774193544,0.273303916161059
FBgn0037232,Suv3,Suv3 helicase,PROTEIN_CODING,Ganglion,Salivary Gland,Ganglion,1.2793822186509367,1.0347094145165228,1.7190479756354382,0.4181338028169014,0.30427892234548337,0.5339381353153351
FBgn0037234,CG9795,NA,PROTEIN_CODING,Brain,Hindgut,Brain,0.6580803760588154,0.6264290308554458,1.0954343583028014,0.4162629198966408,0.39694444444444443,0.4819703243616287
FBgn0037235,CG1103,NA,PROTEIN_CODING,Ovary,Midgut,Eye,0.44622798115261614,0.3118744180503502,0.16519436629545878,0.7343505477308294,0.3840909090909091,0.2417752263192757
FBgn0037236,Skp2,S-phase kinase-associated protein 2,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.4797244409738832,1.3062021043748082,2.2035920082759555,0.8728194247996228,0.6598639455782314,0.7821283194417523
FBgn0037238,CG1090,NA,PROTEIN_CODING,Ganglion,Fat Body,Ganglion,5.1651211323556625,-0.2223918488398925,2.8585569928990395,0.8413232491662697,0.9375,0.7421384843530172
FBgn0037239,Sfxn1-3,Sideroflexin 1/3,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,2.1533844484131968,2.8167270385492023,1.2533306427229771,0.7199916643512086,0.9295768983268983,0.7191190348662229
FBgn0037240,Cont,Contactin,PROTEIN_CODING,Hindgut,Salivary Gland,Salivary Gland,1.3372282701426936,1.30685268507441,0.9650661617930463,0.6497362677337213,0.6503151260504202,0.6264505802320928
FBgn0037241,CG14646,NA,PROTEIN_CODING,Salivary Gland,Midgut,Eye,0.849776770292243,1.69968787548128,1.0992991514868662,0.21162145499383472,0.6752953439888812,0.3083224115334207
FBgn0037242,March5,NA,PROTEIN_CODING,Hindgut,Fat Body,Midgut,0.3377524484356819,0.9412106087797492,-0.23760072789959724,0.2954903283850652,0.34425858951175403,0.3267420519803445
FBgn0037244,CG14647,NA,PROTEIN_CODING,Ovary,Fat Body,Eye,0.4549080604388391,0.6436740937994753,0.6262041238913137,0.3685344827586207,0.1717566885411408,0.24666666666666665
FBgn0037248,srl,spargel,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.5731127667232354,1.2635414158169151,0.821662467377234,0.8505441008018327,0.7062829525483304,0.3221804511278195
FBgn0037249,eIF3a,eukaryotic translation initiation factor 3 subunit a,PROTEIN_CODING,Fat Body,Salivary Gland,Salivary Gland,0.4282586267660047,1.744495866049537,0.9235942995587456,0.34461584225735165,0.5145693886657742,0.3122736418511066
FBgn0037250,CG1074,NA,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.7062684703571301,1.1699233316588977,1.1214624589826894,0.6052867383512545,0.44212962962962965,0.39751552795031053
FBgn0037251,Lipt2,Lipoyl(octanoyl) transferase 2,PROTEIN_CODING,Ovary,Salivary Gland,Hindgut,0.2467935955439807,1.9475310534458188,1.2963915022346033,0.34355345911949686,0.49629629629629635,0.4530612244897959
FBgn0037252,CG14650,NA,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,0.70989235107895,2.1081957216171214,0.9390931394357505,0.3910403299725023,0.6932301153612629,0.37004986799647993
FBgn0037254,sac,sterile affecting ciliogenesis,PROTEIN_CODING,Brain,Fat Body,Tubule,0.9999639339764517,0.3219262915287053,-3.911936734661729,0.6875,0.975,0.7593984962406015
FBgn0037255,Fip1,Factor interacting with poly(A) polymerase 1,PROTEIN_CODING,Ovary,Salivary Gland,Fat Body,0.3864909065370689,0.6971094547169653,1.1195511926355173,0.38144484412470026,0.30840336134453783,0.16872129562484892
FBgn0037260,Mur82C,Mucin related 82C,PROTEIN_CODING,Brain,Midgut,Brain,3.6437898275946106,14.872722969303823,-1.423805501682825,0.84,0.8333333333333333,0.7770034843205575
FBgn0037261,CG9775,NA,PROTEIN_CODING,Brain,Salivary Gland,Brain,1.3956770178087254,1.0528326392085205,1.458000690337706,0.37519118021921993,0.43684992570579495,0.4114272372502585
FBgn0037262,MED31,Mediator complex subunit 31,PROTEIN_CODING,Eye,Salivary Gland,Eye,0.35955894974900654,0.5198674266476232,0.41973680610891395,0.36083180987202923,0.2633699633699634,0.3802264808362369
FBgn0037263,slx1,nuclease slx1,PROTEIN_CODING,Ovary,Tubule,Tubule,0.6848425699544091,0.8562634091300747,0.9349042972153266,0.6375418060200669,0.5476190476190477,0.46373626373626375
FBgn0037265,spartin,spartin,PROTEIN_CODING,Tubule,Fat Body,Tubule,1.4660612568409555,1.302408305133967,0.9651050801995282,0.5341457528957528,0.4811698717948718,0.4504977132095776
FBgn0037270,eIF3f1,eukaryotic translation initiation factor 3 subunit f1,PROTEIN_CODING,Eye,Salivary Gland,Eye,1.4036131411742256,1.1306231677346914,1.6072853356374448,0.4296726217466219,0.4121918831438294,0.38524426719840477
FBgn0037275,CG14655,NA,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,0.7956403475761982,2.1154741347434944,-0.7764934023596668,0.623641304347826,0.9230769230769231,0.5343915343915344
FBgn0037276,Ccdc39,Coiled-coil domain containing protein 39,PROTEIN_CODING,Tubule,Fat Body,Fat Body,1.3219064548404493,1.3785080720142329,-3.227066565601345,0.48750000000000004,0.9115384615384616,0.7064935064935065
FBgn0037279,Gmppb,GDP-mannose pyrophosphorylase B,PROTEIN_CODING,Midgut,Salivary Gland,Midgut,2.2987250653527203,1.3890088362461521,2.2485084308210586,0.6572452229299364,0.5586607468677776,0.6780297946584352
FBgn0037280,BBS5,Bardet-Biedl syndrome 5,PROTEIN_CODING,Fat Body,Fat Body,Eye,1.6844910753297133,2.24789903963021,-0.19930846349400586,0.5222222222222223,0.4078947368421053,0.6031746031746031
FBgn0037282,CG14657,NA,PROTEIN_CODING,Brain,Midgut,Brain,0.7269813897585546,0.43689114475374846,1.2395952812338566,0.39996936274509803,0.21034214618973557,0.4388854679802955
FBgn0037283,CG14658,NA,PROTEIN_CODING,Ovary,Fat Body,Tubule,-0.0740002017891354,-0.5728890774011713,-3.846899808965489,0.9868421052631579,0.971875,0.8085106382978724
FBgn0037284,CG14659,NA,PROTEIN_CODING,Brain,Fat Body,Fat Body,14.287784512498185,-1.3692264411046027,-2.405254896934085,1,1,0.9884169884169884
FBgn0037288,Jhbp3,Juvenile hormone binding protein 3,PROTEIN_CODING,Hindgut,Salivary Gland,Hindgut,1.788959151265755,-1.8412935866732059,0.8053853628524968,0.8751471627030846,0.6666666666666666,0.8428063392934587
FBgn0037290,Jhbp1,Juvenile hormone binding protein 1,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,2.615554266029884,0.44093927095185975,1.138432414193297,0.9533552973816543,0.9621886120996441,0.7648932676518884
FBgn0037291,CG14662,NA,PROTEIN_CODING,Midgut,Midgut,Midgut,2.432935896968895,1.7224559693893466,-0.09114769604062634,0.9074074074074074,0.9696969696969697,0.8726708074534162
FBgn0037292,plh,pasang lhamu,PROTEIN_CODING,Ganglion,Hindgut,Salivary Gland,0.9543982438966254,16.287730413124752,0.005045373264782756,0.9016056758775205,1,0.8571428571428571
FBgn0037293,RabGGTa,Rab geranylgeranyltransferase subunit alpha,PROTEIN_CODING,Midgut,Midgut,Midgut,1.746551469875285,1.1181813438368977,1.419421485029941,0.592524197656648,0.4698339032730825,0.4547650009288501
FBgn0037294,CG12590,NA,PROTEIN_CODING,Brain,Fat Body,Brain,3.9634471199704446,-14.287784512498185,2.216311246705405,0.8926282051282052,NA,0.8987341772151899
FBgn0037295,dpr16,defective proboscis extension response 16,PROTEIN_CODING,Brain,Fat Body,Brain,5.306052900526404,-1.4947562302471948,2.3601746973006685,0.9044233807266983,0.7954545454545454,0.8970099667774087
FBgn0037296,Prosbeta2R2,Proteasome beta2 subunit-related 2,PROTEIN_CODING,Eye,Fat Body,Fat Body,3.3218848148296,-0.7237893430913765,-3.69785346057372,0.9125,0.9772727272727273,0.7707641196013288
FBgn0037297,CG1116,NA,PROTEIN_CODING,Eye,Salivary Gland,Eye,1.2881509068808938,1.5377286163027668,1.03817840908131,0.4310490693739425,0.6333204334365325,0.3928270550006017
FBgn0037298,CG2604,NA,PROTEIN_CODING,Hindgut,Fat Body,Hindgut,1.84475849657789,2.113463236543091,1.0841730522091382,0.7090295784116009,0.8181750149670725,0.7728458651046138
FBgn0037299,Vps37B,Vacuolar protein sorting 37B,PROTEIN_CODING,Midgut,Midgut,Ganglion,0.9030586746707839,0.8804710299534795,0.6622757680130468,0.37381796690307323,0.4938730413820812,0.24934469200524254
FBgn0037301,Mms19,Mms19,PROTEIN_CODING,Midgut,Fat Body,Midgut,0.5667268613497587,0.9544424327333467,0.4674315677388901,0.39138943248532293,0.3407849829351536,0.40094062316284546
FBgn0037304,Fam161,NA,PROTEIN_CODING,Ganglion,Midgut,Ganglion,3.700432709116223,0.5951572302298089,2.673768871013854,0.8254048582995952,0.721830985915493,0.7995735607675906
FBgn0037305,Enoph,Enolase-phosphatase,PROTEIN_CODING,Tubule,Tubule,Tubule,1.3936898786330616,2.1210985738020556,2.011684140463701,0.5385546334716459,0.746698717948718,0.5672920667750038
FBgn0037307,Tim17a2,Tim17a2,PROTEIN_CODING,Tubule,Tubule,Tubule,3.8418411338001834,1.5429892113213792,0.304755404621976,0.8287401574803149,0.5673431734317343,0.7134512683578105
FBgn0037310,Tim17b1,Tim17b1,PROTEIN_CODING,Salivary Gland,Fat Body,Salivary Gland,4.607089403331829,-0.5265455519038942,0.5886475063225438,0.921078755790867,0.4300595238095237,0.8898607061872369
FBgn0037312,CG11999,NA,PROTEIN_CODING,Midgut,Salivary Gland,Fat Body,0.4714808718607,1.7947894861917304,0.17131500573536335,0.2892180670228266,0.5982581338244322,0.2871817448088634
FBgn0037313,CG1161,NA,PROTEIN_CODING,Tubule,Tubule,Eye,1.6279632048812556,0.9623406976000277,1.1870344660037835,0.35044912765589914,0.3910304391217565,0.2805502089103798
FBgn0037315,Cerk,Ceramide kinase,PROTEIN_CODING,Hindgut,Midgut,Hindgut,1.426554726965742,1.9118798208436343,1.0623432677826241,0.5485124631466095,0.7465897608622432,0.4481675808887829
FBgn0037317,CG14667,NA,PROTEIN_CODING,Brain,Midgut,Brain,0.9533358553414251,0.03485874785268763,1.6975159946816147,0.46354718981972426,0.17175066312997345,0.4789915966386554
FBgn0037320,CG14668,NA,PROTEIN_CODING,Eye,Fat Body,Tubule,15.609669328049094,-0.5670388561519164,-3.61013919815454,0.825,0.8425925925925926,0.8390342052313883
FBgn0037322,Or83a,Odorant receptor 83a,PROTEIN_CODING,Brain,Fat Body,Brain,20.342995899783343,0,3.5339675875034984,0.8900375939849624,0.6,0.8900308324768756
FBgn0037323,CG2663,NA,PROTEIN_CODING,Hindgut,Hindgut,Fat Body,0,-2.4739268068237146,-2.040729771334539,0.8055555555555556,0.8888888888888888,0.935179358086847
FBgn0037324,Orco,Odorant receptor co-receptor,PROTEIN_CODING,Eye,Fat Body,Eye,1.5916248920967173,2.5579821453285896,-0.052467400810874504,0.9360599078341014,0.9575471698113207,0.9201058201058201
FBgn0037325,CG12147,NA,PROTEIN_CODING,Brain,Fat Body,Brain,4.882573361656865,-0.08746231085096845,-2.812766790129854,0.8516949152542372,1,0.7669172932330827
FBgn0037326,CG14669,NA,PROTEIN_CODING,Brain,Fat Body,Brain,5.015460706887425,1.5272442317874462,2.987013906531909,0.8592750533049041,0.9821428571428571,0.8692844226298114
FBgn0037327,PEK,pancreatic eIF-2alpha kinase,PROTEIN_CODING,Ovary,Midgut,Midgut,0.2895974231008398,0.8321314946469153,1.3180366590237205,0.4504249291784702,0.21494391025641033,0.40127327095591786
FBgn0037328,RpL35A,Ribosomal protein L35A,PROTEIN_CODING,Eye,Fat Body,Tubule,0.18740761838793557,1.5342792356424073,0.37646543137086497,0.329601155284749,0.6090177140411677,0.3205750542429516
FBgn0037329,POLDIP2,"Polymerase (DNA-directed), delta interacting protein 2",PROTEIN_CODING,Ganglion,Fat Body,Ganglion,1.3534036452835299,1.3983255709655513,-0.5230846541413615,0.5500121241513094,0.5225916453537937,0.5161212413959667
FBgn0037330,mRpL44,mitochondrial ribosomal protein L44,PROTEIN_CODING,Ovary,Fat Body,Ganglion,0.30841897235908855,1.3102815457545178,1.591803811952407,0.4112430598396052,0.4986068895643363,0.5755681338176902
FBgn0037332,Hcs,Holocarboxylase synthetase,PROTEIN_CODING,Ganglion,Fat Body,Brain,0.7358679607234786,1.740640736499662,1.013546360118854,0.48387557077625565,0.5328244274809161,0.4712950600801068
FBgn0037336,CG2519,NA,PROTEIN_CODING,Ganglion,Hindgut,Eye,1.0456549504916162,1.0966659508924064,1.4696655439753354,0.46375798722044725,0.4545296167247387,0.534565207298389
FBgn0037338,Snm1,Snm1,PROTEIN_CODING,Ovary,Salivary Gland,Ganglion,0.5464664321671913,1.0995350628867024,1.4296833495814902,0.7678365937859608,0.6240740740740741,0.4512987012987013
FBgn0037339,Pi4KIIalpha,Phosphatidylinositol 4-kinase II alpha,PROTEIN_CODING,Ovary,Salivary Gland,Tubule,0.3853426001022505,2.670973050760885,-0.21161984142500917,0.26960784313725494,0.8234544557711279,0.29567519858782
FBgn0037340,CG14671,NA,PROTEIN_CODING,Hindgut,Tubule,Hindgut,1.3339167251315966,1.2009518232278196,1.2527118120267569,0.5844233849439402,0.2891055949566587,0.5707979483729925
FBgn0037341,CG12746,NA,PROTEIN_CODING,Tubule,Tubule,Tubule,3.1331503147857194,1.7737024471684186,2.2683694452984717,0.6929551122194514,0.5574965293845442,0.6897396858405437
