gene_dmel,symbol_dmel,description_dmel,genetype_dmel,highest_tissue_Female,highest_tissue_Larva,highest_tissue_Male,top_log2_enrich_Female,top_log2_enrich_Larva,top_log2_enrich_Male,tau_Female,tau_Larva,tau_Male
FBgn0017430,Nelf-E,Negative elongation factor E,PROTEIN_CODING,Ganglion,Salivary Gland,Brain,0.6265207084102349,0.4071753043839151,0.5900829208156375,0.5496913580246914,0.35368852459016387,0.5915475136024294
FBgn0017448,CG2187,NA,PROTEIN_CODING,Tubule,Tubule,Tubule,4.821392718578892,4.938583948195513,4.854914177663915,0.9895263157894737,0.967391304347826,0.9958988380041012
FBgn0017456,Ubc84D,Ubiquitin conjugating enzyme 84D,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,3.637415178879445,0.3451352095116202,-2.573928221798622,0.7946428571428572,0.9095744680851063,0.8685714285714285
FBgn0017457,U2af38,U2 small nuclear riboprotein auxiliary factor 38,PROTEIN_CODING,Ovary,Salivary Gland,Eye,0.4127334620876726,0.2673733121533728,0.7610611808490391,0.5166489078316462,0.31431431431431434,0.2954747116237799
FBgn0017482,T3dh,Type III alcohol dehydrogenase,PROTEIN_CODING,Tubule,Fat Body,Tubule,3.1699243156694723,2.933057761844331,2.250844722887613,0.6890225787284611,0.8549593282602991,0.7421356421356421
FBgn0017545,RpS3A,Ribosomal protein S3A,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,0.26702091281428125,0.8724438230788707,1.2817030091995205,0.27149747052985745,0.37908273751900196,0.49135006741142667
FBgn0017550,Rga,Regena,PROTEIN_CODING,Fat Body,Midgut,Brain,0.26387584464259284,0.7640093588417993,1.1281250223956978,0.19630709426627785,0.33110014104372354,0.2320722755505364
FBgn0017551,Rca1,Regulator of cyclin A1,PROTEIN_CODING,Ovary,Midgut,Brain,0.6058959227576076,-0.6261848873656126,0.8867002357604354,0.8346886617100372,0.21195652173913046,0.557889822595705
FBgn0017556,Prosalpha4T2,"Proteasome alpha4 subunit, Testis-specific 2",PROTEIN_CODING,Salivary Gland,Fat Body,Fat Body,0.7369463587452719,0.5324942856920656,-4.093261933636875,0.875,1,0.7279843444227005
FBgn0017558,Pdk,Pyruvate dehydrogenase kinase,PROTEIN_CODING,Fat Body,Midgut,Fat Body,2.289366502043573,1.5733558568345034,1.6577368125268306,0.6873498252512014,0.6876541110449792,0.7321529045666976
FBgn0017561,Ork1,Open rectifier K[+] channel 1,PROTEIN_CODING,Ovary,Fat Body,Midgut,0.26651495693497795,2.833874187467549,2.424025847739572,0.5967620481927711,0.7158469945355191,0.6436951592231095
FBgn0017566,ND-75,NADH dehydrogenase (ubiquinone) 75 kDa subunit,PROTEIN_CODING,Hindgut,Fat Body,Ganglion,2.046185735054312,1.522998404781206,0.8726544435316552,0.4953287467750762,0.28395624430264355,0.35868556756640124
FBgn0017567,ND-23,NADH dehydrogenase (ubiquinone) 23 kDa subunit,PROTEIN_CODING,Ganglion,Hindgut,Ganglion,1.5826560162803507,1.4492888053308726,0.5749080624789383,0.4883925925925926,0.3741773563859454,0.44187050780964093
FBgn0017572,Mo25,Mo25,PROTEIN_CODING,Hindgut,Salivary Gland,Hindgut,1.440634652403118,0.8916800822397238,0.9902398244150971,0.4975504974374435,0.2806107322857989,0.323329760628796
FBgn0017577,Mcm5,Minichromosome maintenance 5,PROTEIN_CODING,Ovary,Salivary Gland,Hindgut,0.5141998342010083,0.8933106642124047,1.177536269193644,0.9316123188405797,0.7996162280701754,0.5218045112781955
FBgn0017578,Max,Max,PROTEIN_CODING,Fat Body,Salivary Gland,Salivary Gland,0.9609079592425861,0.9903262129049675,0.8925113874801395,0.33138351983723296,0.5288990825688074,0.2842833293584545
FBgn0017579,RpL14,Ribosomal protein L14,PROTEIN_CODING,Tubule,Fat Body,Tubule,0.09167075792560074,1.3308766059253936,0.43397654265141883,0.3148499187594424,0.58620418415397,0.2856814950173046
FBgn0017581,Lk6,Lk6 kinase,PROTEIN_CODING,Eye,Midgut,Salivary Gland,1.4311404277531694,1.1607683467357193,0.9896827038595857,0.46948574242566365,0.36221321826983793,0.4439456078212059
FBgn0017590,klg,klingon,PROTEIN_CODING,Brain,Fat Body,Brain,4.826383732522744,-2.146833410327105,3.267399128261353,0.8765815634884772,0.7321428571428572,0.8766724212343548
FBgn0019624,COX5A,Cytochrome c oxidase subunit 5A,PROTEIN_CODING,Hindgut,Hindgut,Ganglion,1.6743632256953043,1.3326286277558466,0.3820702979885622,0.5368883505652398,0.36521330129658175,0.2947905757664199
FBgn0019637,Atu,Another transcription unit,PROTEIN_CODING,Ovary,Fat Body,Salivary Gland,0.07899602518022321,0.2769735478578453,0.7667550866704207,0.4701053283767038,0.20993589743589747,0.14315916641498044
FBgn0019644,ATPsynB,"ATP synthase, subunit B",PROTEIN_CODING,Hindgut,Hindgut,Ganglion,2.320370025650446,1.4627484016804855,1.2401400499365143,0.5091818243212822,0.38480039133625027,0.33715633730853284
FBgn0019650,toy,twin of eyeless,PROTEIN_CODING,Brain,Fat Body,Brain,5.81102913428524,-2.20249131697898,3.7464383650426054,0.9139631043256997,0.9041095890410958,0.885838947090835
FBgn0019660,lncRNA:roX2,long non-coding RNA on the X 2,ncRNA,Ganglion,Salivary Gland,Brain,3.5956309506640154,0.840477440178402,0.7486242659859462,0.9210063630274614,0.6732220923139487,0.3631393392067131
FBgn0019661,lncRNA:roX1,long non-coding RNA on the X 1,ncRNA,Ganglion,Salivary Gland,Brain,5.141869759200099,1.0696325157779385,1.620307226894448,0.9643495875611359,0.2920951831251968,0.422236732680866
FBgn0019662,qm,quemao,PROTEIN_CODING,Eye,Midgut,Eye,1.6713480576127786,2.092551587836852,2.0926050032133707,0.501425855513308,0.8030930682132007,0.6103263777421081
FBgn0019686,lok,loki,PROTEIN_CODING,Ovary,Hindgut,Hindgut,0.7335020090733435,0.18486274775036798,1.4742761496901544,0.9287918601808849,0.47772828507795106,0.48183497536945813
FBgn0019809,gcm2,gcm2,PROTEIN_CODING,Brain,Fat Body,Brain,4.3217910460534386,-2.700378682803834,0.8845176961854,0.975,0.625,0.9880952380952381
FBgn0019828,dj,don juan,PROTEIN_CODING,Tubule,Fat Body,Tubule,1.0739965950650583,-1.4394510622951857,-3.75026351055201,0.8,0.974169741697417,0.8497899159663865
FBgn0019830,colt,congested-like trachea,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.814885207858882,2.0974829451091046,1.2750018017971054,0.6366858661940629,0.7152085640457734,0.6849637681159421
FBgn0019890,Smg5,Smg5 nonsense mediated mRNA decay factor,PROTEIN_CODING,Brain,Midgut,Brain,1.5698554887391323,1.4744566728658828,0.9130225010979681,0.40063157894736845,0.6451650667291032,0.3815151680191711
FBgn0019925,Surf4,Surfeit 4,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,1.7740942277140712,2.4599430467302703,1.674830803612658,0.6173875096974399,0.7248497457235321,0.6471113226631761
FBgn0019928,Ser8,Ser8,PROTEIN_CODING,Midgut,Midgut,Midgut,5.422697093012104,0.9463615298115284,4.7906304441086,0.9918893129770993,0.7727272727272727,0.9935588107033836
FBgn0019929,Ser7,Ser7,PROTEIN_CODING,Eye,Fat Body,Eye,3.026961763838919,1.75488115700265,0.9429343174717019,0.8724985973443052,0.9537037037037037,0.8135437911974225
FBgn0019932,SamDC,S-adenosylmethionine decarboxylase,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.9239849716485085,1.2686979497415156,0.7247750328128141,0.7061941510966694,0.7629460895975702,0.6377284595300262
FBgn0019936,RpS20,Ribosomal protein S20,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.2487063487523566,1.2896433883289868,1.5522532777860876,0.7160146994718628,0.5400894808032463,0.6526562821186305
FBgn0019938,Polr1A,RNA polymerase I subunit A,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.6004652966081416,1.168838862697197,0.8644222062729627,0.699752346193952,0.5150602409638555,0.24198861934710983
FBgn0019940,Rh6,Rhodopsin 6,PROTEIN_CODING,Eye,Fat Body,Eye,9.874580149703563,-0.8479840827985116,8.682173397770317,0.9992182399230267,1,0.9995227517928539
FBgn0019949,Cdk9,Cyclin-dependent kinase 9,PROTEIN_CODING,Ovary,Salivary Gland,Ganglion,0.2752348275191525,0.5916726374573221,0.7151473781654726,0.3713157894736842,0.19431554524361944,0.329469387755102
FBgn0019952,Orct,Organic cation transporter,PROTEIN_CODING,Tubule,Tubule,Ganglion,2.501413476810205,1.980678310710831,1.2892302887457676,0.6846213619666572,0.8067681217460952,0.598709804500911
FBgn0019957,ND-42,NADH dehydrogenase (ubiquinone) 42 kDa subunit,PROTEIN_CODING,Hindgut,Tubule,Ganglion,1.805194039379575,1.5411014967367012,0.9036787491662253,0.48269691973319345,0.3344058447842075,0.36600910470409725
FBgn0019960,Mitofilin,Mitofilin,PROTEIN_CODING,Hindgut,Fat Body,Hindgut,1.925527124890072,1.287057589651244,0.7506621534388389,0.5032738095238096,0.30149628658802974,0.3508436445444319
FBgn0019968,Khc-73,Kinesin heavy chain 73,PROTEIN_CODING,Salivary Gland,Midgut,Salivary Gland,1.4422700632076897,1.221550842274984,1.3557303476089444,0.4464939024390243,0.4667444574095683,0.4891797046351805
FBgn0019972,Drice,Death related ICE-like caspase,PROTEIN_CODING,Midgut,Midgut,Midgut,0.6154115395675099,1.4194827172588114,1.5338643817051782,0.6367219492219492,0.8009840987434672,0.6606126321496341
FBgn0019982,Gs1l,GS1-like,PROTEIN_CODING,Tubule,Tubule,Tubule,1.8710906432563281,1.3388018128373222,1.3502541402645944,0.46848624570178177,0.5970132238942089,0.37539116748449225
FBgn0019985,mGluR,metabotropic Glutamate Receptor,PROTEIN_CODING,Brain,Salivary Gland,Brain,5.074445117333314,-0.8667315528476761,3.903358575474583,0.9019904034121201,0.5294117647058824,0.9011437908496732
FBgn0019990,Gcn2,Gcn2,PROTEIN_CODING,Tubule,Tubule,Tubule,0.2398495799830115,1.2797369141063686,1.1573976741986456,0.34977908689248893,0.35206834532374093,0.45459579180509413
FBgn0020018,Ppox,Protoporphyrinogen oxidase,PROTEIN_CODING,Hindgut,Fat Body,Midgut,0.394705853065095,1.164644226117864,-0.21933409523180442,0.3680955120828538,0.3060828300258844,0.29141553999022635
FBgn0020224,Cbl,Cbl proto-oncogene,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.3826672317374381,1.1737263596801486,0.5952951204484859,0.5948585810162992,0.44122807017543864,0.2909392124378744
FBgn0020235,ATPsyngamma,"ATP synthase, gamma subunit",PROTEIN_CODING,Hindgut,Hindgut,Hindgut,1.8198888190278852,1.535631680779642,0.8723852696456453,0.5652087269721304,0.3184016498156733,0.4074397121646133
FBgn0020236,Acly,ATP citrate lyase,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.9802374303786747,3.011067269146614,2.0738048883372784,0.7633912281982047,0.8948638782751092,0.879366428932016
FBgn0020238,14-3-3epsilon,14-3-3epsilon,PROTEIN_CODING,Midgut,Tubule,Eye,0.4573429923021749,0.15358925405796836,1.1336369653328635,0.1746638850254984,0.06659207391900668,0.26981516805893574
FBgn0020248,stet,stem cell tumor,PROTEIN_CODING,Ovary,Fat Body,Brain,0.6207778698661617,0.11547675501953175,2.062282126764767,0.9566270643747894,0.875,0.8209255533199195
FBgn0020249,stck,steamer duck,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,1.5410814749238584,1.4866375717365312,1.3352755251665216,0.4829369981470043,0.5873854279944074,0.4397771242841665
FBgn0020251,sfl,sulfateless,PROTEIN_CODING,Fat Body,Tubule,Midgut,2.3149478285825804,1.2167345988106928,1.8913994250107828,0.6257578053955745,0.41011787819253437,0.6374675324675325
FBgn0020255,Ran,Ran,PROTEIN_CODING,Ovary,Salivary Gland,Fat Body,0.5152716423904496,1.198157712319628,0.5394032913072918,0.639363504356244,0.5320210029100418,0.2547070341918964
FBgn0020257,Ppa,Partner of paired,PROTEIN_CODING,Tubule,Midgut,Tubule,2.437946081517635,1.292267997292973,1.399626700328912,0.6418792198049512,0.7219584569732937,0.5346990343831785
FBgn0020258,ppk,pickpocket,PROTEIN_CODING,Ganglion,Hindgut,Ganglion,4.254229894964904,0.5405642828286833,1.3278037755482657,0.9350436681222707,0.734375,0.9146341463414634
FBgn0020261,pcm,pacman,PROTEIN_CODING,Ovary,Fat Body,Brain,0.4109330428956155,1.1976454361040405,0.7396101384605301,0.5129731379731379,0.40095155709342567,0.36446886446886445
FBgn0020269,mspo,M-spondin,PROTEIN_CODING,Brain,Hindgut,Brain,4.735323131949591,1.4306330391112858,2.7792702014003283,0.8875853242320819,0.8736559139784946,0.8912730414746545
FBgn0020270,mre11,meiotic recombination 11,PROTEIN_CODING,Midgut,Tubule,Tubule,0.5388083294735125,0.4155748621397062,2.0481097224227023,0.2795936395759717,0.27486033519553066,0.3762057877813505
FBgn0020272,mst,misato,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.3962008027921516,0.8585798556202395,1.046011708877017,0.7792712066905615,0.622093023255814,0.433055733504164
FBgn0020277,lush,lush,PROTEIN_CODING,Eye,Fat Body,Eye,1.5441169814552025,1.2410005329703568,-0.38083447196510783,0.9493243243243243,0.9615384615384616,0.8892739014017955
FBgn0020278,loco,locomotion defects,PROTEIN_CODING,Ganglion,Salivary Gland,Salivary Gland,1.0844229177077842,2.090584622932983,1.3971325311254588,0.37766429840142096,0.7188227469238444,0.43515850144092216
FBgn0020279,lig,lingerer,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.1551473569066737,0.8955239133204088,0.5509694291777981,0.3431150217706821,0.327500798977309,0.19034643830284154
FBgn0020280,laf,labial associated factor,PROTEIN_CODING,Brain,Fat Body,Tubule,0,0.13750286798259162,-3.321923766810175,0.875,1,0.7999999999999999
FBgn0020294,ko,knockout,PROTEIN_CODING,Salivary Gland,Hindgut,Salivary Gland,3.4325974427866988,1.5138464866274015,2.741081383961259,0.8220431789737171,0.9218566392479436,0.8511488511488512
FBgn0020299,stumps,stumps,PROTEIN_CODING,Ganglion,Hindgut,Salivary Gland,3.684228747683785,0.6858910140036116,2.4458746608330757,0.7755867014341591,0.6846846846846847,0.7303085886922746
FBgn0020300,geko,geko,PROTEIN_CODING,Fat Body,Salivary Gland,Fat Body,3.410521655095742,3.3502220869423893,1.5064804235408484,0.9719174503657262,0.9682473489812939,0.9794766448442029
FBgn0020304,drongo,drongo,PROTEIN_CODING,Eye,Midgut,Eye,1.3209691030547064,0.6889383072948562,1.051908528605348,0.5845661569148937,0.5569034517258629,0.5836261561452402
FBgn0020305,dbe,dribble,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.3459707104118761,0.6660277426970845,0.8590096760730027,0.48777932960893855,0.436377245508982,0.2952199891363389
FBgn0020306,dom,domino,PROTEIN_CODING,Ovary,Salivary Gland,Tubule,0.35645967318540767,1.7988432710171873,0.6508788987487254,0.6509235731039875,0.4884826711749789,0.29183026276049534
FBgn0020307,dve,defective proventriculus,PROTEIN_CODING,Midgut,Midgut,Midgut,3.168351324545044,1.589066075838223,3.194377463678445,0.8744547437295529,0.890625,0.928606736812372
FBgn0020309,crol,crooked legs,PROTEIN_CODING,Hindgut,Salivary Gland,Brain,0.7399584534211896,1.0024050800192996,0.552760296873155,0.26787422285987567,0.4317046085508051,0.18650250797993614
FBgn0020312,Tmtc3,Transmembrane O-mannosyltransferase targeting cadherins 3,PROTEIN_CODING,Brain,Salivary Gland,Brain,1.1845876945826734,1.0382521957931348,1.7655344330175102,0.6462352209085251,0.48549488054607504,0.5606981254040078
FBgn0020369,Rpt6,Regulatory particle triple-A ATPase 6,PROTEIN_CODING,Midgut,Midgut,Fat Body,0.46879538649803676,1.0276047203542198,0.8514353072388029,0.44417520117044623,0.5415666639079699,0.4981762334421194
FBgn0020370,TppII,Tripeptidyl-peptidase II,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.27679415525045065,1.7348846127445121,1.0866131052968144,0.48008629273149683,0.5248992086008661,0.42893867058391477
FBgn0020371,Tim17b2,Translocase inner membrane 17,PROTEIN_CODING,Ovary,Fat Body,Fat Body,1.0995246817038504,-0.1315596410476419,-4.234180295385274,0.9416666666666667,0.9874371859296482,0.7882882882882883
FBgn0020372,TM4SF,Transmembrane 4 superfamily,PROTEIN_CODING,Ganglion,Hindgut,Brain,5.878920912478197,0.13693558880299753,3.8472513816286535,0.8713465198477434,0.9409448818897638,0.8398137894261924
FBgn0020376,Sr-CIII,"Scavenger receptor class C, type III",PROTEIN_CODING,Tubule,Tubule,Tubule,1.5849504783626682,0.8930834371891938,15.872698924987581,0.9270833333333334,0.793956043956044,0.7857142857142857
FBgn0020377,Sr-CII,"Scavenger receptor class C, type II",PROTEIN_CODING,Brain,Fat Body,Brain,-2.222354637231006,1.5848663274632784,-2.925974361504842,0.7916666666666666,1,0.7714285714285715
FBgn0020378,Sp1,Sp1,PROTEIN_CODING,Ganglion,Salivary Gland,Ganglion,0.44150924107649564,-1.600900820993018,-0.9668323354154917,0.8829545454545454,0.825,0.7954545454545455
FBgn0020379,Rfx,Rfx,PROTEIN_CODING,Brain,Fat Body,Brain,1.779090438764165,0.6020351351285381,1.5362775594936828,0.7054856115107914,0.18235294117647055,0.7178515712057054
FBgn0020381,Dredd,Death related ced-3/Nedd2-like caspase,PROTEIN_CODING,Hindgut,Salivary Gland,Midgut,1.5755941320386733,1.011294781910325,1.528413461445877,0.4592019543973941,0.2754949010197961,0.4102792897296333
FBgn0020385,pug,pugilist,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,3.121877734768797,2.7980189810358036,2.0034845469833984,0.851230494687915,0.9457816005983545,0.8834331664888816
FBgn0020386,Pdk1,Phosphoinositide-dependent kinase 1,PROTEIN_CODING,Midgut,Midgut,Eye,0.9714702437005703,0.9370687092539547,1.4061095390027094,0.38283790060380873,0.41175690021231426,0.5722141875122754
FBgn0020388,Gcn5,Gcn5 acetyltransferase,PROTEIN_CODING,Midgut,Midgut,Midgut,0.41853005495109685,1.0294866559544844,0.9515228057270628,0.22487046632124358,0.48338150289017345,0.33209146968139763
FBgn0020389,Papss,PAPS synthetase,PROTEIN_CODING,Fat Body,Salivary Gland,Salivary Gland,0.8051837302255646,3.052153852199828,2.5261727555395836,0.3470309810671256,0.8335520222290831,0.6626194781710152
FBgn0020391,Nrk,Neurospecific receptor kinase,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,3.927893757920461,1.0213725583227804,2.682374106831468,0.8340998685939554,0.6286764705882353,0.8322696776305023
FBgn0020392,Nmt,N-myristoyl transferase,PROTEIN_CODING,Ovary,Fat Body,Tubule,0.49466950062406617,1.1324783126105167,1.3708645498812,0.615856313497823,0.3738305941845765,0.46296870158041525
FBgn0020399,Mst89B,Mst89B,PROTEIN_CODING,Eye,Fat Body,Fat Body,2.16989694946731,0.27207907758249417,-3.9037315053664097,0.4097222222222222,0.8984375,0.6510538641686183
FBgn0020407,asun,asunder,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.33990307882111687,1.4074238421049767,1.5944846357932565,0.4251179245283019,0.5555555555555556,0.5219298245614035
FBgn0020412,JIL-1,JIL-1 kinase,PROTEIN_CODING,Ovary,Salivary Gland,Tubule,0.28085212390133757,2.115713082269026,0.14206970217027834,0.43005415162454874,0.7550319096710849,0.32037279743701763
FBgn0020414,Idgf3,Imaginal disc growth factor 3,PROTEIN_CODING,Salivary Gland,Fat Body,Salivary Gland,6.029896835170101,1.5998775451273455,4.647803615155775,0.9263274843271733,0.6414477361654556,0.9450175035407925
FBgn0020415,Idgf2,Imaginal disc growth factor 2,PROTEIN_CODING,Eye,Fat Body,Eye,1.9034999798214485,2.591851844429019,0.7917851032902016,0.7471764705882353,0.9093113902122131,0.6896416118291693
FBgn0020416,Idgf1,Imaginal disc growth factor 1,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,2.832418217682774,2.069041570131129,1.4323619094518574,0.7672634619577066,0.9309136319690622,0.7656906161716425
FBgn0020429,GluRIIB,Glutamate receptor IIB,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,1.9999639333753638,1.6048580232352705,-0.9999919850943414,0.8854166666666666,0.9589041095890412,0.746031746031746
FBgn0020440,Fak,Focal adhesion kinase,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,0.8041425431379576,1.6034417876386053,1.364996683053519,0.33804869684499317,0.6117045454545454,0.40336134453781514
FBgn0020443,eRF3,eukaryotic translation release factor 3,PROTEIN_CODING,Ovary,Salivary Gland,Hindgut,0.3213080333053395,2.0191935256273386,0.8813119182344326,0.40869793656859,0.5869819293356109,0.36834774058748815
FBgn0020445,E23,Early gene at 23,PROTEIN_CODING,Ovary,Midgut,Tubule,0.5642124140233384,2.300621934187144,2.561443799766073,0.668046357615894,0.855605738575983,0.6839443742098609
FBgn0020493,Dad,Daughters against dpp,PROTEIN_CODING,Fat Body,Fat Body,Fat Body,1.198843166709854,0.8450251426332052,0.8813554014088647,0.3318005808325266,0.5189003436426116,0.3258103241296519
FBgn0020496,CtBP,C-terminal Binding Protein,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.22066399041258014,0.20268945962116972,1.0251506004064481,0.28958754776354234,0.15901111761263892,0.3977948602850409
FBgn0020497,emb,embargoed,PROTEIN_CODING,Ovary,Salivary Gland,Midgut,0.37276826412336816,0.5559378339236658,0.8502266796329516,0.48760387811634354,0.20437116564417168,0.2482686768401054
FBgn0020503,CLIP-190,Cytoplasmic linker protein 190,PROTEIN_CODING,Salivary Gland,Hindgut,Salivary Gland,2.7505202875176877,1.5712623263987318,0.5030443561797331,0.683921568627451,0.3770649387638849,0.5032761310452418
FBgn0020506,Amyrel,Amylase related,PROTEIN_CODING,Midgut,Midgut,Midgut,3.550190799061731,2.26500522290896,4.192345967528146,0.9451219512195121,0.9997155858930603,0.9957069423261594
FBgn0020508,Ag5r2,Antigen 5-related 2,PROTEIN_CODING,Midgut,Midgut,Midgut,4.129857208952353,1.9008427930882419,5.066263845175651,0.9954372300473375,0.9995145161958318,0.9957465070482004
FBgn0020509,Acp62F,Accessory gland protein 62F,PROTEIN_CODING,Tubule,Hindgut,Fat Body,0.5849617250797037,2.4468835603317776,-2.177295548477992,0.6088709677419355,0.7707423580786026,0.9354094076655052
FBgn0020510,Abi,Abelson interacting protein,PROTEIN_CODING,Hindgut,Midgut,Brain,0.6799466822283151,0.9221425971802193,0.7930375255195243,0.27181412337662336,0.26943913320586355,0.204660587639311
FBgn0020513,Paics,PAICS bifunctional enzyme,PROTEIN_CODING,Eye,Fat Body,Fat Body,1.714184325080763,1.2769146213879732,1.4524065883202122,0.7865865477805777,0.9598300192431045,0.8541930948050559
FBgn0020518,snoRNA:CD1,C/D box small nucleolar RNA 1,snoRNA,Fat Body,Fat Body,Fat Body,34.49603962826877,0,35.596108352753845,1,NA,1
FBgn0020521,pio,piopio,PROTEIN_CODING,Salivary Gland,Hindgut,Salivary Gland,4.207421599450005,1.4069286948192632,2.1845090686426367,0.9070213799805636,0.8954482894219427,0.8524638482085292
FBgn0020545,kraken,kraken,PROTEIN_CODING,Tubule,Tubule,Tubule,2.915586577688315,3.3019008409288735,1.5842638241260447,0.8062434459949988,0.8629461434754843,0.7282635020586098
FBgn0020546,lncRNA:iab4,long non-coding RNA:iab4,ncRNA,Ganglion,Fat Body,Ganglion,1.765524562699171,2.058875415105214,0.6520741984161953,0.9227941176470589,0.89,0.8874458874458874
FBgn0020556,lncRNA:bxd,bithoraxoid,ncRNA,Ganglion,Midgut,Ganglion,2.24789903963021,16.457653410847605,1.7655143791671515,1,1,1
FBgn0020616,SA1,Stromalin 1,PROTEIN_CODING,Ovary,Salivary Gland,Brain,0.535743817112853,0.3095678815188199,1.6363958207098592,0.4703299057412168,0.31883365200764824,0.4704410796576695
FBgn0020617,Rx,Retinal Homeobox,PROTEIN_CODING,Brain,Salivary Gland,Brain,5.491824883915045,-2.1698688983494208,3.8187522383697297,0.9888888888888889,0.875,0.9915635545556806
FBgn0020618,Rack1,Receptor of activated protein kinase C 1,PROTEIN_CODING,Fat Body,Fat Body,Salivary Gland,0.9697655968992939,1.5490363797959188,1.1658028815765737,0.40417034340760355,0.5831875940848313,0.3048952919596454
FBgn0020620,RN-tre,Related to the N terminus of tre oncogene,PROTEIN_CODING,Ganglion,Fat Body,Brain,0.3384161910044552,0.6112736759392262,0.6300265971602864,0.306993006993007,0.3363453815261044,0.3111857044130714
FBgn0020621,Pkn,Protein kinase N,PROTEIN_CODING,Eye,Tubule,Eye,2.8133316642132664,0.8153672706523215,3.114299343747771,0.7924266374837873,0.33037094281298296,0.852082667518909
FBgn0020622,Pi3K21B,Pi3K21B,PROTEIN_CODING,Ovary,Midgut,Midgut,0.4282113478941973,1.2636431108446786,1.7537965310909154,0.5366327235070762,0.540556088207095,0.6534831784453569
FBgn0020626,Osbp,Oxysterol binding protein,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,1.27037853532856,2.1480985348690127,1.1746929717283,0.47461159530125047,0.6430824222035324,0.5266134880348078
FBgn0020633,Mcm7,Minichromosome maintenance 7,PROTEIN_CODING,Ovary,Salivary Gland,Salivary Gland,0.5014217859606469,0.7898604584710613,0.5370271444329977,0.9298878205128205,0.7678,0.362934362934363
FBgn0020637,Lcp65Ag2,Lcp65Ag2,PROTEIN_CODING,Salivary Gland,Fat Body,Hindgut,-4.661051623163754,0.4440434865138206,-3.8994627700916036,0.85,0.95878889823381,0.8791208791208792
FBgn0020638,Lcp65Ag1,Lcp65Ag1,PROTEIN_CODING,Salivary Gland,Fat Body,Midgut,-3.0752699627660536,-1.131055696471692,16.609654901315086,1,0.9842809364548495,0.9428571428571428
FBgn0020639,Lcp65Af,Lcp65Af,PROTEIN_CODING,Salivary Gland,Fat Body,Brain,-0.5849504785129447,-1.873199942274071,14.287784512498185,1,0.988394584139265,1
FBgn0020640,Lcp65Ae,Lcp65Ae,PROTEIN_CODING,Brain,Fat Body,Midgut,14.287784512498185,-2.1158445507451504,16.747157113536595,1,0.9755794701986755,0.974025974025974
FBgn0020641,Lcp65Ad,Lcp65Ad,PROTEIN_CODING,Hindgut,Fat Body,Hindgut,13.287856641840545,-0.8231198253896695,19.47753891472269,1,1,0.984344422700587
FBgn0020642,Lcp65Ac,Lcp65Ac,PROTEIN_CODING,Hindgut,Hindgut,Hindgut,-2.754856778543352,-1.510647396915969,0,0.9375,0.8664596273291926,0.9285714285714286
FBgn0020643,Lcp65Ab2,Lcp65Ab2,PROTEIN_CODING,Brain,Fat Body,Brain,0,17.535647486104846,0,NA,1,NA
FBgn0020644,Lcp65Ab1,Lcp65Ab1,PROTEIN_CODING,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0020645,Lcp65Aa,Lcp65Aa,PROTEIN_CODING,Hindgut,Fat Body,Brain,13.287856641840545,0.22019514721163105,0,1,0.8951292246520874,NA
FBgn0020646,Lcp65APsi,Lcp65APsi,PSEUDO,Brain,Fat Body,Brain,0,0,0,NA,NA,NA
FBgn0020647,Pacs,Phosphofurin acidic cluster sorting protein,PROTEIN_CODING,Tubule,Midgut,Tubule,1.190536309175847,1.030574715454396,0.41881476806808243,0.577005119453925,0.588302752293578,0.5667219507821956
FBgn0020653,Trxr1,Thioredoxin reductase 1,PROTEIN_CODING,Tubule,Tubule,Tubule,1.9586930098403197,1.8597199914090135,1.8606033596722305,0.7391174888581526,0.6615648359794897,0.7013911159787732
FBgn0020655,ArfGAP1,ADP-ribosylation factor GTPase activating protein 1,PROTEIN_CODING,Salivary Gland,Salivary Gland,Salivary Gland,1.3496649385661612,1.7536442539286115,1.7329434690860577,0.5971941719561453,0.45713436385255646,0.5896147403685094
