comparison	set	pathway	pathway_name	foreground_ratio	background_ratio	p_value	p_BH	q_value	foreground_HOGs	foreground_n	foreground_total	background_total
L4_to_L2	concordant_up	map05226	Gastric cancer	1/31	64/3559	0.43160550756975	0.5209031987910776	0.4752099357392287	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map04114	Oocyte meiosis	1/31	66/3559	0.44164532692311687	0.5210422396283964	0.4753367800118704	N13.HOG0010831	1	31	3559
L4_to_L2	concordant_up	map04728	Dopaminergic synapse	1/31	66/3559	0.44164532692311687	0.5210422396283964	0.4753367800118704	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map05164	Influenza A	1/31	68/3559	0.4515134308526151	0.5267656693280509	0.4805581544747131	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map01130	Biosynthesis of antibiotics	2/31	178/3559	0.464292257127623	0.5357218351472572	0.4887286917132874	N13.HOG0006961/N13.HOG0009822	2	31	3559
L4_to_L2	concordant_up	map05225	Hepatocellular carcinoma	1/31	79/3559	0.5028432729017669	0.57389721363788615	0.5235553527924576	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map04110	Cell cycle	1/31	82/3559	0.5160151081409607	0.5763998548383071	0.5258384640630172	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map04360	Axon guidance	1/31	82/3559	0.5160151081409607	0.5763998548383071	0.5258384640630172	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map04015	Rap1 signaling pathway	1/31	87/3559	0.5372211837229497	0.593770782009576	0.5416856256929464	N13.HOG0009354	1	31	3559
L4_to_L2	concordant_up	map04142	Lysosome biogenesis	1/31	91/3559	0.5535359141274587	0.6054299060769079	0.5523220195789337	N13.HOG0010318	1	31	3559
L4_to_L2	concordant_up	map05200	Pathways in cancer	2/31	223/3559	0.5877794558663351	0.6362561120202596	0.5804441723693597	N13.HOG0006185/N13.HOG0008912	2	31	3559
L4_to_L2	concordant_up	map05205	Proteoglycans in cancer	1/31	110/3559	0.6237286817094627	0.6682807304029957	0.6096596137009788	N13.HOG0007424	1	31	3559
L4_to_L2	concordant_up	map04024	cAMP signaling pathway	1/31	112/3559	0.6304631941015737	0.6686730846531842	0.6100175509116769	N13.HOG0002885	1	31	3559
L4_to_L2	concordant_up	map05169	Epstein-Barr virus infection	1/31	116/3559	0.643584034200287	0.6755550869508103	0.6162958687972306	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map05010	Alzheimer disease	1/31	118/3559	0.6499742430955578	0.6755550869508103	0.6162958687972306	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map03040	Spliceosome	1/31	120/3559	0.6562535130379301	0.6755550869508103	0.6162958687972306	N13.HOG0005532	1	31	3559
L4_to_L2	concordant_up	map05165	Human papillomavirus infection	1/31	135/3559	0.6999950191043118	0.709468024019359	0.6472339868246785	N13.HOG0006185	1	31	3559
L4_to_L2	concordant_up	map01120	Microbial metabolism in diverse environments	1/31	136/3559	0.7027111856953652	0.709468024019359	0.6472339868246785	N13.HOG0006961	1	31	3559
L4_to_L2	concordant_up	map01110	Biosynthesis of secondary metabolites	2/31	286/3559	0.7250005395283448	0.7250005395283448	0.6614040009732268	N13.HOG0006961/N13.HOG0009822	2	31	3559
L4_to_L2	concordant_down	map03008	Ribosome biogenesis in eukaryotes	3/8	73/3559	4.3076112841050564e-4	0.006030655797747079	0.004080894900731107	N13.HOG0006883/N13.HOG0007677/N13.HOG0008780	3	8	3559
L4_to_L2	concordant_down	map03022	Basal transcription factors	2/8	36/3559	0.002681398113116475	0.018769786791815325	0.012701359483183305	N13.HOG0007144/N13.HOG0008955	2	8	3559
L4_to_L2	concordant_down	map05169	Epstein-Barr virus infection	2/8	116/3559	0.025933553022548825	0.08602438728951528	0.05821199139892013	N13.HOG0007119/N13.HOG0008955	2	8	3559
L4_to_L2	concordant_down	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	1/8	13/3559	0.02887887339513895	0.08602438728951528	0.05821199139892013	N13.HOG0006690	1	8	3559
L4_to_L2	concordant_down	map00230	Purine metabolism	2/8	127/3559	0.030722995460541174	0.08602438728951528	0.05821199139892013	N13.HOG0006883/N13.HOG0007119	2	8	3559
L4_to_L2	concordant_down	map04623	Cytosolic DNA-sensing pathway	1/8	25/3559	0.054885877799882854	0.12806704819972667	0.08666191231560452	N13.HOG0007119	1	8	3559
L4_to_L2	concordant_down	map03020	RNA polymerase	1/8	32/3559	0.06977345224358944	0.13954690448717888	0.09443023611914361	N13.HOG0007119	1	8	3559
L4_to_L2	concordant_down	map03420	Nucleotide excision repair	1/8	43/3559	0.09275375009653697	0.1623190626689397	0.10983996721958326	N13.HOG0007144	1	8	3559
L4_to_L2	concordant_down	map04146	Peroxisome	1/8	75/3559	0.1568058019445394	0.23033792536916106	0.15586776904680072	N13.HOG0002974	1	8	3559
L4_to_L2	concordant_down	map00240	Pyrimidine metabolism	1/8	79/3559	0.16452708954940076	0.23033792536916106	0.15586776904680072	N13.HOG0007119	1	8	3559
L4_to_L2	concordant_down	map05203	Viral carcinogenesis	1/8	100/3559	0.20405754134742227	0.25970959807853744	0.17574333704562686	N13.HOG0008955	1	8	3559
L4_to_L2	concordant_down	map03013	Nucleocytoplasmic transport	1/8	136/3559	0.2680265272192738	0.3126976150891528	0.211599889909953	N13.HOG0008780	1	8	3559
L4_to_L2	concordant_down	map01130	Biosynthesis of antibiotics	1/8	178/3559	0.3369331442350749	0.36285107840700376	0.24553832373406276	N13.HOG0006883	1	8	3559
L4_to_L2	concordant_down	map01110	Biosynthesis of secondary metabolites	1/8	286/3559	0.48873608884601216	0.48873608884601216	0.33072366914391804	N13.HOG0006883	1	8	3559
L5_to_L2	concordant_all	map02010	ABC transporters	2/18	23/3559	0.005740685348535536	0.18695338815056126	0.18695338815056126	N13.HOG0000700/N13.HOG0000903	2	18	3559
L5_to_L2	concordant_all	map04550	Signaling pathways regulating pluripotency of stem cells	3/18	75/3559	0.005842293379705039	0.18695338815056126	0.18695338815056126	N13.HOG0003957/N13.HOG0006185/N13.HOG0009018	3	18	3559
L5_to_L2	concordant_all	map00564	Glycerophospholipid metabolism	2/18	59/3559	0.034870350406157595	0.42352495648824645	0.4235249564882465	N13.HOG0008454/N13.HOG0008769	2	18	3559
L5_to_L2	concordant_all	map05225	Hepatocellular carcinoma	2/18	79/3559	0.05917372157663178	0.42352495648824645	0.4235249564882465	N13.HOG0006185/N13.HOG0007319	2	18	3559
L5_to_L2	concordant_all	map00670	One carbon pool by folate	1/18	13/3559	0.06389469507697476	0.42352495648824645	0.4235249564882465	N13.HOG0007278	1	18	3559
L5_to_L2	concordant_all	map04610	Complement and coagulation cascades	1/18	14/3559	0.0686464986552644	0.42352495648824645	0.4235249564882465	N13.HOG0005562	1	18	3559
L5_to_L2	concordant_all	map05020	Prion disease	1/18	17/3559	0.08276559719943144	0.42352495648824645	0.4235249564882465	N13.HOG0011876	1	18	3559
L5_to_L2	concordant_all	map01523	Antifolate resistance	1/18	18/3559	0.08742686745646411	0.42352495648824645	0.4235249564882465	N13.HOG0000903	1	18	3559
L5_to_L2	concordant_all	map00981	Insect hormone biosynthesis	1/18	20/3559	0.09668237418656789	0.42352495648824645	0.4235249564882465	N13.HOG0002611	1	18	3559
L5_to_L2	concordant_all	map05213	Endometrial cancer	1/18	25/3559	0.11943480078655855	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05217	Basal cell carcinoma	1/18	26/3559	0.12391985273501416	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04662	B cell receptor signaling pathway	1/18	27/3559	0.12838332362399485	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04340	Hedgehog signaling pathway	1/18	29/3559	0.13724591285800503	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04917	Prolactin signaling pathway	1/18	29/3559	0.13724591285800503	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04341	Hedgehog signaling pathway - fly	1/18	30/3559	0.1416452254836582	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04657	IL-17 signaling pathway	1/18	31/3559	0.14602334561437347	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05014	Amyotrophic lateral sclerosis	1/18	34/3559	0.15903151010563865	0.42352495648824645	0.4235249564882465	N13.HOG0011876	1	18	3559
L5_to_L2	concordant_all	map04012	ErbB signaling pathway	1/18	35/3559	0.16332581728807838	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map01521	EGFR tyrosine kinase inhibitor resistance	1/18	36/3559	0.16759940845970556	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04660	T cell receptor signaling pathway	1/18	36/3559	0.16759940845970556	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04971	Gastric acid secretion	1/18	38/3559	0.1760848187038303	0.42352495648824645	0.4235249564882465	N13.HOG0008981	1	18	3559
L5_to_L2	concordant_all	map00310	Lysine degradation	1/18	39/3559	0.18029682474283393	0.42352495648824645	0.4235249564882465	N13.HOG0009822	1	18	3559
L5_to_L2	concordant_all	map05162	Measles	1/18	41/3559	0.18865990308723113	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map03320	PPAR signaling pathway	1/18	42/3559	0.1928111599787692	0.42352495648824645	0.4235249564882465	N13.HOG0001642	1	18	3559
L5_to_L2	concordant_all	map04350	TGF-beta signaling pathway	1/18	43/3559	0.19694235108493408	0.42352495648824645	0.4235249564882465	N13.HOG0005090	1	18	3559
L5_to_L2	concordant_all	map04916	Melanogenesis	1/18	44/3559	0.20105356771760496	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04976	Bile secretion	1/18	44/3559	0.20105356771760496	0.42352495648824645	0.4235249564882465	N13.HOG0000903	1	18	3559
L5_to_L2	concordant_all	map05160	Hepatitis C	1/18	44/3559	0.20105356771760496	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04213	Longevity regulating pathway - multiple species	1/18	45/3559	0.2051449007989944	0.42352495648824645	0.4235249564882465	N13.HOG0011876	1	18	3559
L5_to_L2	concordant_all	map05210	Colorectal cancer	1/18	45/3559	0.2051449007989944	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05215	Prostate cancer	1/18	45/3559	0.2051449007989944	0.42352495648824645	0.4235249564882465	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04974	Protein digestion and absorption	1/18	54/3559	0.24108694999204006	0.4514364629000618	0.4514364629000618	N13.HOG0010297	1	18	3559
L5_to_L2	concordant_all	map04391	Hippo signaling pathway - fly	1/18	56/3559	0.24886286863947948	0.4514364629000618	0.4514364629000618	N13.HOG0003957	1	18	3559
L5_to_L2	concordant_all	map05224	Breast cancer	1/18	60/3559	0.2641895234875311	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04722	Neurotrophin signaling pathway	1/18	62/3559	0.271741626806804	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04931	Insulin resistance	1/18	62/3559	0.271741626806804	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05167	Kaposi sarcoma-associated herpesvirus infection	1/18	62/3559	0.271741626806804	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04062	Chemokine signaling pathway	1/18	63/3559	0.2754901686190656	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05226	Gastric cancer	1/18	64/3559	0.27922048239619857	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04728	Dopaminergic synapse	1/18	66/3559	0.2866267592763181	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05164	Influenza A	1/18	68/3559	0.29396112073579383	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map03008	Ribosome biogenesis in eukaryotes	1/18	73/3559	0.31198669606566864	0.4514364629000618	0.4514364629000618	N13.HOG0007677	1	18	3559
L5_to_L2	concordant_all	map04310	Wnt signaling pathway	1/18	73/3559	0.31198669606566864	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04919	Thyroid hormone signaling pathway	1/18	74/3559	0.3155392604577564	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04146	Peroxisome	1/18	75/3559	0.3190744952674439	0.4514364629000618	0.4514364629000618	N13.HOG0011876	1	18	3559
L5_to_L2	concordant_all	map04390	Hippo signaling pathway	1/18	78/3559	0.3295770163374119	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04110	Cell cycle	1/18	82/3559	0.34334255273590686	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04360	Axon guidance	1/18	82/3559	0.34334255273590686	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04910	Insulin signaling pathway	1/18	84/3559	0.350124796362029	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04510	Focal adhesion	1/18	85/3559	0.35349105640964984	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04934	Cushing syndrome	1/18	88/3559	0.3634913031320499	0.4514364629000618	0.4514364629000618	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05202	Transcriptional misregulation in cancer	1/18	89/3559	0.3667921261063002	0.4514364629000618	0.4514364629000618	N13.HOG0003957	1	18	3559
L5_to_L2	concordant_all	map04150	mTOR signaling pathway	1/18	92/3559	0.3765978659774607	0.45475968721806576	0.45475968721806576	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map04932	Non-alcoholic fatty liver disease	1/18	102/3559	0.4082580764712598	0.4838614239659375	0.4838614239659375	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map01110	Biosynthesis of secondary metabolites	2/18	286/3559	0.430768495606611	0.4922334292938466	0.49223342929384667	N13.HOG0008454/N13.HOG0009822	2	18	3559
L5_to_L2	concordant_all	map04024	cAMP signaling pathway	1/18	112/3559	0.4383953979648322	0.4922334292938466	0.49223342929384667	N13.HOG0000903	1	18	3559
L5_to_L2	concordant_all	map04151	PI3K-Akt signaling pathway	1/18	112/3559	0.4383953979648322	0.4922334292938466	0.49223342929384667	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05169	Epstein-Barr virus infection	1/18	116/3559	0.4500395054673847	0.4944007490980087	0.4944007490980087	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05010	Alzheimer disease	1/18	118/3559	0.4557756905747268	0.4944007490980087	0.4944007490980087	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05166	Human T-cell leukemia virus 1 infection	1/18	128/3559	0.4836189683452097	0.515860232901557	0.515860232901557	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05165	Human papillomavirus infection	1/18	135/3559	0.5023027563260005	0.5270061705715415	0.5270061705715415	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_all	map05016	Huntington disease	1/18	152/3559	0.5450550300304065	0.562637450353968	0.562637450353968	N13.HOG0011876	1	18	3559
L5_to_L2	concordant_all	map01130	Biosynthesis of antibiotics	1/18	178/3559	0.60379218253405	0.6133761854314158	0.6133761854314158	N13.HOG0009822	1	18	3559
L5_to_L2	concordant_all	map05200	Pathways in cancer	1/18	223/3559	0.6888909155391905	0.6888909155391905	0.6888909155391905	N13.HOG0006185	1	18	3559
L5_to_L2	concordant_up	map04550	Signaling pathways regulating pluripotency of stem cells	3/13	75/3559	0.0022087875808096268	0.11927452936371985	0.11857701749609577	N13.HOG0003957/N13.HOG0006185/N13.HOG0009018	3	13	3559
L5_to_L2	concordant_up	map05225	Hepatocellular carcinoma	2/13	79/3559	0.03238999708224519	0.3373708609039899	0.33539793189285544	N13.HOG0006185/N13.HOG0007319	2	13	3559
L5_to_L2	concordant_up	map00670	One carbon pool by folate	1/13	13/3559	0.046535152715267314	0.3373708609039899	0.33539793189285544	N13.HOG0007278	1	13	3559
L5_to_L2	concordant_up	map00981	Insect hormone biosynthesis	1/13	20/3559	0.07075645328929225	0.3373708609039899	0.33539793189285544	N13.HOG0002611	1	13	3559
L5_to_L2	concordant_up	map02010	ABC transporters	1/13	23/3559	0.08096207836816416	0.3373708609039899	0.33539793189285544	N13.HOG0000700	1	13	3559
L5_to_L2	concordant_up	map05213	Endometrial cancer	1/13	25/3559	0.08770824033138691	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05217	Basal cell carcinoma	1/13	26/3559	0.09106415229394815	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04662	B cell receptor signaling pathway	1/13	27/3559	0.09440866574432438	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04340	Hedgehog signaling pathway	1/13	29/3559	0.1010636390053048	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04917	Prolactin signaling pathway	1/13	29/3559	0.1010636390053048	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04341	Hedgehog signaling pathway - fly	1/13	30/3559	0.10437416951321687	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04657	IL-17 signaling pathway	1/13	31/3559	0.10767344290407244	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04012	ErbB signaling pathway	1/13	35/3559	0.12075866578014882	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map01521	EGFR tyrosine kinase inhibitor resistance	1/13	36/3559	0.12400217808005165	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04660	T cell receptor signaling pathway	1/13	36/3559	0.12400217808005165	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04971	Gastric acid secretion	1/13	38/3559	0.13045609314816453	0.3373708609039899	0.33539793189285544	N13.HOG0008981	1	13	3559
L5_to_L2	concordant_up	map00310	Lysine degradation	1/13	39/3559	0.13366656482924189	0.3373708609039899	0.33539793189285544	N13.HOG0009822	1	13	3559
L5_to_L2	concordant_up	map05162	Measles	1/13	41/3559	0.1400547080341189	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map03320	PPAR signaling pathway	1/13	42/3559	0.14323244788504463	0.3373708609039899	0.33539793189285544	N13.HOG0001642	1	13	3559
L5_to_L2	concordant_up	map04350	TGF-beta signaling pathway	1/13	43/3559	0.146399345291213	0.3373708609039899	0.33539793189285544	N13.HOG0005090	1	13	3559
L5_to_L2	concordant_up	map04916	Melanogenesis	1/13	44/3559	0.149555434173811	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05160	Hepatitis C	1/13	44/3559	0.149555434173811	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05210	Colorectal cancer	1/13	45/3559	0.15270074835752134	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05215	Prostate cancer	1/13	45/3559	0.15270074835752134	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04974	Protein digestion and absorption	1/13	54/3559	0.1805292481811922	0.3373708609039899	0.33539793189285544	N13.HOG0010297	1	13	3559
L5_to_L2	concordant_up	map04391	Hippo signaling pathway - fly	1/13	56/3559	0.18659765224977787	0.3373708609039899	0.33539793189285544	N13.HOG0003957	1	13	3559
L5_to_L2	concordant_up	map00564	Glycerophospholipid metabolism	1/13	59/3559	0.1956225177960369	0.3373708609039899	0.33539793189285544	N13.HOG0008454	1	13	3559
L5_to_L2	concordant_up	map05224	Breast cancer	1/13	60/3559	0.1986102055870801	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04722	Neurotrophin signaling pathway	1/13	62/3559	0.2045548741049935	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04931	Insulin resistance	1/13	62/3559	0.2045548741049935	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05167	Kaposi sarcoma-associated herpesvirus infection	1/13	62/3559	0.2045548741049935	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04062	Chemokine signaling pathway	1/13	63/3559	0.20751191918266976	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05226	Gastric cancer	1/13	64/3559	0.21045881422003432	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04728	Dopaminergic synapse	1/13	66/3559	0.216322281865449	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05164	Influenza A	1/13	68/3559	0.22214553151159488	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04310	Wnt signaling pathway	1/13	73/3559	0.23652935872980552	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04919	Thyroid hormone signaling pathway	1/13	74/3559	0.2393764953725227	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04390	Hippo signaling pathway	1/13	78/3559	0.2506673147593539	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04110	Cell cycle	1/13	82/3559	0.26180324682109	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04360	Axon guidance	1/13	82/3559	0.26180324682109	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04910	Insulin signaling pathway	1/13	84/3559	0.2673137403281346	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04510	Focal adhesion	1/13	85/3559	0.2700547248966909	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04934	Cushing syndrome	1/13	88/3559	0.27822099049722193	0.3373708609039899	0.33539793189285544	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05202	Transcriptional misregulation in cancer	1/13	89/3559	0.28092428266764424	0.3373708609039899	0.33539793189285544	N13.HOG0003957	1	13	3559
L5_to_L2	concordant_up	map01110	Biosynthesis of secondary metabolites	2/13	286/3559	0.28114238408665826	0.3373708609039899	0.33539793189285544	N13.HOG0008454/N13.HOG0009822	2	13	3559
L5_to_L2	concordant_up	map04150	mTOR signaling pathway	1/13	92/3559	0.28897818630351424	0.3392352621823863	0.3372514302397992	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04932	Non-alcoholic fatty liver disease	1/13	102/3559	0.3152270670528273	0.3621757791670782	0.3600577921544052	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map04151	PI3K-Akt signaling pathway	1/13	112/3559	0.3405788998253607	0.3831512623035308	0.3809106116467851	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05169	Epstein-Barr virus infection	1/13	116/3559	0.35047479965939776	0.38380086800054053	0.38155641848006955	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05010	Alzheimer disease	1/13	118/3559	0.3553711740745745	0.38380086800054053	0.38155641848006955	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05166	Human T-cell leukemia virus 1 infection	1/13	128/3559	0.37934601235666154	0.40166048367175927	0.39931159195438065	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map05165	Human papillomavirus infection	1/13	135/3559	0.39563569033005885	0.41085244765044576	0.40844980175775314	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_up	map01130	Biosynthesis of antibiotics	1/13	178/3559	0.48734987586075607	0.4965451565373741	0.49364138369212635	N13.HOG0009822	1	13	3559
L5_to_L2	concordant_up	map05200	Pathways in cancer	1/13	223/3559	0.569436803255515	0.569436803255515	0.5661067634703951	N13.HOG0006185	1	13	3559
L5_to_L2	concordant_down	map04610	Complement and coagulation cascades	1/5	14/3559	0.01952520362317134	0.09574562401237485	0.05879117263917754	N13.HOG0005562	1	5	3559
L5_to_L2	concordant_down	map05020	Prion disease	1/5	17/3559	0.023669216929337433	0.09574562401237485	0.05879117263917754	N13.HOG0011876	1	5	3559
L5_to_L2	concordant_down	map01523	Antifolate resistance	1/5	18/3559	0.025047436555354796	0.09574562401237485	0.05879117263917754	N13.HOG0000903	1	5	3559
L5_to_L2	concordant_down	map02010	ABC transporters	1/5	23/3559	0.03191520800412495	0.09574562401237485	0.05879117263917754	N13.HOG0000903	1	5	3559
L5_to_L2	concordant_down	map05014	Amyotrophic lateral sclerosis	1/5	34/3559	0.04688811158752948	0.1057288739157527	0.06492123836932183	N13.HOG0011876	1	5	3559
L5_to_L2	concordant_down	map04976	Bile secretion	1/5	44/3559	0.06033853140306489	0.1057288739157527	0.06492123836932183	N13.HOG0000903	1	5	3559
L5_to_L2	concordant_down	map04213	Longevity regulating pathway - multiple species	1/5	45/3559	0.06167517645085574	0.1057288739157527	0.06492123836932183	N13.HOG0011876	1	5	3559
L5_to_L2	concordant_down	map00564	Glycerophospholipid metabolism	1/5	59/3559	0.08022903893068678	0.12034355839603017	0.07389516743615888	N13.HOG0008769	1	5	3559
L5_to_L2	concordant_down	map03008	Ribosome biogenesis in eukaryotes	1/5	73/3559	0.098488235596765	0.12128741248388746	0.07447472696379054	N13.HOG0007677	1	5	3559
L5_to_L2	concordant_down	map04146	Peroxisome	1/5	75/3559	0.10107284373657288	0.12128741248388746	0.07447472696379054	N13.HOG0011876	1	5	3559
L5_to_L2	concordant_down	map04024	cAMP signaling pathway	1/5	112/3559	0.1478289152524871	0.16126790754816772	0.09902415375764687	N13.HOG0000903	1	5	3559
L5_to_L2	concordant_down	map05016	Huntington disease	1/5	152/3559	0.19616624445547792	0.19616624445547792	0.12045295712178469	N13.HOG0011876	1	5	3559
P_to_P	concordant_all	map00020	Citrate cycle (TCA cycle)	6/70	33/3559	3.396129875009889e-5	0.006350762866268492	0.00607728503949138	N13.HOG0002362/N13.HOG0002755/N13.HOG0003542/N13.HOG0006563/N13.HOG0007705/N13.HOG0008110	6	70	3559
P_to_P	concordant_all	map05410	Hypertrophic cardiomyopathy	5/70	33/3559	3.9428554476127474e-4	0.03686569843517919	0.03527818032074563	N13.HOG0001450/N13.HOG0001553/N13.HOG0004846/N13.HOG0006345/N13.HOG0011191	5	70	3559
