comparison	set	pathway	pathway_name	foreground_ratio	background_ratio	p_value	p_BH	q_value	foreground_HOGs	foreground_n	foreground_total	background_total
L1_to_L2	concordant_all	map04330	Notch signaling pathway	2/22	29/3559	0.013389043909664491	0.430259149002668	0.4294782794037521	N13.HOG0004507/N13.HOG0005225	2	22	3559
L1_to_L2	concordant_all	map04350	TGF-beta signaling pathway	2/22	43/3559	0.028267389343539045	0.430259149002668	0.4294782794037521	N13.HOG0004507/N13.HOG0005090	2	22	3559
L1_to_L2	concordant_all	map04213	Longevity regulating pathway - multiple species	2/22	45/3559	0.030761563739822542	0.430259149002668	0.4294782794037521	N13.HOG0006293/N13.HOG0011876	2	22	3559
L1_to_L2	concordant_all	map05164	Influenza A	2/22	68/3559	0.06501021611239079	0.430259149002668	0.4294782794037521	N13.HOG0004507/N13.HOG0006437	2	22	3559
L1_to_L2	concordant_all	map04919	Thyroid hormone signaling pathway	2/22	74/3559	0.075397643114358	0.430259149002668	0.4294782794037521	N13.HOG0004507/N13.HOG0005225	2	22	3559
L1_to_L2	concordant_all	map00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	1/22	13/3559	0.07757175686384721	0.430259149002668	0.4294782794037521	N13.HOG0004401	1	22	3559
L1_to_L2	concordant_all	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	1/22	13/3559	0.07757175686384721	0.430259149002668	0.4294782794037521	N13.HOG0004401	1	22	3559
L1_to_L2	concordant_all	map05168	Herpes simplex virus 1 infection	2/22	81/3559	0.08814702134491281	0.430259149002668	0.4294782794037521	N13.HOG0004401/N13.HOG0004507	2	22	3559
L1_to_L2	concordant_all	map05020	Prion disease	1/22	17/3559	0.10026073203744168	0.430259149002668	0.4294782794037521	N13.HOG0011876	1	22	3559
L1_to_L2	concordant_all	map05202	Transcriptional misregulation in cancer	2/22	89/3559	0.10345944915988069	0.430259149002668	0.4294782794037521	N13.HOG0004910/N13.HOG0005225	2	22	3559
L1_to_L2	concordant_all	map05206	MicroRNAs in cancer	2/22	89/3559	0.10345944915988069	0.430259149002668	0.4294782794037521	N13.HOG0004401/N13.HOG0004507	2	22	3559
L1_to_L2	concordant_all	map04960	Aldosterone-regulated sodium reabsorption	1/22	18/3559	0.10584917469559374	0.430259149002668	0.4294782794037521	N13.HOG0006773	1	22	3559
L1_to_L2	concordant_all	map00981	Insect hormone biosynthesis	1/22	20/3559	0.11692682000854004	0.430259149002668	0.4294782794037521	N13.HOG0002611	1	22	3559
L1_to_L2	concordant_all	map04139	Mitophagy - yeast	1/22	20/3559	0.11692682000854004	0.430259149002668	0.4294782794037521	N13.HOG0010251	1	22	3559
L1_to_L2	concordant_all	map05203	Viral carcinogenesis	2/22	100/3559	0.12562535113898382	0.430259149002668	0.4294782794037521	N13.HOG0004401/N13.HOG0004507	2	22	3559
L1_to_L2	concordant_all	map04950	Maturity onset diabetes of the young	1/22	22/3559	0.12787338859768682	0.430259149002668	0.4294782794037521	N13.HOG0006293	1	22	3559
L1_to_L2	concordant_all	map04630	JAK-STAT signaling pathway	1/22	25/3559	0.1440507013014395	0.430259149002668	0.4294782794037521	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map00900	Terpenoid backbone biosynthesis	1/22	26/3559	0.1493791915593249	0.430259149002668	0.4294782794037521	N13.HOG0007475	1	22	3559
L1_to_L2	concordant_all	map05169	Epstein-Barr virus infection	2/22	116/3559	0.15970774034633609	0.430259149002668	0.4294782794037521	N13.HOG0004507/N13.HOG0005225	2	22	3559
L1_to_L2	concordant_all	map03040	Spliceosome	2/22	120/3559	0.16850106721923397	0.430259149002668	0.4294782794037521	N13.HOG0004401/N13.HOG0004733	2	22	3559
L1_to_L2	concordant_all	map04720	Long-term potentiation	1/22	31/3559	0.17555013054883106	0.430259149002668	0.4294782794037521	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map05014	Amyotrophic lateral sclerosis	1/22	34/3559	0.19088185421422565	0.430259149002668	0.4294782794037521	N13.HOG0011876	1	22	3559
L1_to_L2	concordant_all	map05165	Human papillomavirus infection	2/22	135/3559	0.2022021063811961	0.430259149002668	0.4294782794037521	N13.HOG0004507/N13.HOG0006773	2	22	3559
L1_to_L2	concordant_all	map03013	Nucleocytoplasmic transport	2/22	136/3559	0.20448240096074016	0.430259149002668	0.4294782794037521	N13.HOG0006437/N13.HOG0009160	2	22	3559
L1_to_L2	concordant_all	map04670	Leukocyte transendothelial migration	1/22	38/3559	0.21090124288310252	0.430259149002668	0.4294782794037521	N13.HOG0009673	1	22	3559
L1_to_L2	concordant_all	map05220	Chronic myeloid leukemia	1/22	38/3559	0.21090124288310252	0.430259149002668	0.4294782794037521	N13.HOG0005389	1	22	3559
L1_to_L2	concordant_all	map00310	Lysine degradation	1/22	39/3559	0.21583170941436391	0.430259149002668	0.4294782794037521	N13.HOG0004910	1	22	3559
L1_to_L2	concordant_all	map04727	GABAergic synapse	1/22	39/3559	0.21583170941436391	0.430259149002668	0.4294782794037521	N13.HOG0004199	1	22	3559
L1_to_L2	concordant_all	map01522	Endocrine resistance	1/22	41/3559	0.22560456550813945	0.430259149002668	0.4294782794037521	N13.HOG0005225	1	22	3559
L1_to_L2	concordant_all	map05211	Renal cell carcinoma	1/22	43/3559	0.23526109564414976	0.430259149002668	0.4294782794037521	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04916	Melanogenesis	1/22	44/3559	0.240046151359687	0.430259149002668	0.4294782794037521	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map05016	Huntington disease	2/22	152/3559	0.24135863484894285	0.430259149002668	0.4294782794037521	N13.HOG0004507/N13.HOG0011876	2	22	3559
L1_to_L2	concordant_all	map05215	Prostate cancer	1/22	45/3559	0.2448026192601387	0.430259149002668	0.4294782794037521	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04520	Adherens junction	1/22	48/3559	0.258902118756578	0.44165655552592714	0.4408550009786932	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04066	HIF-1 signaling pathway	1/22	51/3559	0.27275013285194116	0.45198593444035967	0.4511656332889252	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04922	Glucagon signaling pathway	1/22	55/3559	0.2908303321693846	0.4558961963736299	0.45506879855806986	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map05152	Tuberculosis	1/22	55/3559	0.2908303321693846	0.4558961963736299	0.45506879855806986	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04068	FoxO signaling pathway	1/22	61/3559	0.31714827806365864	0.46147670519908934	0.4606391794183287	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map03018	RNA degradation	1/22	62/3559	0.3214429429814972	0.46147670519908934	0.4606391794183287	N13.HOG0010660	1	22	3559
L1_to_L2	concordant_all	map05167	Kaposi sarcoma-associated herpesvirus infection	1/22	62/3559	0.3214429429814972	0.46147670519908934	0.4606391794183287	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map05161	Hepatitis B	1/22	64/3559	0.32995505007185644	0.46147670519908934	0.4606391794183287	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04212	Longevity regulating pathway - worm	1/22	65/3559	0.3341727865234785	0.46147670519908934	0.4606391794183287	N13.HOG0006293	1	22	3559
L1_to_L2	concordant_all	map04310	Wnt signaling pathway	1/22	73/3559	0.3670141759419978	0.4833070378678188	0.4824298926085306	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04146	Peroxisome	1/22	75/3559	0.3749795983457215	0.4833070378678188	0.4824298926085306	N13.HOG0011876	1	22	3559
L1_to_L2	concordant_all	map04550	Signaling pathways regulating pluripotency of stem cells	1/22	75/3559	0.3749795983457215	0.4833070378678188	0.4824298926085306	N13.HOG0009018	1	22	3559
L1_to_L2	concordant_all	map04110	Cell cycle	1/22	82/3559	0.4021118328618898	0.4980894013112955	0.49718542780619335	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map05200	Pathways in cancer	2/22	223/3559	0.40528877453902945	0.4980894013112955	0.49718542780619335	N13.HOG0004507/N13.HOG0005389	2	22	3559
L1_to_L2	concordant_all	map04530	Tight junction	1/22	86/3559	0.4171072854792329	0.4980894013112955	0.49718542780619335	N13.HOG0006773	1	22	3559
L1_to_L2	concordant_all	map04015	Rap1 signaling pathway	1/22	87/3559	0.42079966662505996	0.4980894013112955	0.49718542780619335	N13.HOG0009673	1	22	3559
L1_to_L2	concordant_all	map04150	mTOR signaling pathway	1/22	92/3559	0.4389291412116829	0.5091578038055522	0.5082337424556329	N13.HOG0005758	1	22	3559
L1_to_L2	concordant_all	map04120	Ubiquitin mediated proteolysis	1/22	100/3559	0.4668144656289157	0.5308870393426884	0.5299235419936092	N13.HOG0008913	1	22	3559
L1_to_L2	concordant_all	map04024	cAMP signaling pathway	1/22	112/3559	0.5061752649837699	0.564580103251128	0.5635554569657357	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04010	MAPK signaling pathway	1/22	124/3559	0.5427530516686471	0.5845978782732186	0.583536902087605	N13.HOG0005389	1	22	3559
L1_to_L2	concordant_all	map00230	Purine metabolism	1/22	127/3559	0.5514849605766649	0.5845978782732186	0.583536902087605	N13.HOG0010951	1	22	3559
L1_to_L2	concordant_all	map05166	Human T-cell leukemia virus 1 infection	1/22	128/3559	0.5543600569832247	0.5845978782732186	0.583536902087605	N13.HOG0004507	1	22	3559
L1_to_L2	concordant_all	map04141	Protein processing in endoplasmic reticulum	1/22	132/3559	0.565685490857061	0.5858885441019561	0.5848252255101195	N13.HOG0008913	1	22	3559
L1_to_L2	concordant_all	map04714	Thermogenesis	1/22	161/3559	0.6399544986366741	0.6511817705425806	0.6499999524472221	N13.HOG0005389	1	22	3559
L1_to_L2	concordant_all	map01130	Biosynthesis of antibiotics	1/22	178/3559	0.6776795753807043	0.6776795753807043	0.67644966689544	N13.HOG0007475	1	22	3559
L1_to_L2	concordant_up	map04330	Notch signaling pathway	2/20	29/3559	0.011124030494383633	0.4053992801004972	0.4053992801004972	N13.HOG0004507/N13.HOG0005225	2	20	3559
L1_to_L2	concordant_up	map04350	TGF-beta signaling pathway	2/20	43/3559	0.023606455709497133	0.4053992801004972	0.4053992801004972	N13.HOG0004507/N13.HOG0005090	2	20	3559
L1_to_L2	concordant_up	map05164	Influenza A	2/20	68/3559	0.05478384208138624	0.4053992801004972	0.4053992801004972	N13.HOG0004507/N13.HOG0006437	2	20	3559
L1_to_L2	concordant_up	map04919	Thyroid hormone signaling pathway	2/20	74/3559	0.06367351707047768	0.4053992801004972	0.4053992801004972	N13.HOG0004507/N13.HOG0005225	2	20	3559
L1_to_L2	concordant_up	map00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	1/20	13/3559	0.07075645328929203	0.4053992801004972	0.4053992801004972	N13.HOG0004401	1	20	3559
L1_to_L2	concordant_up	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	1/20	13/3559	0.07075645328929203	0.4053992801004972	0.4053992801004972	N13.HOG0004401	1	20	3559
L1_to_L2	concordant_up	map05168	Herpes simplex virus 1 infection	2/20	81/3559	0.07462561076719078	0.4053992801004972	0.4053992801004972	N13.HOG0004401/N13.HOG0004507	2	20	3559
L1_to_L2	concordant_up	map05202	Transcriptional misregulation in cancer	2/20	89/3559	0.08783663680321244	0.4053992801004972	0.4053992801004972	N13.HOG0004910/N13.HOG0005225	2	20	3559
L1_to_L2	concordant_up	map05206	MicroRNAs in cancer	2/20	89/3559	0.08783663680321244	0.4053992801004972	0.4053992801004972	N13.HOG0004401/N13.HOG0004507	2	20	3559
L1_to_L2	concordant_up	map04960	Aldosterone-regulated sodium reabsorption	1/20	18/3559	0.09668237418656767	0.4053992801004972	0.4053992801004972	N13.HOG0006773	1	20	3559
L1_to_L2	concordant_up	map00981	Insect hormone biosynthesis	1/20	20/3559	0.10685908662195909	0.4053992801004972	0.4053992801004972	N13.HOG0002611	1	20	3559
L1_to_L2	concordant_up	map04139	Mitophagy - yeast	1/20	20/3559	0.10685908662195909	0.4053992801004972	0.4053992801004972	N13.HOG0010251	1	20	3559
L1_to_L2	concordant_up	map05203	Viral carcinogenesis	2/20	100/3559	0.10706641405155046	0.4053992801004972	0.4053992801004972	N13.HOG0004401/N13.HOG0004507	2	20	3559
L1_to_L2	concordant_up	map04950	Maturity onset diabetes of the young	1/20	22/3559	0.11692682000853971	0.4053992801004972	0.4053992801004972	N13.HOG0006293	1	20	3559
L1_to_L2	concordant_up	map04630	JAK-STAT signaling pathway	1/20	25/3559	0.13182650132929263	0.4053992801004972	0.4053992801004972	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map00900	Terpenoid backbone biosynthesis	1/20	26/3559	0.13673976391373355	0.4053992801004972	0.4053992801004972	N13.HOG0007475	1	20	3559
L1_to_L2	concordant_up	map05169	Epstein-Barr virus infection	2/20	116/3559	0.13686781312063162	0.4053992801004972	0.4053992801004972	N13.HOG0004507/N13.HOG0005225	2	20	3559
L1_to_L2	concordant_up	map03040	Spliceosome	2/20	120/3559	0.14460127979707776	0.4053992801004972	0.4053992801004972	N13.HOG0004401/N13.HOG0004733	2	20	3559
L1_to_L2	concordant_up	map04720	Long-term potentiation	1/20	31/3559	0.16091241728138106	0.4053992801004972	0.4053992801004972	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map05165	Human papillomavirus infection	2/20	135/3559	0.17440632198946426	0.4053992801004972	0.4053992801004972	N13.HOG0004507/N13.HOG0006773	2	20	3559
L1_to_L2	concordant_up	map03013	Nucleocytoplasmic transport	2/20	136/3559	0.17643243795854233	0.4053992801004972	0.4053992801004972	N13.HOG0006437/N13.HOG0009160	2	20	3559
L1_to_L2	concordant_up	map04670	Leukocyte transendothelial migration	1/20	38/3559	0.1936759836713553	0.4053992801004972	0.4053992801004972	N13.HOG0009673	1	20	3559
L1_to_L2	concordant_up	map05220	Chronic myeloid leukemia	1/20	38/3559	0.1936759836713553	0.4053992801004972	0.4053992801004972	N13.HOG0005389	1	20	3559
L1_to_L2	concordant_up	map00310	Lysine degradation	1/20	39/3559	0.1982560689671723	0.4053992801004972	0.4053992801004972	N13.HOG0004910	1	20	3559
L1_to_L2	concordant_up	map04727	GABAergic synapse	1/20	39/3559	0.1982560689671723	0.4053992801004972	0.4053992801004972	N13.HOG0004199	1	20	3559
L1_to_L2	concordant_up	map01522	Endocrine resistance	1/20	41/3559	0.20734219986037494	0.4053992801004972	0.4053992801004972	N13.HOG0005225	1	20	3559
L1_to_L2	concordant_up	map05211	Renal cell carcinoma	1/20	43/3559	0.21633045113980076	0.4053992801004972	0.4053992801004972	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04916	Melanogenesis	1/20	44/3559	0.22078818463729877	0.4053992801004972	0.4053992801004972	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04213	Longevity regulating pathway - multiple species	1/20	45/3559	0.22522182227805398	0.4053992801004972	0.4053992801004972	N13.HOG0006293	1	20	3559
L1_to_L2	concordant_up	map05215	Prostate cancer	1/20	45/3559	0.22522182227805398	0.4053992801004972	0.4053992801004972	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04520	Adherens junction	1/20	48/3559	0.23837939135451613	0.41524152042399587	0.4152415204239958	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04066	HIF-1 signaling pathway	1/20	51/3559	0.251324505431771	0.4241101029161135	0.4241101029161135	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04922	Glucagon signaling pathway	1/20	55/3559	0.2682597871758021	0.4260596619850975	0.4260596619850975	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map05152	Tuberculosis	1/20	55/3559	0.2682597871758021	0.4260596619850975	0.4260596619850975	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04068	FoxO signaling pathway	1/20	61/3559	0.29298190052713646	0.4278741586379236	0.4278741586379236	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map03018	RNA degradation	1/20	62/3559	0.29702431390319584	0.4278741586379236	0.4278741586379236	N13.HOG0010660	1	20	3559
L1_to_L2	concordant_up	map05167	Kaposi sarcoma-associated herpesvirus infection	1/20	62/3559	0.29702431390319584	0.4278741586379236	0.4278741586379236	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map05161	Hepatitis B	1/20	64/3559	0.30504336367248674	0.4278741586379236	0.4278741586379236	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04212	Longevity regulating pathway - worm	1/20	65/3559	0.30902022568294485	0.4278741586379236	0.4278741586379236	N13.HOG0006293	1	20	3559
L1_to_L2	concordant_up	map04310	Wnt signaling pathway	1/20	73/3559	0.3400658876885737	0.45783786639233365	0.4578378663923336	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04550	Signaling pathways regulating pluripotency of stem cells	1/20	75/3559	0.3476176392978829	0.45783786639233365	0.4578378663923336	N13.HOG0009018	1	20	3559
L1_to_L2	concordant_up	map05200	Pathways in cancer	2/20	223/3559	0.35956953246569257	0.4623036845987476	0.46230368459874754	N13.HOG0004507/N13.HOG0005389	2	20	3559
L1_to_L2	concordant_up	map04110	Cell cycle	1/20	82/3559	0.37340743663978926	0.46893026926857256	0.46893026926857256	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04530	Tight junction	1/20	86/3559	0.38770649445796823	0.4694790182654876	0.46947901826548766	N13.HOG0006773	1	20	3559
L1_to_L2	concordant_up	map04015	Rap1 signaling pathway	1/20	87/3559	0.3912325152212397	0.4694790182654876	0.46947901826548766	N13.HOG0009673	1	20	3559
L1_to_L2	concordant_up	map04150	mTOR signaling pathway	1/20	92/3559	0.40857517866410686	0.47963173147525595	0.4796317314752559	N13.HOG0005758	1	20	3559
L1_to_L2	concordant_up	map04120	Ubiquitin mediated proteolysis	1/20	100/3559	0.435350820650245	0.5001903045768773	0.5001903045768772	N13.HOG0008913	1	20	3559
L1_to_L2	concordant_up	map04024	cAMP signaling pathway	1/20	112/3559	0.4733649409310299	0.5325355585474086	0.5325355585474086	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04010	MAPK signaling pathway	1/20	124/3559	0.5089395221629136	0.5608721264652516	0.5608721264652518	N13.HOG0005389	1	20	3559
L1_to_L2	concordant_up	map05166	Human T-cell leukemia virus 1 infection	1/20	128/3559	0.5202815709229436	0.5619040965967791	0.5619040965967791	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04141	Protein processing in endoplasmic reticulum	1/20	132/3559	0.5313744619150844	0.562631783204207	0.562631783204207	N13.HOG0008913	1	20	3559
L1_to_L2	concordant_up	map05016	Huntington disease	1/20	152/3559	0.5832797073720026	0.6057135422709259	0.6057135422709258	N13.HOG0004507	1	20	3559
L1_to_L2	concordant_up	map04714	Thermogenesis	1/20	161/3559	0.60481079372203	0.6162223181318796	0.6162223181318796	N13.HOG0005389	1	20	3559
L1_to_L2	concordant_up	map01130	Biosynthesis of antibiotics	1/20	178/3559	0.6426297237490827	0.6426297237490827	0.6426297237490827	N13.HOG0007475	1	20	3559
L1_to_L2	concordant_down	map05020	Prion disease	1/2	17/3559	0.009531765259234604	0.050263280465598026	0.017636238759858956	N13.HOG0011876	1	2	3559
L1_to_L2	concordant_down	map05014	Amyotrophic lateral sclerosis	1/2	34/3559	0.019017885445397176	0.050263280465598026	0.017636238759858956	N13.HOG0011876	1	2	3559
L1_to_L2	concordant_down	map04213	Longevity regulating pathway - multiple species	1/2	45/3559	0.025131640232799013	0.050263280465598026	0.017636238759858956	N13.HOG0011876	1	2	3559
L1_to_L2	concordant_down	map04146	Peroxisome	1/2	75/3559	0.04170838294668466	0.062562574420027	0.021951780498255084	N13.HOG0011876	1	2	3559
L1_to_L2	concordant_down	map00230	Purine metabolism	1/2	127/3559	0.07010467252345043	0.08360471619425591	0.029334988138335405	N13.HOG0010951	1	2	3559
L1_to_L2	concordant_down	map05016	Huntington disease	1/2	152/3559	0.08360471619425591	0.08360471619425591	0.029334988138335405	N13.HOG0011876	1	2	3559
L4_to_L2	concordant_all	map04931	Insulin resistance	6/39	62/3559	4.556985252892294e-5	0.005240533040826138	0.004892763113631726	N13.HOG0004754/N13.HOG0006185/N13.HOG0006961/N13.HOG0007424/N13.HOG0008912/N13.HOG0010043	6	39	3559
L4_to_L2	concordant_all	map00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	2/39	13/3559	0.008458169267219448	0.2428506631782291	0.22673471527852967	N13.HOG0006690/N13.HOG0008057	2	39	3559
L4_to_L2	concordant_all	map04550	Signaling pathways regulating pluripotency of stem cells	4/39	75/3559	0.008564247465304242	0.2428506631782291	0.22673471527852967	N13.HOG0003957/N13.HOG0006185/N13.HOG0006201/N13.HOG0009018	4	39	3559
L4_to_L2	concordant_all	map03320	PPAR signaling pathway	3/39	42/3559	0.010399791751311194	0.2428506631782291	0.22673471527852967	N13.HOG0004754/N13.HOG0006961/N13.HOG0007424	3	39	3559
L4_to_L2	concordant_all	map05160	Hepatitis C	3/39	44/3559	0.011818533364556552	0.2428506631782291	0.22673471527852967	N13.HOG0004754/N13.HOG0006185/N13.HOG0007424	3	39	3559
L4_to_L2	concordant_all	map04910	Insulin signaling pathway	4/39	84/3559	0.012670469383211952	0.2428506631782291	0.22673471527852967	N13.HOG0006185/N13.HOG0006961/N13.HOG0007424/N13.HOG0010043	4	39	3559
L4_to_L2	concordant_all	map04068	FoxO signaling pathway	3/39	61/3559	0.0282707256225013	0.4088124483242427	0.38168301811508243	N13.HOG0006961/N13.HOG0007424/N13.HOG0009263	3	39	3559
L4_to_L2	concordant_all	map05213	Endometrial cancer	2/39	25/3559	0.02995328390881698	0.4088124483242427	0.38168301811508243	N13.HOG0006185/N13.HOG0007424	2	39	3559
L4_to_L2	concordant_all	map04011	MAPK signaling pathway - yeast	2/39	27/3559	0.03456874290650663	0.4088124483242427	0.38168301811508243	N13.HOG0007424/N13.HOG0010318	2	39	3559
L4_to_L2	concordant_all	map04340	Hedgehog signaling pathway	2/39	29/3559	0.039442497124816185	0.4088124483242427	0.38168301811508243	N13.HOG0001538/N13.HOG0006185	2	39	3559
L4_to_L2	concordant_all	map04920	Adipocytokine signaling pathway	2/39	29/3559	0.039442497124816185	0.4088124483242427	0.38168301811508243	N13.HOG0006961/N13.HOG0008912	2	39	3559
L4_to_L2	concordant_all	map03008	Ribosome biogenesis in eukaryotes	3/39	73/3559	0.044671325297299114	0.4088124483242427	0.38168301811508243	N13.HOG0006883/N13.HOG0007677/N13.HOG0008780	3	39	3559
L4_to_L2	concordant_all	map04919	Thyroid hormone signaling pathway	3/39	74/3559	0.04621358111491439	0.4088124483242427	0.38168301811508243	N13.HOG0006185/N13.HOG0007424/N13.HOG0008912	3	39	3559
L4_to_L2	concordant_all	map03022	Basal transcription factors	2/39	36/3559	0.058353123428856304	0.44737394628789834	0.4176855150697083	N13.HOG0007144/N13.HOG0008955	2	39	3559
L4_to_L2	concordant_all	map04660	T cell receptor signaling pathway	2/39	36/3559	0.058353123428856304	0.44737394628789834	0.4176855150697083	N13.HOG0006185/N13.HOG0007424	2	39	3559
L4_to_L2	concordant_all	map04140	Autophagy - animal	3/39	85/3559	0.06489117859931029	0.4664053461825427	0.4354539616532664	N13.HOG0006858/N13.HOG0007424/N13.HOG0009701	3	39	3559
L4_to_L2	concordant_all	map04934	Cushing syndrome	3/39	88/3559	0.07051197243955908	0.47699275473819375	0.44533877330247834	N13.HOG0002860/N13.HOG0005004/N13.HOG0006185	3	39	3559
L4_to_L2	concordant_all	map04350	TGF-beta signaling pathway	2/39	43/3559	0.07976358497105875	0.509600681759542	0.4757827875466662	N13.HOG0005090/N13.HOG0006201	2	39	3559
L4_to_L2	concordant_all	map05215	Prostate cancer	2/39	45/3559	0.08627493624758789	0.5221904036038214	0.4875370358589455	N13.HOG0006185/N13.HOG0007424	2	39	3559
L4_to_L2	concordant_all	map04922	Glucagon signaling pathway	2/39	55/3559	0.12099715038142622	0.5789656419895265	0.5405445810794663	N13.HOG0006961/N13.HOG0008912	2	39	3559
L4_to_L2	concordant_all	map04151	PI3K-Akt signaling pathway	3/39	112/3559	0.12273481802121881	0.5789656419895265	0.5405445810794663	N13.HOG0006185/N13.HOG0006961/N13.HOG0007424	3	39	3559
L4_to_L2	concordant_all	map04391	Hippo signaling pathway - fly	2/39	56/3559	0.12464130512152469	0.5789656419895265	0.5405445810794663	N13.HOG0003957/N13.HOG0010318	2	39	3559
L4_to_L2	concordant_all	map04214	Apoptosis - fly	2/39	58/3559	0.13200982478410658	0.5789656419895265	0.5405445810794663	N13.HOG0003585/N13.HOG0004754	2	39	3559
L4_to_L2	concordant_all	map05169	Epstein-Barr virus infection	3/39	116/3559	0.132552146396793	0.5789656419895265	0.5405445810794663	N13.HOG0006185/N13.HOG0007119/N13.HOG0008955	3	39	3559
L4_to_L2	concordant_all	map04722	Neurotrophin signaling pathway	2/39	62/3559	0.14704060024169863	0.5789656419895265	0.5405445810794663	N13.HOG0006185/N13.HOG0007424	2	39	3559
L4_to_L2	concordant_all	map04062	Chemokine signaling pathway	2/39	63/3559	0.15085404034718936	0.5789656419895265	0.5405445810794663	N13.HOG0001538/N13.HOG0006185	2	39	3559
L4_to_L2	concordant_all	map00511	Other glycan degradation	1/39	16/3559	0.16194582925383838	0.5789656419895265	0.5405445810794663	N13.HOG0010318	1	39	3559
L4_to_L2	concordant_all	map04964	Proximal tubule bicarbonate reclamation	1/39	17/3559	0.17117081165832626	0.5789656419895265	0.5405445810794663	N13.HOG0006961	1	39	3559
L4_to_L2	concordant_all	map04960	Aldosterone-regulated sodium reabsorption	1/39	18/3559	0.18029682474283382	0.5789656419895265	0.5405445810794663	N13.HOG0007424	1	39	3559
L4_to_L2	concordant_all	map04152	AMPK signaling pathway	2/39	72/3559	0.185995860060233	0.5789656419895265	0.5405445810794663	N13.HOG0006961/N13.HOG0007424	2	39	3559
L4_to_L2	concordant_all	map04392	Hippo signaling pathway - multiple species	1/39	19/3559	0.18932490264032864	0.5789656419895265	0.5405445810794663	N13.HOG0010318	1	39	3559
L4_to_L2	concordant_all	map04310	Wnt signaling pathway	2/39	73/3559	0.18997683287045639	0.5789656419895265	0.5405445810794663	N13.HOG0006185/N13.HOG0009263	2	39	3559
L4_to_L2	concordant_all	map04390	Hippo signaling pathway	2/39	78/3559	0.2100541606179381	0.5789656419895265	0.5405445810794663	N13.HOG0006185/N13.HOG0010318	2	39	3559
L4_to_L2	concordant_all	map00410	beta-Alanine metabolism	1/39	23/3559	0.2244781791154774	0.5789656419895265	0.5405445810794663	N13.HOG0008233	1	39	3559
L4_to_L2	concordant_all	map04216	Ferroptosis	1/39	24/3559	0.23303172861052734	0.5789656419895265	0.5405445810794663	N13.HOG0005532	1	39	3559
L4_to_L2	concordant_all	map05223	Non-small cell lung cancer	1/39	24/3559	0.23303172861052734	0.5789656419895265	0.5405445810794663	N13.HOG0007424	1	39	3559
L4_to_L2	concordant_all	map04510	Focal adhesion	2/39	85/3559	0.23852177875272138	0.5789656419895265	0.5405445810794663	N13.HOG0006185/N13.HOG0007424	2	39	3559
L4_to_L2	concordant_all	map04320	Dorso-ventral axis formation	1/39	25/3559	0.2414933304730985	0.5789656419895265	0.5405445810794663	N13.HOG0003585	1	39	3559
L4_to_L2	concordant_all	map04623	Cytosolic DNA-sensing pathway	1/39	25/3559	0.2414933304730985	0.5789656419895265	0.5405445810794663	N13.HOG0007119	1	39	3559
L4_to_L2	concordant_all	map04664	Fc epsilon RI signaling pathway	1/39	25/3559	0.2414933304730985	0.5789656419895265	0.5405445810794663	N13.HOG0007424	1	39	3559
