species	term	gene
vv	map04013	LOC127072346
vv	map04014	LOC127072346
vv	map04071	LOC127072346
vv	map04072	LOC127072346
vv	map04380	LOC127072346
vv	map04664	LOC127072346
vv	map04666	LOC127072346
vv	map04722	LOC127072346
vv	map05100	LOC127072346
vv	map05205	LOC127072346
vv	map05211	LOC127072346
vv	map05220	LOC127072346
vv	map05225	LOC127072346
vv	map05226	LOC127072346
vv	map05206	LOC127072347
vv	map04141	LOC127072350
vv	map00330	LOC127072354
vv	map00340	LOC127072354
vv	map00410	LOC127072354
vv	map01100	LOC127072354
vv	map00511	LOC127072355
vv	map04145	LOC127072357
vv	map04540	LOC127072357
vv	map05130	LOC127072357
vv	map03022	LOC127072362
vv	map03420	LOC127072362
vv	map05203	LOC127072362
vv	map00250	LOC127072364
vv	map00260	LOC127072364
vv	map00630	LOC127072364
vv	map00680	LOC127072364
vv	map01100	LOC127072364
vv	map01110	LOC127072364
vv	map01120	LOC127072364
vv	map01130	LOC127072364
vv	map01200	LOC127072364
vv	map04146	LOC127072364
vv	map00480	LOC127072368
vv	map00790	LOC127072368
vv	map00980	LOC127072368
vv	map00982	LOC127072368
vv	map00983	LOC127072368
vv	map01524	LOC127072368
vv	map05200	LOC127072368
vv	map05204	LOC127072368
vv	map05225	LOC127072368
vv	map05418	LOC127072368
vv	map04072	LOC127072374
vv	map04144	LOC127072374
vv	map05110	LOC127072374
vv	map05134	LOC127072374
vv	map04110	LOC127072378
vv	map04111	LOC127072378
vv	map04114	LOC127072378
vv	map04120	LOC127072378
vv	map04141	LOC127072378
vv	map04310	LOC127072378
vv	map04341	LOC127072378
vv	map04350	LOC127072378
vv	map04710	LOC127072378
vv	map05168	LOC127072378
vv	map05200	LOC127072378
vv	map00330	LOC127072390
vv	map01100	LOC127072390
vv	map04216	LOC127072390
vv	map03410	LOC127072391
vv	map04210	LOC127072391
vv	map04212	LOC127072391
vv	map04214	LOC127072391
vv	map04217	LOC127072391
vv	map04068	LOC127072392
vv	map04550	LOC127072395
vv	map00020	LOC127072396
vv	map00640	LOC127072396
vv	map01100	LOC127072396
vv	map01110	LOC127072396
vv	map01120	LOC127072396
vv	map01130	LOC127072396
vv	map01200	LOC127072396
vv	map04138	LOC127072397
vv	map00240	LOC127072399
vv	map00670	LOC127072399
vv	map01100	LOC127072399
vv	map01523	LOC127072399
vv	map03013	LOC127072400
vv	map00270	LOC127072403
vv	map01100	LOC127072403
vv	map05206	LOC127072403
vv	map00563	LOC127072404
vv	map01100	LOC127072404
vv	map00230	LOC127072408
vv	map00240	LOC127072408
vv	map01100	LOC127072408
vv	map03020	LOC127072408
vv	map04623	LOC127072408
vv	map05016	LOC127072408
vv	map05169	LOC127072408
vv	map05202	LOC127072408
vv	map00073	LOC127072411
vv	map04146	LOC127072411
vv	map04212	LOC127072411
vv	map04145	LOC127072421
vv	map04540	LOC127072421
vv	map05130	LOC127072421
vv	map04020	LOC127072422
vv	map04022	LOC127072422
vv	map04024	LOC127072422
vv	map04080	LOC127072422
vv	map04261	LOC127072422
vv	map04540	LOC127072422
vv	map04726	LOC127072422
vv	map04728	LOC127072422
vv	map04923	LOC127072422
vv	map04924	LOC127072422
vv	map04970	LOC127072422
vv	map05012	LOC127072422
vv	map05030	LOC127072422
vv	map05031	LOC127072422
vv	map05032	LOC127072422
vv	map05034	LOC127072422
vv	map00330	LOC127072431
vv	map00480	LOC127072431
vv	map01100	LOC127072431
vv	map01110	LOC127072431
vv	map01130	LOC127072431
vv	map00330	LOC127072432
vv	map00480	LOC127072432
vv	map01100	LOC127072432
vv	map01110	LOC127072432
vv	map01130	LOC127072432
vv	map00330	LOC127072433
vv	map00480	LOC127072433
vv	map01100	LOC127072433
vv	map01110	LOC127072433
vv	map01130	LOC127072433
vv	map00330	LOC127072434
vv	map00480	LOC127072434
vv	map01100	LOC127072434
vv	map01110	LOC127072434
vv	map01130	LOC127072434
vv	map00330	LOC127072435
vv	map00480	LOC127072435
vv	map01100	LOC127072435
vv	map01110	LOC127072435
vv	map01130	LOC127072435
vv	map00073	LOC127072438
vv	map04146	LOC127072438
vv	map04212	LOC127072438
vv	map00330	LOC127072443
vv	map00480	LOC127072443
vv	map01100	LOC127072443
vv	map01110	LOC127072443
vv	map01130	LOC127072443
vv	map00270	LOC127072444
vv	map00480	LOC127072444
vv	map01100	LOC127072444
vv	map04216	LOC127072444
vv	map04721	LOC127072451
vv	map03018	LOC127072453
vv	map00073	LOC127072459
vv	map04146	LOC127072459
vv	map04212	LOC127072459
vv	map00073	LOC127072460
vv	map04146	LOC127072460
vv	map04212	LOC127072460
vv	map00073	LOC127072461
vv	map04146	LOC127072461
vv	map04212	LOC127072461
vv	map04146	LOC127072480
vv	map04146	LOC127072490
vv	map04146	LOC127072491
vv	map04145	LOC127072495
vv	map04540	LOC127072495
vv	map05130	LOC127072495
vv	map04010	LOC127072519
vv	map04012	LOC127072519
vv	map04110	LOC127072519
vv	map04151	LOC127072519
vv	map04218	LOC127072519
vv	map04310	LOC127072519
vv	map04350	LOC127072519
vv	map04390	LOC127072519
vv	map04391	LOC127072519
vv	map04550	LOC127072519
vv	map04630	LOC127072519
vv	map04919	LOC127072519
vv	map05161	LOC127072519
vv	map05166	LOC127072519
vv	map05167	LOC127072519
vv	map05169	LOC127072519
vv	map05200	LOC127072519
vv	map05202	LOC127072519
vv	map05205	LOC127072519
vv	map05206	LOC127072519
vv	map05210	LOC127072519
vv	map05213	LOC127072519
vv	map05216	LOC127072519
vv	map05219	LOC127072519
vv	map05220	LOC127072519
vv	map05221	LOC127072519
vv	map05222	LOC127072519
vv	map05224	LOC127072519
vv	map05225	LOC127072519
vv	map05226	LOC127072519
vv	map05230	LOC127072519
vv	map04624	LOC127072520
vv	map03008	LOC127072521
vv	map04150	LOC127072522
vv	map04138	LOC127072523
vv	map04721	LOC127072523
vv	map04727	LOC127072523
vv	map04962	LOC127072523
vv	map04142	LOC127072527
vv	map04144	LOC127072527
vv	map04112	LOC127072531
vv	map00230	LOC127072532
vv	map00240	LOC127072532
vv	map01100	LOC127072532
vv	map03020	LOC127072532
vv	map04623	LOC127072532
vv	map05169	LOC127072532
vv	map03008	LOC127072533
vv	map04360	LOC127072535
vv	map00561	LOC127072537
vv	map00564	LOC127072537
vv	map01100	LOC127072537
vv	map01110	LOC127072537
vv	map04072	LOC127072537
vv	map04144	LOC127072539
vv	map00062	LOC127072540
vv	map00140	LOC127072540
vv	map01040	LOC127072540
vv	map01100	LOC127072540
vv	map01110	LOC127072540
vv	map01212	LOC127072540
vv	map00062	LOC127072541
vv	map00140	LOC127072541
vv	map01040	LOC127072541
vv	map01100	LOC127072541
vv	map01110	LOC127072541
vv	map01212	LOC127072541
vv	map00062	LOC127072542
vv	map00140	LOC127072542
vv	map01040	LOC127072542
vv	map01100	LOC127072542
vv	map01110	LOC127072542
vv	map01212	LOC127072542
vv	map04013	LOC127072544
vv	map04320	LOC127072544
vv	map04130	LOC127072546
vv	map04611	LOC127072546
vv	map04721	LOC127072546
vv	map04911	LOC127072546
vv	map03040	LOC127072551
vv	map04330	LOC127072551
vv	map05169	LOC127072551
vv	map05203	LOC127072551
vv	map04610	LOC127072552
vv	map03010	LOC127072553
vv	map03022	LOC127072557
vv	map04979	LOC127072566
vv	map04145	LOC127072571
vv	map04540	LOC127072571
vv	map05130	LOC127072571
vv	map00760	LOC127072572
vv	map01100	LOC127072572
vv	map04151	LOC127072573
vv	map03008	LOC127072577
vv	map00790	LOC127072579
vv	map01100	LOC127072579
vv	map03040	LOC127072586
vv	map04120	LOC127072589
vv	map03013	LOC127072596
vv	map05010	LOC127072602
vv	map05120	LOC127072602
vv	map00790	LOC127072604
vv	map00052	LOC127072610
vv	map00500	LOC127072610
vv	map01100	LOC127072610
vv	map04974	LOC127072610
vv	map00052	LOC127072611
vv	map00500	LOC127072611
vv	map01100	LOC127072611
vv	map04974	LOC127072611
vv	map00590	LOC127072612
vv	map00591	LOC127072612
vv	map01100	LOC127072612
vv	map04212	LOC127072612
vv	map04726	LOC127072612
vv	map04750	LOC127072612
vv	map04913	LOC127072612
vv	map04810	LOC127072613
vv	map04721	LOC127072614
vv	map04726	LOC127072614
vv	map04728	LOC127072614
vv	map05012	LOC127072614
vv	map05030	LOC127072614
vv	map05031	LOC127072614
vv	map05034	LOC127072614
vv	map04610	LOC127072615
vv	map00900	LOC127072617
vv	map01110	LOC127072617
vv	map04144	LOC127072618
vv	map04217	LOC127072618
vv	map04972	LOC127072619
vv	map01524	LOC127072621
vv	map04010	LOC127072621
vv	map04013	LOC127072621
vv	map04071	LOC127072621
vv	map04141	LOC127072621
vv	map04210	LOC127072621
vv	map04214	LOC127072621
vv	map04530	LOC127072621
vv	map04668	LOC127072621
vv	map04714	LOC127072621
vv	map04722	LOC127072621
vv	map04932	LOC127072621
vv	map05014	LOC127072621
vv	map05418	LOC127072621
vv	map03060	LOC127072622
vv	map04721	LOC127072625
vv	map03460	LOC127072636
vv	map03018	LOC127072637
vv	map04911	LOC127072651
vv	map04150	LOC127072652
vv	map00534	LOC127072656
vv	map01100	LOC127072656
vv	map04714	LOC127072657
vv	map04550	LOC127072659
vv	map00520	LOC127072660
vv	map01100	LOC127072660
vv	map04146	LOC127072662
vv	map04810	LOC127072665
vv	map04918	LOC127072677
vv	map04978	LOC127072677
vv	map04111	LOC127072681
vv	map04260	LOC127072681
vv	map04261	LOC127072681
vv	map04530	LOC127072681
vv	map05416	LOC127072681
vv	map04120	LOC127072682
vv	map04380	LOC127072682
vv	map04630	LOC127072682
vv	map04668	LOC127072682
vv	map04910	LOC127072682
vv	map04917	LOC127072682
vv	map04920	LOC127072682
vv	map04930	LOC127072682
vv	map04931	LOC127072682
vv	map04932	LOC127072682
vv	map05160	LOC127072682
vv	map05164	LOC127072682
vv	map05168	LOC127072682
vv	map03013	LOC127072686
vv	map00300	LOC127072688
vv	map00310	LOC127072688
vv	map00380	LOC127072688
vv	map01100	LOC127072688
vv	map01130	LOC127072688
vv	map01210	LOC127072688
vv	map03022	LOC127072689
vv	map04010	LOC127072690
vv	map00260	LOC127072691
vv	map01100	LOC127072691
vv	map01110	LOC127072691
vv	map01120	LOC127072691
vv	map01130	LOC127072691
vv	map01230	LOC127072691
vv	map04144	LOC127072692
vv	map00230	LOC127072693
vv	map00240	LOC127072693
vv	map00760	LOC127072693
vv	map01100	LOC127072693
vv	map01110	LOC127072693
vv	map04120	LOC127072694
vv	map05168	LOC127072694
vv	map00480	LOC127072698
vv	map00980	LOC127072698
vv	map00982	LOC127072698
vv	map00983	LOC127072698
vv	map01524	LOC127072698
vv	map05200	LOC127072698
vv	map05204	LOC127072698
vv	map05225	LOC127072698
vv	map05418	LOC127072698
vv	map04120	LOC127072700
vv	map04013	LOC127072702
vv	map00260	LOC127072705
vv	map01100	LOC127072705
vv	map04962	LOC127072709
vv	map05016	LOC127072709
vv	map04122	LOC127072711
vv	map05168	LOC127072712
vv	map01522	LOC127072714
vv	map04010	LOC127072714
vv	map04014	LOC127072714
vv	map04020	LOC127072714
vv	map04024	LOC127072714
vv	map04062	LOC127072714
vv	map04113	LOC127072714
vv	map04114	LOC127072714
vv	map04138	LOC127072714
vv	map04140	LOC127072714
vv	map04211	LOC127072714
vv	map04213	LOC127072714
vv	map04261	LOC127072714
vv	map04270	LOC127072714
vv	map04310	LOC127072714
vv	map04340	LOC127072714
vv	map04341	LOC127072714
vv	map04371	LOC127072714
vv	map04530	LOC127072714
vv	map04540	LOC127072714
vv	map04611	LOC127072714
vv	map04713	LOC127072714
vv	map04714	LOC127072714
vv	map04720	LOC127072714
vv	map04723	LOC127072714
vv	map04724	LOC127072714
vv	map04725	LOC127072714
vv	map04726	LOC127072714
vv	map04727	LOC127072714
vv	map04728	LOC127072714
vv	map04740	LOC127072714
vv	map04742	LOC127072714
vv	map04750	LOC127072714
vv	map04910	LOC127072714
vv	map04911	LOC127072714
vv	map04912	LOC127072714
vv	map04913	LOC127072714
vv	map04914	LOC127072714
vv	map04915	LOC127072714
vv	map04916	LOC127072714
vv	map04918	LOC127072714
vv	map04919	LOC127072714
vv	map04921	LOC127072714
vv	map04922	LOC127072714
vv	map04923	LOC127072714
vv	map04924	LOC127072714
vv	map04925	LOC127072714
vv	map04926	LOC127072714
vv	map04927	LOC127072714
vv	map04934	LOC127072714
vv	map04961	LOC127072714
vv	map04962	LOC127072714
vv	map04970	LOC127072714
vv	map04971	LOC127072714
vv	map04976	LOC127072714
vv	map05012	LOC127072714
vv	map05020	LOC127072714
vv	map05030	LOC127072714
vv	map05031	LOC127072714
vv	map05032	LOC127072714
vv	map05110	LOC127072714
vv	map05146	LOC127072714
vv	map05165	LOC127072714
vv	map05166	LOC127072714
vv	map05169	LOC127072714
vv	map05200	LOC127072714
vv	map05203	LOC127072714
vv	map05205	LOC127072714
vv	map05414	LOC127072714
vv	map04350	LOC127072718
vv	map03010	LOC127072722
vv	map04714	LOC127072735
vv	map04722	LOC127072735
vv	map05205	LOC127072735
vv	map00785	LOC127072738
vv	map01100	LOC127072738
vv	map04217	LOC127072741
vv	map03018	LOC127072743
vv	map03050	LOC127072744
vv	map00190	LOC127072749
vv	map01100	LOC127072749
vv	map04145	LOC127072749
vv	map04150	LOC127072749
vv	map04721	LOC127072749
vv	map04966	LOC127072749
vv	map05110	LOC127072749
vv	map05120	LOC127072749
vv	map05323	LOC127072749
vv	map03040	LOC127072751
vv	map05168	LOC127072751
vv	map03060	LOC127072752
vv	map03420	LOC127072753
vv	map04013	LOC127072754
vv	map04015	LOC127072754
vv	map04810	LOC127072754
vv	map05131	LOC127072754
vv	map05132	LOC127072754
vv	map00230	LOC127072755
vv	map00240	LOC127072755
vv	map01100	LOC127072755
vv	map03020	LOC127072755
vv	map04623	LOC127072755
vv	map05169	LOC127072755
vv	map04015	LOC127072761
vv	map04062	LOC127072761
vv	map04510	LOC127072761
vv	map04670	LOC127072761
vv	map04810	LOC127072761
vv	map05100	LOC127072761
vv	map03440	LOC127072772
vv	map03460	LOC127072772
vv	map04330	LOC127072773
vv	map04658	LOC127072773
vv	map05165	LOC127072773
vv	map00970	LOC127072776
vv	map00564	LOC127072778
vv	map00565	LOC127072778
vv	map01100	LOC127072778
vv	map04068	LOC127072779
vv	map05202	LOC127072779
vv	map00564	LOC127072783
vv	map01100	LOC127072783
vv	map03440	LOC127072794
vv	map04340	LOC127072796
vv	map04341	LOC127072796
vv	map04360	LOC127072796
vv	map05200	LOC127072796
vv	map05205	LOC127072796
vv	map05217	LOC127072796
vv	map05226	LOC127072796
vv	map00010	LOC127072798
vv	map00051	LOC127072798
vv	map00052	LOC127072798
vv	map00500	LOC127072798
vv	map00520	LOC127072798
vv	map00521	LOC127072798
vv	map00524	LOC127072798
vv	map01100	LOC127072798
vv	map01110	LOC127072798
vv	map01120	LOC127072798
vv	map01130	LOC127072798
vv	map01200	LOC127072798
vv	map04066	LOC127072798
vv	map04910	LOC127072798
vv	map04911	LOC127072798
vv	map04917	LOC127072798
vv	map04922	LOC127072798
vv	map04930	LOC127072798
vv	map04950	LOC127072798
vv	map04973	LOC127072798
vv	map05230	LOC127072798
vv	map04144	LOC127072799
vv	map00760	LOC127072800
vv	map01100	LOC127072800
vv	map00910	LOC127072802
vv	map04964	LOC127072802
vv	map04931	LOC127072804
vv	map04932	LOC127072804
vv	map03040	LOC127072808
vv	map03022	LOC127072818
vv	map05016	LOC127072818
vv	map05165	LOC127072818
vv	map05166	LOC127072818
vv	map05168	LOC127072818
vv	map05169	LOC127072818
vv	map05203	LOC127072818
vv	map00230	LOC127072820
vv	map04022	LOC127072820
vv	map04270	LOC127072820
vv	map04540	LOC127072820
vv	map04611	LOC127072820
vv	map04713	LOC127072820
vv	map04730	LOC127072820
vv	map04921	LOC127072820
vv	map04924	LOC127072820
vv	map04970	LOC127072820
vv	map00515	LOC127072824
vv	map01100	LOC127072824
vv	map00230	LOC127072825
vv	map04022	LOC127072825
vv	map04270	LOC127072825
vv	map04540	LOC127072825
vv	map04611	LOC127072825
vv	map04713	LOC127072825
vv	map04730	LOC127072825
vv	map04921	LOC127072825
vv	map04924	LOC127072825
vv	map04970	LOC127072825
vv	map00230	LOC127072826
vv	map04022	LOC127072826
vv	map04270	LOC127072826
vv	map04540	LOC127072826
vv	map04611	LOC127072826
vv	map04713	LOC127072826
vv	map04730	LOC127072826
vv	map04921	LOC127072826
vv	map04924	LOC127072826
vv	map04970	LOC127072826
vv	map03013	LOC127072832
vv	map04722	LOC127072833
vv	map05120	LOC127072833
vv	map00310	LOC127072835
vv	map00740	LOC127072840
vv	map01100	LOC127072840
vv	map01110	LOC127072840
vv	map00562	LOC127072847
vv	map01100	LOC127072847
vv	map04070	LOC127072847
vv	map03018	LOC127072853
vv	map04141	LOC127072855
vv	map04141	LOC127072861
vv	map05014	LOC127072861
vv	map00770	LOC127072862
vv	map01100	LOC127072862
vv	map04612	LOC127072863
vv	map03013	LOC127072870
vv	map05418	LOC127072870
vv	map03013	LOC127072876
vv	map05416	LOC127072876
vv	map04150	LOC127072877
vv	map00981	LOC127072883
vv	map04120	LOC127072884
vv	map04137	LOC127072884
vv	map04141	LOC127072884
vv	map05012	LOC127072884
vv	map03050	LOC127072886
vv	map05169	LOC127072886
vv	map03320	LOC127072887
vv	map04923	LOC127072887
vv	map04975	LOC127072887
vv	map04141	LOC127072888
vv	map03040	LOC127072893
vv	map05131	LOC127072893
vv	map00564	LOC127072894
vv	map00565	LOC127072894
vv	map00590	LOC127072894
vv	map00591	LOC127072894
vv	map00592	LOC127072894
vv	map01100	LOC127072894
vv	map01110	LOC127072894
vv	map04014	LOC127072894
vv	map04923	LOC127072894
vv	map03030	LOC127072895
vv	map03420	LOC127072895
vv	map03430	LOC127072895
vv	map03440	LOC127072895
vv	map03460	LOC127072895
vv	map04724	LOC127072905
vv	map05014	LOC127072905
vv	map00071	LOC127072907
vv	map00072	LOC127072907
vv	map00280	LOC127072907
vv	map00310	LOC127072907
vv	map00362	LOC127072907
vv	map00380	LOC127072907
vv	map00620	LOC127072907
vv	map00630	LOC127072907
vv	map00640	LOC127072907
vv	map00650	LOC127072907
vv	map00720	LOC127072907
vv	map00900	LOC127072907
vv	map01100	LOC127072907
vv	map01110	LOC127072907
vv	map01120	LOC127072907
vv	map01130	LOC127072907
vv	map01200	LOC127072907
vv	map01212	LOC127072907
vv	map02020	LOC127072907
vv	map03013	LOC127072912
vv	map04974	LOC127072913
vv	map04978	LOC127072913
vv	map03040	LOC127072916
vv	map00770	LOC127072918
vv	map01100	LOC127072918
vv	map04520	LOC127072931
vv	map04810	LOC127072931
vv	map05205	LOC127072931
vv	map03018	LOC127072934
vv	map00900	LOC127072935
vv	map01100	LOC127072935
vv	map01110	LOC127072935
vv	map01130	LOC127072935
vv	map04152	LOC127072935
vv	map04976	LOC127072935
vv	map00561	LOC127072937
vv	map00564	LOC127072937
vv	map01100	LOC127072937
vv	map01110	LOC127072937
vv	map04070	LOC127072937
vv	map04072	LOC127072937
vv	map05231	LOC127072937
vv	map03008	LOC127072938
vv	map03013	LOC127072938
vv	map00970	LOC127072940
vv	map03018	LOC127072941
vv	map00300	LOC127072943
vv	map00310	LOC127072943
vv	map00380	LOC127072943
vv	map01100	LOC127072943
vv	map01130	LOC127072943
vv	map01210	LOC127072943
vv	map04138	LOC127072944
vv	map04530	LOC127072944
vv	map00310	LOC127072945
vv	map01100	LOC127072945
vv	map01524	LOC127072948
vv	map03420	LOC127072948
vv	map00590	LOC127072949
vv	map00790	LOC127072949
vv	map00980	LOC127072949
vv	map01100	LOC127072949
vv	map05204	LOC127072949
vv	map00600	LOC127072950
vv	map01100	LOC127072950
vv	map04071	LOC127072950
vv	map03050	LOC127072952
vv	map00790	LOC127072953
vv	map01100	LOC127072953
vv	map03040	LOC127072954
vv	map03018	LOC127072955
vv	map03040	LOC127072955
vv	map00270	LOC127072965
vv	map00480	LOC127072965
vv	map01100	LOC127072965
vv	map04212	LOC127072965
vv	map04216	LOC127072965
vv	map04142	LOC127072968
vv	map04721	LOC127072968
vv	map04723	LOC127072968
vv	map04724	LOC127072968
vv	map05033	LOC127072968
vv	map04136	LOC127072970
vv	map04138	LOC127072970
vv	map04140	LOC127072970
vv	map00130	LOC127072971
vv	map00350	LOC127072971
vv	map00360	LOC127072971
vv	map01100	LOC127072971
vv	map04910	LOC127072972
vv	map00140	LOC127072975
vv	map04010	LOC127072977
vv	map04013	LOC127072977
vv	map04014	LOC127072977
vv	map04015	LOC127072977
vv	map04024	LOC127072977
vv	map04062	LOC127072977
vv	map04071	LOC127072977
vv	map04145	LOC127072977
vv	map04151	LOC127072977
vv	map04310	LOC127072977
vv	map04360	LOC127072977
vv	map04370	LOC127072977
vv	map04380	LOC127072977
vv	map04510	LOC127072977
vv	map04520	LOC127072977
vv	map04530	LOC127072977
vv	map04620	LOC127072977
vv	map04650	LOC127072977
vv	map04662	LOC127072977
vv	map04664	LOC127072977
vv	map04666	LOC127072977
vv	map04670	LOC127072977
vv	map04722	LOC127072977
vv	map04810	LOC127072977
vv	map04932	LOC127072977
vv	map04933	LOC127072977
vv	map04972	LOC127072977
vv	map05014	LOC127072977
vv	map05100	LOC127072977
vv	map05120	LOC127072977
vv	map05131	LOC127072977
vv	map05132	LOC127072977
vv	map05167	LOC127072977
vv	map05200	LOC127072977
vv	map05203	LOC127072977
vv	map05205	LOC127072977
vv	map05210	LOC127072977
vv	map05211	LOC127072977
vv	map05212	LOC127072977
vv	map05231	LOC127072977
vv	map05416	LOC127072977
vv	map05418	LOC127072977
vv	map03013	LOC127072978
vv	map03015	LOC127072978
vv	map03040	LOC127072978
vv	map05016	LOC127072984
vv	map01524	LOC127072986
vv	map04010	LOC127072986
vv	map04013	LOC127072986
vv	map04071	LOC127072986
vv	map04141	LOC127072986
vv	map04210	LOC127072986
vv	map04214	LOC127072986
vv	map04530	LOC127072986
vv	map04668	LOC127072986
vv	map04714	LOC127072986
vv	map04722	LOC127072986
vv	map04932	LOC127072986
vv	map05014	LOC127072986
vv	map05418	LOC127072986
vv	map04080	LOC127072987
vv	map04610	LOC127072987
vv	map04972	LOC127072987
vv	map04974	LOC127072987
vv	map05150	LOC127072987
vv	map05164	LOC127072987
vv	map05206	LOC127072987
vv	map01524	LOC127072989
