species	term	gene
pd	map04138	LOC107072405
pd	map04140	LOC107072405
pd	map04141	LOC107072405
pd	map04210	LOC107072405
pd	map04932	LOC107072405
pd	map05160	LOC107072405
pd	map05162	LOC107072405
pd	map05164	LOC107072405
pd	map05168	LOC107072405
pd	map03010	LOC107072406
pd	map04111	LOC107072409
pd	map00030	LOC107072412
pd	map00480	LOC107072412
pd	map01100	LOC107072412
pd	map01110	LOC107072412
pd	map01120	LOC107072412
pd	map01130	LOC107072412
pd	map01200	LOC107072412
pd	map05230	LOC107072412
pd	map04010	LOC107072413
pd	map04218	LOC107072413
pd	map04370	LOC107072413
pd	map04722	LOC107072413
pd	map05167	LOC107072413
pd	map05203	LOC107072413
pd	map04068	LOC107072414
pd	map04136	LOC107072414
pd	map04137	LOC107072414
pd	map04138	LOC107072414
pd	map04139	LOC107072414
pd	map04140	LOC107072414
pd	map04212	LOC107072414
pd	map04216	LOC107072414
pd	map04371	LOC107072414
pd	map04621	LOC107072414
pd	map04727	LOC107072414
pd	map05167	LOC107072414
pd	map04624	LOC107072417
pd	map05146	LOC107072417
pd	map04120	LOC107072418
pd	map04020	LOC107072419
pd	map04022	LOC107072419
pd	map04070	LOC107072419
pd	map04114	LOC107072419
pd	map04140	LOC107072419
pd	map04210	LOC107072419
pd	map04218	LOC107072419
pd	map04270	LOC107072419
pd	map04371	LOC107072419
pd	map04540	LOC107072419
pd	map04611	LOC107072419
pd	map04621	LOC107072419
pd	map04713	LOC107072419
pd	map04720	LOC107072419
pd	map04723	LOC107072419
pd	map04724	LOC107072419
pd	map04725	LOC107072419
pd	map04726	LOC107072419
pd	map04728	LOC107072419
pd	map04730	LOC107072419
pd	map04745	LOC107072419
pd	map04750	LOC107072419
pd	map04912	LOC107072419
pd	map04915	LOC107072419
pd	map04918	LOC107072419
pd	map04921	LOC107072419
pd	map04922	LOC107072419
pd	map04924	LOC107072419
pd	map04925	LOC107072419
pd	map04927	LOC107072419
pd	map04934	LOC107072419
pd	map04970	LOC107072419
pd	map04971	LOC107072419
pd	map04972	LOC107072419
pd	map05010	LOC107072419
pd	map05016	LOC107072419
pd	map05167	LOC107072419
pd	map05205	LOC107072419
pd	map03018	LOC107072423
pd	map04714	LOC107072425
pd	map04714	LOC107072426
pd	map04217	LOC107072432
pd	map04621	LOC107072432
pd	map05133	LOC107072432
pd	map05164	LOC107072432
pd	map03018	LOC107072434
pd	map03040	LOC107072434
pd	map03410	LOC107072443
pd	map03015	LOC107072450
pd	map00790	LOC107072451
pd	map01100	LOC107072451
pd	map01524	LOC107072453
pd	map03420	LOC107072453
pd	map00970	LOC107072457
pd	map00073	LOC107072461
pd	map04146	LOC107072461
pd	map04212	LOC107072461
pd	map03013	LOC107072465
pd	map03015	LOC107072465
pd	map03018	LOC107072465
pd	map00230	LOC107072466
pd	map01522	LOC107072466
pd	map04015	LOC107072466
pd	map04020	LOC107072466
pd	map04022	LOC107072466
pd	map04024	LOC107072466
pd	map04062	LOC107072466
pd	map04072	LOC107072466
pd	map04114	LOC107072466
pd	map04211	LOC107072466
pd	map04213	LOC107072466
pd	map04261	LOC107072466
pd	map04270	LOC107072466
pd	map04371	LOC107072466
pd	map04540	LOC107072466
pd	map04611	LOC107072466
pd	map04713	LOC107072466
pd	map04714	LOC107072466
pd	map04720	LOC107072466
pd	map04723	LOC107072466
pd	map04724	LOC107072466
pd	map04725	LOC107072466
pd	map04726	LOC107072466
pd	map04727	LOC107072466
pd	map04728	LOC107072466
pd	map04740	LOC107072466
pd	map04742	LOC107072466
pd	map04750	LOC107072466
pd	map04911	LOC107072466
pd	map04912	LOC107072466
pd	map04913	LOC107072466
pd	map04914	LOC107072466
pd	map04915	LOC107072466
pd	map04916	LOC107072466
pd	map04918	LOC107072466
pd	map04921	LOC107072466
pd	map04923	LOC107072466
pd	map04924	LOC107072466
pd	map04925	LOC107072466
pd	map04926	LOC107072466
pd	map04927	LOC107072466
pd	map04934	LOC107072466
pd	map04962	LOC107072466
pd	map04970	LOC107072466
pd	map04971	LOC107072466
pd	map04972	LOC107072466
pd	map04976	LOC107072466
pd	map05012	LOC107072466
pd	map05030	LOC107072466
pd	map05031	LOC107072466
pd	map05032	LOC107072466
pd	map05034	LOC107072466
pd	map05110	LOC107072466
pd	map05166	LOC107072466
pd	map05200	LOC107072466
pd	map05414	LOC107072466
pd	map05202	LOC107072468
pd	map04137	LOC107072470
pd	map03040	LOC107072473
pd	map04146	LOC107072478
pd	map03050	LOC107072481
pd	map05165	LOC107072481
pd	map05169	LOC107072481
pd	map05203	LOC107072481
pd	map00230	LOC107072483
pd	map00240	LOC107072483
pd	map01100	LOC107072483
pd	map03020	LOC107072483
pd	map04623	LOC107072483
pd	map05169	LOC107072483
pd	map03013	LOC107072484
pd	map03015	LOC107072484
pd	map03040	LOC107072484
pd	map05168	LOC107072484
pd	map04120	LOC107072486
pd	map00020	LOC107072489
pd	map00310	LOC107072489
pd	map01100	LOC107072489
pd	map01110	LOC107072489
pd	map01120	LOC107072489
pd	map01130	LOC107072489
pd	map01200	LOC107072489
pd	map04122	LOC107072490
pd	map03040	LOC107072493
pd	map04150	LOC107072494
pd	map00010	LOC107072496
pd	map00030	LOC107072496
pd	map00052	LOC107072496
pd	map00230	LOC107072496
pd	map00500	LOC107072496
pd	map00520	LOC107072496
pd	map00521	LOC107072496
pd	map01100	LOC107072496
pd	map01110	LOC107072496
pd	map01120	LOC107072496
pd	map01130	LOC107072496
pd	map03008	LOC107072499
pd	map04015	LOC107072505
pd	map04062	LOC107072505
pd	map04071	LOC107072505
pd	map04144	LOC107072505
pd	map04360	LOC107072505
pd	map04390	LOC107072505
pd	map04391	LOC107072505
pd	map04530	LOC107072505
pd	map04611	LOC107072505
pd	map04910	LOC107072505
pd	map04926	LOC107072505
pd	map04930	LOC107072505
pd	map04931	LOC107072505
pd	map04933	LOC107072505
pd	map05165	LOC107072505
pd	map05418	LOC107072505
pd	map00190	LOC107072506
pd	map01100	LOC107072506
pd	map04260	LOC107072506
pd	map04714	LOC107072506
pd	map04932	LOC107072506
pd	map05010	LOC107072506
pd	map05012	LOC107072506
pd	map05016	LOC107072506
pd	map04015	LOC107072507
pd	map04062	LOC107072507
pd	map04071	LOC107072507
pd	map04144	LOC107072507
pd	map04360	LOC107072507
pd	map04390	LOC107072507
pd	map04391	LOC107072507
pd	map04530	LOC107072507
pd	map04611	LOC107072507
pd	map04910	LOC107072507
pd	map04926	LOC107072507
pd	map04930	LOC107072507
pd	map04931	LOC107072507
pd	map04933	LOC107072507
pd	map05165	LOC107072507
pd	map05418	LOC107072507
pd	map03018	LOC107072508
pd	map04015	LOC107072509
pd	map04144	LOC107072509
pd	map04390	LOC107072509
pd	map04391	LOC107072509
pd	map04530	LOC107072509
pd	map04611	LOC107072509
pd	map04910	LOC107072509
pd	map05165	LOC107072509
pd	map00564	LOC107072512
pd	map04725	LOC107072512
pd	map04550	LOC107072513
pd	map00040	LOC107072515
pd	map00980	LOC107072515
pd	map00130	LOC107072516
pd	map01100	LOC107072516
pd	map01110	LOC107072516
pd	map04141	LOC107072518
pd	map03008	LOC107072521
pd	map04013	LOC107072522
pd	map00061	LOC107072531
pd	map01100	LOC107072531
pd	map01212	LOC107072531
pd	map04152	LOC107072531
pd	map04910	LOC107072531
pd	map00061	LOC107072532
pd	map01100	LOC107072532
pd	map01212	LOC107072532
pd	map04152	LOC107072532
pd	map04910	LOC107072532
pd	map00330	LOC107072534
pd	map01100	LOC107072534
pd	map00790	LOC107072540
pd	map01100	LOC107072540
pd	map00220	LOC107072541
pd	map00250	LOC107072541
pd	map00471	LOC107072541
pd	map01100	LOC107072541
pd	map04724	LOC107072541
pd	map04727	LOC107072541
pd	map04964	LOC107072541
pd	map05206	LOC107072541
pd	map05230	LOC107072541
pd	map00562	LOC107072545
pd	map01100	LOC107072545
pd	map04011	LOC107072545
pd	map04070	LOC107072545
pd	map04072	LOC107072545
pd	map04139	LOC107072545
pd	map04144	LOC107072545
pd	map04145	LOC107072545
pd	map04666	LOC107072545
pd	map04810	LOC107072545
pd	map05231	LOC107072545
pd	map00511	LOC107072549
pd	map04142	LOC107072549
pd	map05010	LOC107072549
pd	map04341	LOC107072550
pd	map03060	LOC107072555
pd	map04141	LOC107072555
pd	map01523	LOC107072556
pd	map04010	LOC107072556
pd	map04014	LOC107072556
pd	map04062	LOC107072556
pd	map04064	LOC107072556
pd	map04068	LOC107072556
pd	map04150	LOC107072556
pd	map04151	LOC107072556
pd	map04210	LOC107072556
pd	map04380	LOC107072556
pd	map04620	LOC107072556
pd	map04621	LOC107072556
pd	map04622	LOC107072556
pd	map04623	LOC107072556
pd	map04624	LOC107072556
pd	map04657	LOC107072556
pd	map04658	LOC107072556
pd	map04659	LOC107072556
pd	map04660	LOC107072556
pd	map04662	LOC107072556
pd	map04668	LOC107072556
pd	map04722	LOC107072556
pd	map04910	LOC107072556
pd	map04920	LOC107072556
pd	map04930	LOC107072556
pd	map04931	LOC107072556
pd	map04932	LOC107072556
pd	map05120	LOC107072556
pd	map05131	LOC107072556
pd	map05142	LOC107072556
pd	map05145	LOC107072556
pd	map05160	LOC107072556
pd	map05161	LOC107072556
pd	map05162	LOC107072556
pd	map05164	LOC107072556
pd	map05165	LOC107072556
pd	map05166	LOC107072556
pd	map05167	LOC107072556
pd	map05168	LOC107072556
pd	map05169	LOC107072556
pd	map05200	LOC107072556
pd	map05206	LOC107072556
pd	map05212	LOC107072556
pd	map05215	LOC107072556
pd	map05220	LOC107072556
pd	map05221	LOC107072556
pd	map05222	LOC107072556
pd	map05418	LOC107072556
pd	map00760	LOC107072559
pd	map01100	LOC107072559
pd	map00310	LOC107072565
pd	map05202	LOC107072565
pd	map04141	LOC107072567
pd	map05164	LOC107072567
pd	map00062	LOC107072571
pd	map01040	LOC107072571
pd	map01110	LOC107072571
pd	map01212	LOC107072571
pd	map00062	LOC107072573
pd	map01040	LOC107072573
pd	map01110	LOC107072573
pd	map01212	LOC107072573
pd	map04512	LOC107072574
pd	map05410	LOC107072574
pd	map05412	LOC107072574
pd	map05414	LOC107072574
pd	map05416	LOC107072574
pd	map00910	LOC107072575
pd	map04964	LOC107072575
pd	map04966	LOC107072575
pd	map04971	LOC107072575
pd	map04972	LOC107072575
pd	map04976	LOC107072575
pd	map04391	LOC107072576
pd	map04392	LOC107072576
pd	map00230	LOC107072579
pd	map00983	LOC107072579
pd	map01100	LOC107072579
pd	map01110	LOC107072579
pd	map03440	LOC107072581
pd	map00512	LOC107072585
pd	map01100	LOC107072585
pd	map04137	LOC107072587
pd	map04380	LOC107072587
pd	map04916	LOC107072587
pd	map05200	LOC107072587
pd	map05202	LOC107072587
pd	map05218	LOC107072587
pd	map04140	LOC107072588
pd	map04142	LOC107072588
pd	map04145	LOC107072588
pd	map04210	LOC107072588
pd	map04380	LOC107072588
pd	map04612	LOC107072588
pd	map04620	LOC107072588
pd	map05205	LOC107072588
pd	map05323	LOC107072588
pd	map05418	LOC107072588
pd	map04350	LOC107072589
pd	map04550	LOC107072589
pd	map00010	LOC107072592
pd	map00020	LOC107072592
pd	map00310	LOC107072592
pd	map00620	LOC107072592
pd	map01100	LOC107072592
pd	map01110	LOC107072592
pd	map01120	LOC107072592
pd	map01130	LOC107072592
pd	map01200	LOC107072592
pd	map04066	LOC107072592
pd	map04922	LOC107072592
pd	map05230	LOC107072592
pd	map04013	LOC107072595
pd	map04142	LOC107072600
pd	map05205	LOC107072602
pd	map00100	LOC107072603
pd	map00561	LOC107072603
pd	map00983	LOC107072603
pd	map01100	LOC107072603
pd	map04514	LOC107072603
pd	map04972	LOC107072603
pd	map04975	LOC107072603
pd	map03008	LOC107072604
pd	map00970	LOC107072609
pd	map00770	LOC107072611
pd	map01100	LOC107072611
pd	map04621	LOC107072611
pd	map04622	LOC107072611
pd	map04623	LOC107072611
pd	map05160	LOC107072611
pd	map05161	LOC107072611
pd	map05162	LOC107072611
pd	map05164	LOC107072611
pd	map05168	LOC107072611
pd	map04145	LOC107072615
pd	map04913	LOC107072615
pd	map04925	LOC107072615
pd	map04927	LOC107072615
pd	map04934	LOC107072615
pd	map04975	LOC107072615
pd	map04976	LOC107072615
pd	map04977	LOC107072615
pd	map04979	LOC107072615
pd	map05160	LOC107072615
pd	map05016	LOC107072617
pd	map05034	LOC107072620
pd	map05165	LOC107072620
pd	map05203	LOC107072620
pd	map00563	LOC107072621
pd	map00270	LOC107072623
pd	map01100	LOC107072623
pd	map03420	LOC107072623
pd	map04120	LOC107072623
pd	map05206	LOC107072623
pd	map05205	LOC107072627
pd	map00601	LOC107072628
pd	map00603	LOC107072628
pd	map01100	LOC107072628
pd	map05165	LOC107072630
pd	map05166	LOC107072630
pd	map05200	LOC107072630
pd	map05225	LOC107072630
pd	map05226	LOC107072630
pd	map04610	LOC107072633
pd	map04624	LOC107072633
pd	map05150	LOC107072633
pd	map04610	LOC107072636
pd	map04624	LOC107072636
pd	map05150	LOC107072636
pd	map04610	LOC107072639
pd	map04624	LOC107072639
pd	map05150	LOC107072639
pd	map00900	LOC107072645
pd	map01100	LOC107072645
pd	map01110	LOC107072645
pd	map01130	LOC107072645
pd	map03022	LOC107072645
pd	map05168	LOC107072645
pd	map04610	LOC107072646
pd	map04624	LOC107072646
pd	map05150	LOC107072646
pd	map04610	LOC107072647
pd	map04624	LOC107072647
pd	map05150	LOC107072647
pd	map04151	LOC107072649
pd	map04510	LOC107072649
pd	map04512	LOC107072649
pd	map04611	LOC107072649
pd	map04926	LOC107072649
pd	map04933	LOC107072649
pd	map04974	LOC107072649
pd	map05146	LOC107072649
pd	map05165	LOC107072649
pd	map05200	LOC107072649
pd	map05222	LOC107072649
pd	map00030	LOC107072650
pd	map00260	LOC107072650
pd	map00561	LOC107072650
pd	map00630	LOC107072650
pd	map00680	LOC107072650
pd	map01100	LOC107072650
pd	map01120	LOC107072650
pd	map01130	LOC107072650
pd	map01200	LOC107072650
pd	map04724	LOC107072652
pd	map05014	LOC107072652
pd	map00450	LOC107072657
pd	map00970	LOC107072657
pd	map04151	LOC107072659
pd	map04510	LOC107072659
pd	map04512	LOC107072659
pd	map05145	LOC107072659
pd	map05146	LOC107072659
pd	map05165	LOC107072659
pd	map05200	LOC107072659
pd	map05222	LOC107072659
pd	map04151	LOC107072660
pd	map04510	LOC107072660
pd	map04512	LOC107072660
pd	map05145	LOC107072660
pd	map05146	LOC107072660
pd	map05165	LOC107072660
pd	map05200	LOC107072660
pd	map05222	LOC107072660
pd	map04014	LOC107072664
pd	map04020	LOC107072664
pd	map04080	LOC107072664
pd	map04726	LOC107072664
pd	map00510	LOC107072665
pd	map01100	LOC107072665
pd	map04512	LOC107072666
pd	map04974	LOC107072667
pd	map04080	LOC107072669
pd	map04146	LOC107072671
pd	map04214	LOC107072671
pd	map04512	LOC107072672
pd	map05130	LOC107072674
pd	map04962	LOC107072676
pd	map00340	LOC107072677
pd	map00350	LOC107072677
pd	map00360	LOC107072677
pd	map00380	LOC107072677
pd	map00901	LOC107072677
pd	map00950	LOC107072677
pd	map00965	LOC107072677
pd	map01100	LOC107072677
pd	map01110	LOC107072677
pd	map04726	LOC107072677
pd	map04728	LOC107072677
pd	map05030	LOC107072677
pd	map05031	LOC107072677
pd	map05034	LOC107072677
pd	map04659	LOC107072678
pd	map04710	LOC107072678
pd	map05321	LOC107072678
pd	map04136	LOC107072682
pd	map04138	LOC107072682
pd	map04140	LOC107072682
pd	map04371	LOC107072682
pd	map04130	LOC107072686
pd	map04624	LOC107072687
pd	map04120	LOC107072691
pd	map04624	LOC107072691
pd	map03013	LOC107072693
pd	map00562	LOC107072696
pd	map00564	LOC107072696
pd	map01100	LOC107072696
pd	map04070	LOC107072696
pd	map00910	LOC107072697
pd	map04140	LOC107072698
pd	map04150	LOC107072698
pd	map00790	LOC107072699
pd	map01100	LOC107072699
pd	map01523	LOC107072699
pd	map04010	LOC107072699
pd	map04011	LOC107072699
pd	map04012	LOC107072699
pd	map04014	LOC107072699
pd	map04024	LOC107072699
pd	map04062	LOC107072699
pd	map04360	LOC107072699
pd	map04392	LOC107072699
pd	map04510	LOC107072699
pd	map04650	LOC107072699
pd	map04660	LOC107072699
pd	map04666	LOC107072699
pd	map04810	LOC107072699
pd	map05120	LOC107072699
pd	map05205	LOC107072699
pd	map05211	LOC107072699
pd	map03410	LOC107072701
pd	map04141	LOC107072702
pd	map03010	LOC107072707
pd	map04624	LOC107072711
pd	map00270	LOC107072715
pd	map01100	LOC107072715
pd	map03015	LOC107072717
pd	map04071	LOC107072717
pd	map04111	LOC107072717
pd	map04113	LOC107072717
pd	map04114	LOC107072717
pd	map04151	LOC107072717
pd	map04152	LOC107072717
pd	map04261	LOC107072717
pd	map04350	LOC107072717
pd	map04390	LOC107072717
pd	map04391	LOC107072717
pd	map04530	LOC107072717
pd	map04728	LOC107072717
pd	map04730	LOC107072717
pd	map05142	LOC107072717
pd	map05160	LOC107072717
pd	map05165	LOC107072717
pd	map04360	LOC107072719
pd	map04514	LOC107072719
pd	map04371	LOC107072720
pd	map05016	LOC107072720
pd	map04310	LOC107072721
pd	map00130	LOC107072722
pd	map01100	LOC107072722
pd	map01110	LOC107072722
pd	map04010	LOC107072724
pd	map04260	LOC107072724
pd	map04261	LOC107072724
pd	map04921	LOC107072724
pd	map05410	LOC107072724
pd	map05412	LOC107072724
pd	map05414	LOC107072724
pd	map04010	LOC107072725
pd	map04261	LOC107072725
pd	map04668	LOC107072725
pd	map04713	LOC107072725
pd	map04722	LOC107072725
pd	map05200	LOC107072725
pd	map05206	LOC107072725
pd	map05219	LOC107072725
pd	map04010	LOC107072726
pd	map04260	LOC107072726
pd	map04261	LOC107072726
pd	map04921	LOC107072726
pd	map05410	LOC107072726
pd	map05412	LOC107072726
pd	map05414	LOC107072726
pd	map04977	LOC107072730
pd	map04977	LOC107072731
pd	map00270	LOC107072735
pd	map01100	LOC107072735
pd	map00190	LOC107072736
pd	map01100	LOC107072736
pd	map04260	LOC107072736
pd	map04714	LOC107072736
pd	map04932	LOC107072736
pd	map05010	LOC107072736
pd	map05012	LOC107072736
pd	map05016	LOC107072736
pd	map00900	LOC107072739
pd	map00981	LOC107072739
pd	map01130	LOC107072739
pd	map00970	LOC107072740
pd	map01521	LOC107072742
pd	map04010	LOC107072742
pd	map04014	LOC107072742
pd	map04015	LOC107072742
pd	map04060	LOC107072742
pd	map04066	LOC107072742
pd	map04144	LOC107072742
pd	map04151	LOC107072742
pd	map04510	LOC107072742
pd	map04520	LOC107072742
pd	map04550	LOC107072742
pd	map04714	LOC107072742
pd	map04810	LOC107072742
pd	map05200	LOC107072742
pd	map05202	LOC107072742
pd	map05205	LOC107072742
pd	map05215	LOC107072742
pd	map05218	LOC107072742
pd	map05224	LOC107072742
pd	map05226	LOC107072742
pd	map05230	LOC107072742
pd	map05323	LOC107072742
pd	map01521	LOC107072744
pd	map03013	LOC107072744
pd	map04066	LOC107072744
pd	map04150	LOC107072744
pd	map04151	LOC107072744
pd	map04211	LOC107072744
pd	map04910	LOC107072744
pd	map03040	LOC107072750
pd	map05322	LOC107072750
pd	map00230	LOC107072751
pd	map00240	LOC107072751
pd	map01100	LOC107072751
pd	map03020	LOC107072751
pd	map04714	LOC107072753
pd	map05225	LOC107072753
pd	map03013	LOC107072760
pd	map00900	LOC107072764
pd	map01100	LOC107072764
pd	map01110	LOC107072764
pd	map01130	LOC107072764
pd	map04918	LOC107072765
pd	map04210	LOC107072773
pd	map04214	LOC107072773
pd	map05410	LOC107072773
pd	map05412	LOC107072773
pd	map05414	LOC107072773
pd	map00770	LOC107072776
pd	map01100	LOC107072776
pd	map03040	LOC107072778
pd	map04080	LOC107072783
pd	map04961	LOC107072783
pd	map03022	LOC107072785
pd	map04014	LOC107072790
pd	map04020	LOC107072790
pd	map04080	LOC107072790
pd	map04726	LOC107072790
pd	map04120	LOC107072795
pd	map04141	LOC107072795
pd	map03010	LOC107072796
pd	map01524	LOC107072799
pd	map04110	LOC107072799
pd	map04111	LOC107072799
pd	map04113	LOC107072799
pd	map04114	LOC107072799
pd	map04115	LOC107072799
pd	map04120	LOC107072799
pd	map04210	LOC107072799
pd	map04214	LOC107072799
pd	map04215	LOC107072799
pd	map05010	LOC107072799
pd	map05012	LOC107072799
pd	map05014	LOC107072799
pd	map05016	LOC107072799
pd	map05134	LOC107072799
pd	map05152	LOC107072799
pd	map05161	LOC107072799
pd	map05166	LOC107072799
pd	map05200	LOC107072799
pd	map05203	LOC107072799
pd	map05222	LOC107072799
pd	map01524	LOC107072800
pd	map04064	LOC107072800
pd	map04120	LOC107072800
pd	map04210	LOC107072800
pd	map04214	LOC107072800
pd	map04215	LOC107072800
pd	map04217	LOC107072800
pd	map04510	LOC107072800
pd	map04621	LOC107072800
pd	map04624	LOC107072800
pd	map04668	LOC107072800
pd	map05145	LOC107072800
pd	map05166	LOC107072800
pd	map05200	LOC107072800
pd	map05222	LOC107072800
pd	map04110	LOC107072801
pd	map04111	LOC107072801
pd	map04113	LOC107072801
pd	map04145	LOC107072802
pd	map04962	LOC107072802
pd	map05132	LOC107072802
pd	map00020	LOC107072803
pd	map01100	LOC107072803
pd	map01110	LOC107072803
pd	map01120	LOC107072803
pd	map01130	LOC107072803
pd	map01200	LOC107072803
pd	map01210	LOC107072803
pd	map01230	LOC107072803
pd	map04360	LOC107072806
pd	map03050	LOC107072807
pd	map05169	LOC107072807
pd	map00071	LOC107072809
pd	map00072	LOC107072809
pd	map00280	LOC107072809
pd	map00310	LOC107072809
pd	map00362	LOC107072809
pd	map00380	LOC107072809
pd	map00620	LOC107072809
pd	map00630	LOC107072809
pd	map00640	LOC107072809
pd	map00650	LOC107072809
pd	map00720	LOC107072809
pd	map00900	LOC107072809
pd	map01100	LOC107072809
pd	map01110	LOC107072809
pd	map01120	LOC107072809
pd	map01130	LOC107072809
pd	map01200	LOC107072809
pd	map01212	LOC107072809
pd	map02020	LOC107072809
pd	map03013	LOC107072812
pd	map00230	LOC107072815
pd	map00240	LOC107072815
pd	map01100	LOC107072815
pd	map03020	LOC107072815
pd	map05016	LOC107072815
pd	map05168	LOC107072815
pd	map05169	LOC107072815
pd	map04360	LOC107072816
pd	map03022	LOC107072822
pd	map04919	LOC107072823
pd	map04919	LOC107072824
pd	map04212	LOC107072831
pd	map04151	LOC107072836
pd	map05132	LOC107072836
pd	map00900	LOC107072839
pd	map00981	LOC107072839
pd	map01130	LOC107072839
pd	map00020	LOC107072844
pd	map00720	LOC107072844
pd	map01100	LOC107072844
pd	map01110	LOC107072844
pd	map01120	LOC107072844
pd	map01130	LOC107072844
pd	map04142	LOC107072846
pd	map00071	LOC107072848
pd	map04713	LOC107072848
pd	map04934	LOC107072848
pd	map03040	LOC107072850
pd	map00330	LOC107072852
pd	map01100	LOC107072852
pd	map01110	LOC107072852
pd	map01130	LOC107072852
pd	map01230	LOC107072852
pd	map04066	LOC107072853
pd	map04120	LOC107072853
pd	map04212	LOC107072853
pd	map05200	LOC107072853
pd	map05211	LOC107072853
pd	map03008	LOC107072859
pd	map03013	LOC107072859
pd	map03015	LOC107072859
pd	map05164	LOC107072859
pd	map05168	LOC107072859
pd	map04144	LOC107072861
pd	map04622	LOC107072862
pd	map00310	LOC107072866
pd	map04144	LOC107072867
pd	map04110	LOC107072874
pd	map04111	LOC107072874
pd	map04113	LOC107072874
pd	map04114	LOC107072874
pd	map04120	LOC107072874
pd	map04914	LOC107072874
pd	map05166	LOC107072874
pd	map04013	LOC107072875
pd	map04624	LOC107072875
pd	map04013	LOC107072880
pd	map04214	LOC107072880
pd	map04215	LOC107072880
pd	map04391	LOC107072880
pd	map04141	LOC107072882
pd	map04072	LOC107072883
pd	map04144	LOC107072883
pd	map05110	LOC107072883
pd	map05134	LOC107072883
pd	map04144	LOC107072885
pd	map00062	LOC107072906
pd	map01110	LOC107072906
pd	map00520	LOC107072916
pd	map01130	LOC107072916
pd	map05034	LOC107072917
pd	map05165	LOC107072917
pd	map05203	LOC107072917
pd	map00260	LOC107072918
pd	map00680	LOC107072918
pd	map00750	LOC107072918
pd	map01100	LOC107072918
pd	map01120	LOC107072918
pd	map01130	LOC107072918
pd	map01200	LOC107072918
pd	map01230	LOC107072918
pd	map04015	LOC107072919
pd	map04020	LOC107072919
pd	map04022	LOC107072919
pd	map04071	LOC107072919
pd	map04261	LOC107072919
pd	map04270	LOC107072919
pd	map04371	LOC107072919
pd	map04540	LOC107072919
pd	map04611	LOC107072919
pd	map04713	LOC107072919
pd	map04720	LOC107072919
pd	map04723	LOC107072919
pd	map04724	LOC107072919
pd	map04725	LOC107072919
pd	map04726	LOC107072919
pd	map04728	LOC107072919
pd	map04730	LOC107072919
pd	map04745	LOC107072919
pd	map04750	LOC107072919
pd	map04911	LOC107072919
pd	map04912	LOC107072919
pd	map04915	LOC107072919
pd	map04916	LOC107072919
pd	map04918	LOC107072919
pd	map04921	LOC107072919
pd	map04922	LOC107072919
pd	map04924	LOC107072919
pd	map04925	LOC107072919
pd	map04927	LOC107072919
pd	map04934	LOC107072919
pd	map04961	LOC107072919
pd	map04970	LOC107072919
pd	map04971	LOC107072919
pd	map04972	LOC107072919
pd	map05010	LOC107072919
pd	map05016	LOC107072919
pd	map05142	LOC107072919
pd	map05143	LOC107072919
pd	map05146	LOC107072919
pd	map05200	LOC107072919
pd	map00230	LOC107072920
pd	map00604	LOC107072926
pd	map01100	LOC107072926
pd	map04750	LOC107072930
pd	map04621	LOC107072931
pd	map03010	LOC107072940
pd	map04014	LOC107072941
pd	map04136	LOC107072945
pd	map04137	LOC107072945
pd	map04138	LOC107072945
pd	map04140	LOC107072945
pd	map04211	LOC107072945
pd	map04213	LOC107072945
pd	map04216	LOC107072945
pd	map04621	LOC107072945
pd	map04622	LOC107072945
pd	map05131	LOC107072945
pd	map04371	LOC107072949
pd	map05034	LOC107072949
pd	map05165	LOC107072949
pd	map05169	LOC107072949
pd	map05203	LOC107072949
pd	map04136	LOC107072952
pd	map04137	LOC107072952
pd	map04138	LOC107072952
pd	map04140	LOC107072952
pd	map04630	LOC107072956
pd	map04910	LOC107072956
pd	map04917	LOC107072956
pd	map04930	LOC107072956
pd	map04010	LOC107072957
pd	map04011	LOC107072957
pd	map04014	LOC107072957
pd	map04015	LOC107072957
pd	map04062	LOC107072957
pd	map04144	LOC107072957
pd	map04360	LOC107072957
pd	map04370	LOC107072957
pd	map04510	LOC107072957
pd	map04520	LOC107072957
pd	map04530	LOC107072957
pd	map04660	LOC107072957
pd	map04666	LOC107072957
pd	map04670	LOC107072957
pd	map04722	LOC107072957
pd	map04810	LOC107072957
pd	map04912	LOC107072957
pd	map04932	LOC107072957
pd	map04933	LOC107072957
pd	map05100	LOC107072957
pd	map05120	LOC107072957
pd	map05130	LOC107072957
pd	map05131	LOC107072957
pd	map05132	LOC107072957
pd	map05165	LOC107072957
pd	map05200	LOC107072957
pd	map05203	LOC107072957
pd	map05205	LOC107072957
pd	map05211	LOC107072957
pd	map05212	LOC107072957
pd	map04010	LOC107072959
pd	map04014	LOC107072959
pd	map04015	LOC107072959
pd	map04151	LOC107072959
pd	map04390	LOC107072959
pd	map04810	LOC107072959
pd	map05200	LOC107072959
pd	map05218	LOC107072959
pd	map05224	LOC107072959
pd	map05226	LOC107072959
pd	map04520	LOC107072961
pd	map00073	LOC107072968
pd	map04146	LOC107072968
pd	map04212	LOC107072968
pd	map04550	LOC107072969
pd	map04950	LOC107072969
pd	map04550	LOC107072970
pd	map04950	LOC107072970
pd	map00071	LOC107072971
pd	map00310	LOC107072971
pd	map00362	LOC107072971
pd	map00380	LOC107072971
pd	map01100	LOC107072971
pd	map01120	LOC107072971
pd	map01130	LOC107072971
pd	map04144	LOC107072972
pd	map04510	LOC107072972
pd	map05100	LOC107072972
