term	gene
map00030	N13.HOG0009398
map01100	N13.HOG0009398
map01110	N13.HOG0009398
map01120	N13.HOG0009398
map01130	N13.HOG0009398
map01200	N13.HOG0009398
map03013	N13.HOG0009399
map04150	N13.HOG0009399
map04151	N13.HOG0009399
map05205	N13.HOG0009399
map03013	N13.HOG0009400
map04110	N13.HOG0009401
map04914	N13.HOG0009401
map05203	N13.HOG0009401
map00190	N13.HOG0009406
map01100	N13.HOG0009406
map04142	N13.HOG0009406
map04145	N13.HOG0009406
map04721	N13.HOG0009406
map04966	N13.HOG0009406
map05110	N13.HOG0009406
map05120	N13.HOG0009406
map05152	N13.HOG0009406
map05203	N13.HOG0009406
map05323	N13.HOG0009406
map00270	N13.HOG0009407
map00280	N13.HOG0009407
map00290	N13.HOG0009407
map00770	N13.HOG0009407
map01100	N13.HOG0009407
map01110	N13.HOG0009407
map01130	N13.HOG0009407
map01210	N13.HOG0009407
map01230	N13.HOG0009407
map01524	N13.HOG0009408
map04010	N13.HOG0009408
map04115	N13.HOG0009408
map04210	N13.HOG0009408
map04214	N13.HOG0009408
map04215	N13.HOG0009408
map04217	N13.HOG0009408
map04620	N13.HOG0009408
map04621	N13.HOG0009408
map04622	N13.HOG0009408
map04624	N13.HOG0009408
map04650	N13.HOG0009408
map04657	N13.HOG0009408
map04668	N13.HOG0009408
map04726	N13.HOG0009408
map04932	N13.HOG0009408
map04933	N13.HOG0009408
map05010	N13.HOG0009408
map05012	N13.HOG0009408
map05014	N13.HOG0009408
map05016	N13.HOG0009408
map05120	N13.HOG0009408
map05133	N13.HOG0009408
map05134	N13.HOG0009408
map05142	N13.HOG0009408
map05145	N13.HOG0009408
map05146	N13.HOG0009408
map05152	N13.HOG0009408
map05161	N13.HOG0009408
map05165	N13.HOG0009408
map05167	N13.HOG0009408
map05168	N13.HOG0009408
map05200	N13.HOG0009408
map05203	N13.HOG0009408
map05205	N13.HOG0009408
map05206	N13.HOG0009408
map05210	N13.HOG0009408
map05222	N13.HOG0009408
map05416	N13.HOG0009408
map04658	N13.HOG0009409
map04930	N13.HOG0009409
map04950	N13.HOG0009409
map05202	N13.HOG0009409
map05321	N13.HOG0009409
map04141	N13.HOG0009411
map04120	N13.HOG0009413
map04144	N13.HOG0009413
map04668	N13.HOG0009413
map04932	N13.HOG0009413
map00250	N13.HOG0009415
map04146	N13.HOG0009415
map00190	N13.HOG0009416
map01100	N13.HOG0009416
map04714	N13.HOG0009416
map04723	N13.HOG0009416
map04932	N13.HOG0009416
map05010	N13.HOG0009416
map05012	N13.HOG0009416
map05016	N13.HOG0009416
map04142	N13.HOG0009422
map04144	N13.HOG0009422
map04721	N13.HOG0009422
map04961	N13.HOG0009422
map05016	N13.HOG0009422
map05100	N13.HOG0009422
map05132	N13.HOG0009426
map04360	N13.HOG0009438
map04974	N13.HOG0009439
map00260	N13.HOG0009445
map00860	N13.HOG0009445
map01100	N13.HOG0009445
map01110	N13.HOG0009445
map03022	N13.HOG0009446
map05162	N13.HOG0009447
map03018	N13.HOG0009448
map03010	N13.HOG0009451
map03008	N13.HOG0009457
map00270	N13.HOG0009458
map01100	N13.HOG0009458
map04015	N13.HOG0009459
map04530	N13.HOG0009459
map05165	N13.HOG0009459
map03030	N13.HOG0009460
map03420	N13.HOG0009460
map03430	N13.HOG0009460
map00601	N13.HOG0009464
map00603	N13.HOG0009464
map01100	N13.HOG0009464
map04910	N13.HOG0009467
map04621	N13.HOG0009471
map04626	N13.HOG0009471
map04068	N13.HOG0009472
map00600	N13.HOG0009475
map01100	N13.HOG0009475
map04071	N13.HOG0009475
map03013	N13.HOG0009476
map04810	N13.HOG0009476
map04612	N13.HOG0009483
map05152	N13.HOG0009483
map03018	N13.HOG0009489
map00230	N13.HOG0009493
map00240	N13.HOG0009493
map01100	N13.HOG0009493
map03020	N13.HOG0009493
map04623	N13.HOG0009493
map05169	N13.HOG0009493
map00900	N13.HOG0009494
map01100	N13.HOG0009494
map01110	N13.HOG0009494
map01130	N13.HOG0009494
map04620	N13.HOG0009495
map04146	N13.HOG0009496
map04310	N13.HOG0009497
map04640	N13.HOG0009503
map04662	N13.HOG0009503
map05144	N13.HOG0009503
map05160	N13.HOG0009503
map04510	N13.HOG0009504
map04520	N13.HOG0009504
map04670	N13.HOG0009504
map04810	N13.HOG0009504
map05100	N13.HOG0009504
map05131	N13.HOG0009504
map05146	N13.HOG0009504
map04013	N13.HOG0009506
map04138	N13.HOG0009516
map04530	N13.HOG0009516
map00190	N13.HOG0009522
map01100	N13.HOG0009522
map04714	N13.HOG0009522
map05010	N13.HOG0009522
map05012	N13.HOG0009522
map05016	N13.HOG0009522
map00563	N13.HOG0009523
map04710	N13.HOG0009524
map04711	N13.HOG0009524
map04728	N13.HOG0009524
map05168	N13.HOG0009524
map04115	N13.HOG0009527
map04072	N13.HOG0009530
map04140	N13.HOG0009530
map04150	N13.HOG0009530
map04151	N13.HOG0009530
map04152	N13.HOG0009530
map04211	N13.HOG0009530
map04218	N13.HOG0009530
map04714	N13.HOG0009530
map04910	N13.HOG0009530
map05165	N13.HOG0009530
map05231	N13.HOG0009530
map04080	N13.HOG0009531
map04610	N13.HOG0009531
map04972	N13.HOG0009531
map04974	N13.HOG0009531
map05150	N13.HOG0009531
map05164	N13.HOG0009531
map05206	N13.HOG0009531
map00230	N13.HOG0009532
map00730	N13.HOG0009532
map01100	N13.HOG0009532
map01110	N13.HOG0009532
map01130	N13.HOG0009532
map04910	N13.HOG0009533
map03018	N13.HOG0009541
map03040	N13.HOG0009541
map04144	N13.HOG0009543
map04142	N13.HOG0009546
map03030	N13.HOG0009547
map03410	N13.HOG0009547
map03450	N13.HOG0009547
map04932	N13.HOG0009548
map05200	N13.HOG0009548
map05202	N13.HOG0009548
map05221	N13.HOG0009548
map03040	N13.HOG0009550
map05168	N13.HOG0009550
map00860	N13.HOG0009551
map00970	N13.HOG0009551
map01100	N13.HOG0009551
map01110	N13.HOG0009551
map01120	N13.HOG0009551
map04144	N13.HOG0009552
map04068	N13.HOG0009558
map04115	N13.HOG0009558
map04142	N13.HOG0009561
map03018	N13.HOG0009564
map00520	N13.HOG0009565
map01100	N13.HOG0009565
map01130	N13.HOG0009565
map03010	N13.HOG0009568
map04120	N13.HOG0009575
map04144	N13.HOG0009575
map04340	N13.HOG0009575
map04341	N13.HOG0009575
map04350	N13.HOG0009575
map00561	N13.HOG0009576
map00564	N13.HOG0009576
map01100	N13.HOG0009576
map01110	N13.HOG0009576
map04070	N13.HOG0009576
map04072	N13.HOG0009576
map05231	N13.HOG0009576
map04144	N13.HOG0009577
map04024	N13.HOG0009581
map04340	N13.HOG0009581
map04341	N13.HOG0009581
map04390	N13.HOG0009581
map05200	N13.HOG0009581
map05217	N13.HOG0009581
map04120	N13.HOG0009582
map04141	N13.HOG0009582
map05012	N13.HOG0009582
map04120	N13.HOG0009585
map04141	N13.HOG0009585
map05012	N13.HOG0009585
map01100	N13.HOG0009587
map04151	N13.HOG0009587
map04510	N13.HOG0009587
map04512	N13.HOG0009587
map05145	N13.HOG0009587
map05146	N13.HOG0009587
map05165	N13.HOG0009587
map05200	N13.HOG0009587
map05222	N13.HOG0009587
map04144	N13.HOG0009588
map04130	N13.HOG0009590
map04144	N13.HOG0009591
map04120	N13.HOG0009594
map03010	N13.HOG0009597
map04139	N13.HOG0009599
map04964	N13.HOG0009604
map04970	N13.HOG0009604
map04971	N13.HOG0009604
map04972	N13.HOG0009604
map04976	N13.HOG0009604
map03460	N13.HOG0009605
map04120	N13.HOG0009605
map03018	N13.HOG0009608
map03040	N13.HOG0009608
map03010	N13.HOG0009609
map03040	N13.HOG0009613
map04910	N13.HOG0009614
map03410	N13.HOG0009620
map00562	N13.HOG0009622
map01100	N13.HOG0009622
map04070	N13.HOG0009622
map00981	N13.HOG0009623
map03013	N13.HOG0009624
map03015	N13.HOG0009624
map03013	N13.HOG0009626
map00515	N13.HOG0009629
map01100	N13.HOG0009629
map04919	N13.HOG0009630
map04974	N13.HOG0009630
map04014	N13.HOG0009633
map04137	N13.HOG0009633
map04620	N13.HOG0009633
map04621	N13.HOG0009633
map04622	N13.HOG0009633
map04623	N13.HOG0009633
map04657	N13.HOG0009633
map05160	N13.HOG0009633
map05161	N13.HOG0009633
map05162	N13.HOG0009633
map05164	N13.HOG0009633
map05165	N13.HOG0009633
map05167	N13.HOG0009633
map05168	N13.HOG0009633
map05169	N13.HOG0009633
map00860	N13.HOG0009637
map01100	N13.HOG0009637
map01110	N13.HOG0009637
map04330	N13.HOG0009637
map05010	N13.HOG0009637
map04115	N13.HOG0009638
map04120	N13.HOG0009638
map05162	N13.HOG0009638
map04151	N13.HOG0009639
map04218	N13.HOG0009639
map05166	N13.HOG0009639
map05168	N13.HOG0009640
map00514	N13.HOG0009647
map01524	N13.HOG0009649
map03430	N13.HOG0009649
map05200	N13.HOG0009649
map05210	N13.HOG0009649
map03030	N13.HOG0009651
map03420	N13.HOG0009651
map03430	N13.HOG0009651
map03440	N13.HOG0009651
map03460	N13.HOG0009651
map05164	N13.HOG0009654
map00564	N13.HOG0009658
map00565	N13.HOG0009658
map00590	N13.HOG0009658
map00591	N13.HOG0009658
map00592	N13.HOG0009658
map01100	N13.HOG0009658
map01110	N13.HOG0009658
map04014	N13.HOG0009658
map04270	N13.HOG0009658
map04972	N13.HOG0009658
map04975	N13.HOG0009658
map03022	N13.HOG0009661
map03013	N13.HOG0009662
map04214	N13.HOG0009662
map04141	N13.HOG0009663
map05166	N13.HOG0009664
map05203	N13.HOG0009664
map04013	N13.HOG0009669
map04310	N13.HOG0009669
map03030	N13.HOG0009671
map04110	N13.HOG0009671
map04111	N13.HOG0009671
map04113	N13.HOG0009671
map04934	N13.HOG0009672
map05202	N13.HOG0009672
map04015	N13.HOG0009673
map04670	N13.HOG0009673
map05202	N13.HOG0009676
map05206	N13.HOG0009676
map05168	N13.HOG0009677
map04144	N13.HOG0009679
map00534	N13.HOG0009680
map01100	N13.HOG0009680
map04014	N13.HOG0009686
map04020	N13.HOG0009686
map04080	N13.HOG0009686
map04726	N13.HOG0009686
map00531	N13.HOG0009691
map01100	N13.HOG0009691
map04142	N13.HOG0009691
map04140	N13.HOG0009701
map00564	N13.HOG0009703
map01100	N13.HOG0009703
map04210	N13.HOG0009705
map04214	N13.HOG0009705
map04215	N13.HOG0009705
map05012	N13.HOG0009705
map01524	N13.HOG0009710
map04210	N13.HOG0009710
map04215	N13.HOG0009710
map04217	N13.HOG0009710
map04620	N13.HOG0009710
map04621	N13.HOG0009710
map04622	N13.HOG0009710
map04624	N13.HOG0009710
map04657	N13.HOG0009710
map04668	N13.HOG0009710
map05010	N13.HOG0009710
map05142	N13.HOG0009710
map05152	N13.HOG0009710
map05161	N13.HOG0009710
map05165	N13.HOG0009710
map05167	N13.HOG0009710
map05168	N13.HOG0009710
map05200	N13.HOG0009710
map04141	N13.HOG0009711
map01524	N13.HOG0009712
map03420	N13.HOG0009712
map04137	N13.HOG0009713
map04139	N13.HOG0009713
map05164	N13.HOG0009713
map04138	N13.HOG0009716
map04530	N13.HOG0009716
map04974	N13.HOG0009723
map04010	N13.HOG0009725
map04013	N13.HOG0009725
map04064	N13.HOG0009725
map04214	N13.HOG0009725
map04380	N13.HOG0009725
map04620	N13.HOG0009725
map04621	N13.HOG0009725
map04624	N13.HOG0009725
map04657	N13.HOG0009725
map04668	N13.HOG0009725
map05140	N13.HOG0009725
map05145	N13.HOG0009725
map05162	N13.HOG0009725
map05168	N13.HOG0009725
map05169	N13.HOG0009725
map05168	N13.HOG0009728
map04110	N13.HOG0009729
map04111	N13.HOG0009729
map04113	N13.HOG0009729
map00270	N13.HOG0009730
map00430	N13.HOG0009730
map01100	N13.HOG0009730
map00790	N13.HOG0009733
map00564	N13.HOG0009734
map01100	N13.HOG0009734
map00562	N13.HOG0009741
map01100	N13.HOG0009741
map04070	N13.HOG0009741
map04140	N13.HOG0009741
map00562	N13.HOG0009742
map01100	N13.HOG0009742
map04015	N13.HOG0009742
map04020	N13.HOG0009742
map04022	N13.HOG0009742
map04062	N13.HOG0009742
map04070	N13.HOG0009742
map04071	N13.HOG0009742
map04072	N13.HOG0009742
map04261	N13.HOG0009742
map04270	N13.HOG0009742
map04310	N13.HOG0009742
map04371	N13.HOG0009742
map04540	N13.HOG0009742
map04611	N13.HOG0009742
map04621	N13.HOG0009742
map04713	N13.HOG0009742
map04720	N13.HOG0009742
map04723	N13.HOG0009742
map04724	N13.HOG0009742
map04725	N13.HOG0009742
map04726	N13.HOG0009742
map04728	N13.HOG0009742
map04730	N13.HOG0009742
map04745	N13.HOG0009742
map04750	N13.HOG0009742
map04911	N13.HOG0009742
map04912	N13.HOG0009742
map04915	N13.HOG0009742
map04916	N13.HOG0009742
map04918	N13.HOG0009742
map04919	N13.HOG0009742
map04921	N13.HOG0009742
map04922	N13.HOG0009742
map04924	N13.HOG0009742
map04925	N13.HOG0009742
map04926	N13.HOG0009742
map04927	N13.HOG0009742
map04933	N13.HOG0009742
map04934	N13.HOG0009742
map04961	N13.HOG0009742
map04970	N13.HOG0009742
map04971	N13.HOG0009742
map04972	N13.HOG0009742
map05010	N13.HOG0009742
map05016	N13.HOG0009742
map05142	N13.HOG0009742
map05143	N13.HOG0009742
map05146	N13.HOG0009742
map05200	N13.HOG0009742
map00230	N13.HOG0009744
map01100	N13.HOG0009744
map04621	N13.HOG0009746
map04622	N13.HOG0009746
map04623	N13.HOG0009746
map03013	N13.HOG0009747
map03015	N13.HOG0009747
map00190	N13.HOG0009749
map01100	N13.HOG0009749
map04714	N13.HOG0009749
map04723	N13.HOG0009749
map04932	N13.HOG0009749
map05010	N13.HOG0009749
map05012	N13.HOG0009749
map05016	N13.HOG0009749
map03010	N13.HOG0009752
map03013	N13.HOG0009757
map03015	N13.HOG0009757
map04341	N13.HOG0009760
map00670	N13.HOG0009761
map00790	N13.HOG0009761
map01100	N13.HOG0009761
map01523	N13.HOG0009761
map00310	N13.HOG0009765
map01100	N13.HOG0009765
map04120	N13.HOG0009767
map04141	N13.HOG0009769
map04714	N13.HOG0009775
map05225	N13.HOG0009775
map00230	N13.HOG0009778
map00240	N13.HOG0009778
map01100	N13.HOG0009778
map03020	N13.HOG0009778
map04623	N13.HOG0009778
map05169	N13.HOG0009778
map05202	N13.HOG0009780
map03050	N13.HOG0009781
map03030	N13.HOG0009785
map00190	N13.HOG0009787
map01100	N13.HOG0009787
map04714	N13.HOG0009787
map05010	N13.HOG0009787
map05012	N13.HOG0009787
map05016	N13.HOG0009787
map00860	N13.HOG0009790
map01100	N13.HOG0009790
map01110	N13.HOG0009790
map01120	N13.HOG0009790
map04010	N13.HOG0009792
map04013	N13.HOG0009792
map04014	N13.HOG0009792
map04360	N13.HOG0009792
map04110	N13.HOG0009793
map03008	N13.HOG0009798
map01524	N13.HOG0009800
map04210	N13.HOG0009800
map04215	N13.HOG0009800
map04390	N13.HOG0009800
map05161	N13.HOG0009800
map05200	N13.HOG0009800
map05210	N13.HOG0009800
map04340	N13.HOG0009802
map04110	N13.HOG0009803
map04111	N13.HOG0009803
map04113	N13.HOG0009803
map04068	N13.HOG0009804
map04110	N13.HOG0009804
map04114	N13.HOG0009804
map04115	N13.HOG0009804
map04151	N13.HOG0009804
map04218	N13.HOG0009804
map04914	N13.HOG0009804
map04934	N13.HOG0009804
map05161	N13.HOG0009804
map05162	N13.HOG0009804
map05165	N13.HOG0009804
map05168	N13.HOG0009804
map05169	N13.HOG0009804
map05200	N13.HOG0009804
map05203	N13.HOG0009804
map05215	N13.HOG0009804
map05222	N13.HOG0009804
map05226	N13.HOG0009804
map04013	N13.HOG0009808
map04115	N13.HOG0009808
map04120	N13.HOG0009808
map04310	N13.HOG0009808
map04721	N13.HOG0009809
map03040	N13.HOG0009810
map00562	N13.HOG0009811
map01100	N13.HOG0009811
map04070	N13.HOG0009811
map00562	N13.HOG0009814
map01100	N13.HOG0009814
map04070	N13.HOG0009814
map04972	N13.HOG0009815
map04111	N13.HOG0009817
map04390	N13.HOG0009817
map04391	N13.HOG0009817
map04392	N13.HOG0009817
map01521	N13.HOG0009820
map03013	N13.HOG0009820
map04066	N13.HOG0009820
map04150	N13.HOG0009820
map04151	N13.HOG0009820
map04211	N13.HOG0009820
map04910	N13.HOG0009820
map00310	N13.HOG0009822
map01100	N13.HOG0009822
map01110	N13.HOG0009822
map01130	N13.HOG0009822
map03018	N13.HOG0009823
map03040	N13.HOG0009823
map04144	N13.HOG0009827
map04666	N13.HOG0009827
map04810	N13.HOG0009827
map05100	N13.HOG0009827
map05130	N13.HOG0009827
map05131	N13.HOG0009827
map05132	N13.HOG0009827
map00670	N13.HOG0009828
map00720	N13.HOG0009828
map01100	N13.HOG0009828
map01120	N13.HOG0009828
map01200	N13.HOG0009828
map01523	N13.HOG0009828
map04962	N13.HOG0009835
map04010	N13.HOG0009836
map04014	N13.HOG0009836
map04024	N13.HOG0009836
map04072	N13.HOG0009836
map04137	N13.HOG0009836
map04140	N13.HOG0009836
map04218	N13.HOG0009836
map04371	N13.HOG0009836
map04810	N13.HOG0009836
map05166	N13.HOG0009836
map05205	N13.HOG0009836
map04060	N13.HOG0009837
map04350	N13.HOG0009837
map04360	N13.HOG0009837
map04390	N13.HOG0009837
map04550	N13.HOG0009837
map05206	N13.HOG0009837
map05418	N13.HOG0009837
map00190	N13.HOG0009839
map01100	N13.HOG0009839
map04714	N13.HOG0009839
map04723	N13.HOG0009839
map04932	N13.HOG0009839
map05010	N13.HOG0009839
map05012	N13.HOG0009839
map05016	N13.HOG0009839
map03022	N13.HOG0009847
map00230	N13.HOG0009854
map01100	N13.HOG0009854
map00020	N13.HOG0009855
map00310	N13.HOG0009855
map01100	N13.HOG0009855
map01110	N13.HOG0009855
map01120	N13.HOG0009855
map01130	N13.HOG0009855
map01200	N13.HOG0009855
map00970	N13.HOG0009857
map01524	N13.HOG0009858
map04978	N13.HOG0009858
map05202	N13.HOG0009859
map04010	N13.HOG0009865
map04013	N13.HOG0009865
map04022	N13.HOG0009865
map04371	N13.HOG0009865
map04921	N13.HOG0009865
map05202	N13.HOG0009865
map05418	N13.HOG0009865
map04136	N13.HOG0009867
map04138	N13.HOG0009867
map04140	N13.HOG0009867
map04150	N13.HOG0009867
map04151	N13.HOG0009867
map04714	N13.HOG0009867
map00564	N13.HOG0009870
map00565	N13.HOG0009870
map00590	N13.HOG0009870
map00591	N13.HOG0009870
map00592	N13.HOG0009870
map01100	N13.HOG0009870
map01110	N13.HOG0009870
map04014	N13.HOG0009870
map04270	N13.HOG0009870
map04972	N13.HOG0009870
map04975	N13.HOG0009870
map00860	N13.HOG0009872
map01100	N13.HOG0009872
map01110	N13.HOG0009872
map04146	N13.HOG0009874
map05322	N13.HOG0009875
map00230	N13.HOG0009877
map00240	N13.HOG0009877
map01100	N13.HOG0009877
map03020	N13.HOG0009877
map03013	N13.HOG0009880
map03013	N13.HOG0009881
map04144	N13.HOG0009882
map03018	N13.HOG0009884
map04152	N13.HOG0009888
map04919	N13.HOG0009888
map04931	N13.HOG0009888
map00563	N13.HOG0009895
map01100	N13.HOG0009895
map04136	N13.HOG0009896
map04138	N13.HOG0009896
map04140	N13.HOG0009896
map03013	N13.HOG0009897
map03040	N13.HOG0009903
map00670	N13.HOG0009904
map01100	N13.HOG0009904
map04144	N13.HOG0009905
map04217	N13.HOG0009905
map04360	N13.HOG0009906
map00860	N13.HOG0009911
map01100	N13.HOG0009911
map01110	N13.HOG0009911
map04013	N13.HOG0009919
map04320	N13.HOG0009919
map05202	N13.HOG0009919
map00970	N13.HOG0009922
map04310	N13.HOG0009926
map04350	N13.HOG0009926
map00565	N13.HOG0009931
map04550	N13.HOG0009932
map05202	N13.HOG0009932
map05206	N13.HOG0009932
map03010	N13.HOG0009933
map04120	N13.HOG0009935
map04141	N13.HOG0009935
map04136	N13.HOG0009938
map04140	N13.HOG0009938
map04211	N13.HOG0009938
map03410	N13.HOG0009939
map04144	N13.HOG0009946
map00563	N13.HOG0009947
map01100	N13.HOG0009947
map03060	N13.HOG0009949
map03010	N13.HOG0009950
map04810	N13.HOG0009954
map04330	N13.HOG0009960
map00340	N13.HOG0009961
map00970	N13.HOG0009962
map01100	N13.HOG0009962
map04721	N13.HOG0009963
map04723	N13.HOG0009963
map04727	N13.HOG0009963
map05032	N13.HOG0009963
map05033	N13.HOG0009963
map04136	N13.HOG0009966
map04138	N13.HOG0009966
map04140	N13.HOG0009966
map04919	N13.HOG0009967
map04974	N13.HOG0009967
map03040	N13.HOG0009968
map04141	N13.HOG0009970
map04120	N13.HOG0009971
map03440	N13.HOG0009981
map04621	N13.HOG0009981
map00190	N13.HOG0009982
map01100	N13.HOG0009982
map04260	N13.HOG0009982
map04714	N13.HOG0009982
map04932	N13.HOG0009982
map05010	N13.HOG0009982
map05012	N13.HOG0009982
map05016	N13.HOG0009982
map00052	N13.HOG0009985
map00520	N13.HOG0009985
map01100	N13.HOG0009985
map04150	N13.HOG0009989
map04213	N13.HOG0009990
map00510	N13.HOG0009991
map00513	N13.HOG0009991
map01100	N13.HOG0009991
map04390	N13.HOG0009996
map04530	N13.HOG0009996
map05200	N13.HOG0010000
map05216	N13.HOG0010000
map04013	N13.HOG0010027
map03440	N13.HOG0010036
map04010	N13.HOG0010039
map04011	N13.HOG0010039
map04014	N13.HOG0010039
map04015	N13.HOG0010039
map04062	N13.HOG0010039
map04144	N13.HOG0010039
map04360	N13.HOG0010039
map04370	N13.HOG0010039
map04510	N13.HOG0010039
map04520	N13.HOG0010039
map04530	N13.HOG0010039
map04660	N13.HOG0010039
map04666	N13.HOG0010039
map04670	N13.HOG0010039
map04722	N13.HOG0010039
map04810	N13.HOG0010039
map04912	N13.HOG0010039
map04932	N13.HOG0010039
map04933	N13.HOG0010039
map05100	N13.HOG0010039
map05120	N13.HOG0010039
map05130	N13.HOG0010039
map05131	N13.HOG0010039
map05132	N13.HOG0010039
map05165	N13.HOG0010039
map05200	N13.HOG0010039
map05203	N13.HOG0010039
map05205	N13.HOG0010039
map05211	N13.HOG0010039
map05212	N13.HOG0010039
map04910	N13.HOG0010043
map04931	N13.HOG0010043
map00520	N13.HOG0010045
map01100	N13.HOG0010045
map03008	N13.HOG0010047
map03013	N13.HOG0010047
map04010	N13.HOG0010057
map04064	N13.HOG0010057
map04620	N13.HOG0010057
map04621	N13.HOG0010057
map04624	N13.HOG0010057
map04722	N13.HOG0010057
map05133	N13.HOG0010057
map05140	N13.HOG0010057
map05142	N13.HOG0010057
map05145	N13.HOG0010057
map05152	N13.HOG0010057
map05162	N13.HOG0010057
map05164	N13.HOG0010057
map03050	N13.HOG0010058
map04210	N13.HOG0010061
map04341	N13.HOG0010066
map04550	N13.HOG0010069
map04120	N13.HOG0010072
map00531	N13.HOG0010075
map01100	N13.HOG0010075
map04142	N13.HOG0010075
map04144	N13.HOG0010079
map04212	N13.HOG0010079
map00230	N13.HOG0010080
map04024	N13.HOG0010080
map05032	N13.HOG0010080
map00130	N13.HOG0010081
map01110	N13.HOG0010081
map00020	N13.HOG0010084
map00630	N13.HOG0010084
map00720	N13.HOG0010084
map01100	N13.HOG0010084
map01110	N13.HOG0010084
map01120	N13.HOG0010084
map01130	N13.HOG0010084
map01200	N13.HOG0010084
map01210	N13.HOG0010084
map01230	N13.HOG0010084
map04150	N13.HOG0010085
map00230	N13.HOG0010086
map00240	N13.HOG0010086
map01100	N13.HOG0010086
map03020	N13.HOG0010086
map05016	N13.HOG0010086
map05169	N13.HOG0010086
map04120	N13.HOG0010087
map05200	N13.HOG0010087
map05225	N13.HOG0010087
map05418	N13.HOG0010087
map04640	N13.HOG0010089
map01521	N13.HOG0010092
map01522	N13.HOG0010092
map04010	N13.HOG0010092
map04012	N13.HOG0010092
map04013	N13.HOG0010092
map04014	N13.HOG0010092
map04062	N13.HOG0010092
map04068	N13.HOG0010092
map04072	N13.HOG0010092
map04150	N13.HOG0010092
map04151	N13.HOG0010092
map04320	N13.HOG0010092
map04380	N13.HOG0010092
map04510	N13.HOG0010092
map04540	N13.HOG0010092
map04550	N13.HOG0010092
map04630	N13.HOG0010092
map04650	N13.HOG0010092
map04660	N13.HOG0010092
map04662	N13.HOG0010092
map04664	N13.HOG0010092
map04714	N13.HOG0010092
map04722	N13.HOG0010092
map04910	N13.HOG0010092
map04912	N13.HOG0010092
