term	gene
map05200	N13.HOG0006149
map05203	N13.HOG0006149
map05205	N13.HOG0006149
map05206	N13.HOG0006149
map05210	N13.HOG0006149
map05211	N13.HOG0006149
map05212	N13.HOG0006149
map05213	N13.HOG0006149
map05214	N13.HOG0006149
map05215	N13.HOG0006149
map05216	N13.HOG0006149
map05218	N13.HOG0006149
map05219	N13.HOG0006149
map05220	N13.HOG0006149
map05221	N13.HOG0006149
map05223	N13.HOG0006149
map05224	N13.HOG0006149
map05225	N13.HOG0006149
map05226	N13.HOG0006149
map05230	N13.HOG0006149
map05231	N13.HOG0006149
map04320	N13.HOG0006151
map03022	N13.HOG0006152
map00310	N13.HOG0006155
map00564	N13.HOG0006155
map01100	N13.HOG0006155
map00601	N13.HOG0006157
map01100	N13.HOG0006157
map05206	N13.HOG0006158
map04114	N13.HOG0006159
map04914	N13.HOG0006159
map04657	N13.HOG0006161
map04010	N13.HOG0006163
map04012	N13.HOG0006163
map04013	N13.HOG0006163
map04620	N13.HOG0006163
map04664	N13.HOG0006163
map04668	N13.HOG0006163
map04912	N13.HOG0006163
map04926	N13.HOG0006163
map05120	N13.HOG0006163
map05142	N13.HOG0006163
map05161	N13.HOG0006163
map05164	N13.HOG0006163
map05166	N13.HOG0006163
map05167	N13.HOG0006163
map05169	N13.HOG0006163
map05418	N13.HOG0006163
map04080	N13.HOG0006165
map04723	N13.HOG0006165
map04727	N13.HOG0006165
map04742	N13.HOG0006165
map05032	N13.HOG0006165
map05033	N13.HOG0006165
map04740	N13.HOG0006166
map04068	N13.HOG0006167
map05168	N13.HOG0006167
map05169	N13.HOG0006167
map05203	N13.HOG0006167
map03013	N13.HOG0006168
map00030	N13.HOG0006169
map00230	N13.HOG0006169
map01100	N13.HOG0006169
map01110	N13.HOG0006169
map01120	N13.HOG0006169
map01130	N13.HOG0006169
map01200	N13.HOG0006169
map01230	N13.HOG0006169
map04020	N13.HOG0006173
map04024	N13.HOG0006173
map04080	N13.HOG0006173
map04151	N13.HOG0006173
map04725	N13.HOG0006173
map04742	N13.HOG0006173
map04810	N13.HOG0006173
map04911	N13.HOG0006173
map04970	N13.HOG0006173
map04971	N13.HOG0006173
map04972	N13.HOG0006173
map00010	N13.HOG0006174
map00051	N13.HOG0006174
map00052	N13.HOG0006174
map00500	N13.HOG0006174
map00520	N13.HOG0006174
map00521	N13.HOG0006174
map00524	N13.HOG0006174
map01100	N13.HOG0006174
map01110	N13.HOG0006174
map01120	N13.HOG0006174
map01130	N13.HOG0006174
map01200	N13.HOG0006174
map04066	N13.HOG0006174
map04910	N13.HOG0006174
map04911	N13.HOG0006174
map04917	N13.HOG0006174
map04922	N13.HOG0006174
map04930	N13.HOG0006174
map04950	N13.HOG0006174
map04973	N13.HOG0006174
map05230	N13.HOG0006174
map04010	N13.HOG0006179
map04218	N13.HOG0006179
map04370	N13.HOG0006179
map04722	N13.HOG0006179
map05167	N13.HOG0006179
map05203	N13.HOG0006179
map00561	N13.HOG0006180
map00564	N13.HOG0006180
map01100	N13.HOG0006180
map01110	N13.HOG0006180
map00601	N13.HOG0006182
map01100	N13.HOG0006182
map01521	N13.HOG0006185
map04012	N13.HOG0006185
map04062	N13.HOG0006185
map04110	N13.HOG0006185
map04150	N13.HOG0006185
map04151	N13.HOG0006185
map04310	N13.HOG0006185
map04340	N13.HOG0006185
map04341	N13.HOG0006185
map04360	N13.HOG0006185
map04390	N13.HOG0006185
map04510	N13.HOG0006185
map04550	N13.HOG0006185
map04657	N13.HOG0006185
map04660	N13.HOG0006185
map04662	N13.HOG0006185
map04711	N13.HOG0006185
map04722	N13.HOG0006185
map04728	N13.HOG0006185
map04910	N13.HOG0006185
map04916	N13.HOG0006185
map04917	N13.HOG0006185
map04919	N13.HOG0006185
map04931	N13.HOG0006185
map04932	N13.HOG0006185
map04934	N13.HOG0006185
map05010	N13.HOG0006185
map05160	N13.HOG0006185
map05162	N13.HOG0006185
map05164	N13.HOG0006185
map05165	N13.HOG0006185
map05166	N13.HOG0006185
map05167	N13.HOG0006185
map05169	N13.HOG0006185
map05200	N13.HOG0006185
map05210	N13.HOG0006185
map05213	N13.HOG0006185
map05215	N13.HOG0006185
map05217	N13.HOG0006185
map05224	N13.HOG0006185
map05225	N13.HOG0006185
map05226	N13.HOG0006185
map04142	N13.HOG0006186
map03013	N13.HOG0006187
map04714	N13.HOG0006188
map05225	N13.HOG0006188
map00071	N13.HOG0006192
map01212	N13.HOG0006192
map03320	N13.HOG0006192
map04714	N13.HOG0006192
map03010	N13.HOG0006193
map04150	N13.HOG0006199
map04350	N13.HOG0006201
map04550	N13.HOG0006201
map04015	N13.HOG0006203
map04020	N13.HOG0006203
map04024	N13.HOG0006203
map04080	N13.HOG0006203
map04270	N13.HOG0006203
map05012	N13.HOG0006203
map05034	N13.HOG0006203
map00230	N13.HOG0006205
map00240	N13.HOG0006205
map04144	N13.HOG0006207
map04810	N13.HOG0006207
map05120	N13.HOG0006207
map04714	N13.HOG0006213
map05225	N13.HOG0006213
map04722	N13.HOG0006215
map00561	N13.HOG0006228
map00564	N13.HOG0006228
map01100	N13.HOG0006228
map01110	N13.HOG0006228
map04070	N13.HOG0006228
map04072	N13.HOG0006228
map05231	N13.HOG0006228
map00512	N13.HOG0006229
map01100	N13.HOG0006229
map03440	N13.HOG0006230
map03450	N13.HOG0006230
map04218	N13.HOG0006230
map00561	N13.HOG0006231
map00564	N13.HOG0006231
map01100	N13.HOG0006231
map01110	N13.HOG0006231
map00190	N13.HOG0006233
map01100	N13.HOG0006233
map04145	N13.HOG0006233
map04150	N13.HOG0006233
map04721	N13.HOG0006233
map04966	N13.HOG0006233
map05110	N13.HOG0006233
map05120	N13.HOG0006233
map05323	N13.HOG0006233
map03050	N13.HOG0006234
map00970	N13.HOG0006235
map04530	N13.HOG0006237
map04130	N13.HOG0006238
map04140	N13.HOG0006238
map03013	N13.HOG0006239
map04011	N13.HOG0006240
map04120	N13.HOG0006240
map04144	N13.HOG0006240
map04530	N13.HOG0006240
map04960	N13.HOG0006240
map05169	N13.HOG0006240
map04623	N13.HOG0006242
map00510	N13.HOG0006243
map00513	N13.HOG0006243
map01100	N13.HOG0006243
map01040	N13.HOG0006245
map01212	N13.HOG0006245
map03320	N13.HOG0006245
map04152	N13.HOG0006245
map04212	N13.HOG0006245
map03010	N13.HOG0006260
map00260	N13.HOG0006264
map00630	N13.HOG0006264
map01100	N13.HOG0006264
map01110	N13.HOG0006264
map01130	N13.HOG0006264
map01200	N13.HOG0006264
map03013	N13.HOG0006270
map00190	N13.HOG0006272
map01100	N13.HOG0006272
map04142	N13.HOG0006272
map04145	N13.HOG0006272
map05110	N13.HOG0006272
map05120	N13.HOG0006272
map05152	N13.HOG0006272
map05161	N13.HOG0006272
map05323	N13.HOG0006272
map03010	N13.HOG0006274
map03040	N13.HOG0006275
map04139	N13.HOG0006275
map05322	N13.HOG0006275
map00230	N13.HOG0006276
map01100	N13.HOG0006276
map01110	N13.HOG0006276
map01130	N13.HOG0006276
map00510	N13.HOG0006278
map00513	N13.HOG0006278
map01100	N13.HOG0006278
map03450	N13.HOG0006280
map00564	N13.HOG0006281
map01110	N13.HOG0006281
map04145	N13.HOG0006282
map05152	N13.HOG0006282
map00561	N13.HOG0006283
map01100	N13.HOG0006283
map05010	N13.HOG0006285
map04978	N13.HOG0006288
map03013	N13.HOG0006291
map04212	N13.HOG0006293
map04213	N13.HOG0006293
map04950	N13.HOG0006293
map04015	N13.HOG0006295
map04062	N13.HOG0006295
map04510	N13.HOG0006295
map04670	N13.HOG0006295
map04810	N13.HOG0006295
map05100	N13.HOG0006295
map00010	N13.HOG0006298
map00030	N13.HOG0006298
map00500	N13.HOG0006298
map00520	N13.HOG0006298
map01100	N13.HOG0006298
map01110	N13.HOG0006298
map01120	N13.HOG0006298
map01130	N13.HOG0006298
map01200	N13.HOG0006298
map03010	N13.HOG0006300
map04724	N13.HOG0006301
map04390	N13.HOG0006304
map04520	N13.HOG0006304
map04670	N13.HOG0006304
map05100	N13.HOG0006304
map05200	N13.HOG0006304
map05213	N13.HOG0006304
map05226	N13.HOG0006304
map05412	N13.HOG0006304
map00440	N13.HOG0006305
map00564	N13.HOG0006305
map00565	N13.HOG0006305
map01100	N13.HOG0006305
map01110	N13.HOG0006305
map05231	N13.HOG0006305
map00790	N13.HOG0006306
map01523	N13.HOG0006311
map04010	N13.HOG0006311
map04014	N13.HOG0006311
map04024	N13.HOG0006311
map04062	N13.HOG0006311
map04064	N13.HOG0006311
map04066	N13.HOG0006311
map04071	N13.HOG0006311
map04151	N13.HOG0006311
map04210	N13.HOG0006311
map04211	N13.HOG0006311
map04218	N13.HOG0006311
map04380	N13.HOG0006311
map04620	N13.HOG0006311
map04621	N13.HOG0006311
map04622	N13.HOG0006311
map04623	N13.HOG0006311
map04624	N13.HOG0006311
map04657	N13.HOG0006311
map04658	N13.HOG0006311
map04659	N13.HOG0006311
map04660	N13.HOG0006311
map04662	N13.HOG0006311
map04668	N13.HOG0006311
map04722	N13.HOG0006311
map04917	N13.HOG0006311
map04920	N13.HOG0006311
map04926	N13.HOG0006311
map04931	N13.HOG0006311
map04932	N13.HOG0006311
map04933	N13.HOG0006311
map05030	N13.HOG0006311
map05120	N13.HOG0006311
map05131	N13.HOG0006311
map05132	N13.HOG0006311
map05133	N13.HOG0006311
map05134	N13.HOG0006311
map05140	N13.HOG0006311
map05142	N13.HOG0006311
map05145	N13.HOG0006311
map05146	N13.HOG0006311
map05152	N13.HOG0006311
map05160	N13.HOG0006311
map05161	N13.HOG0006311
map05162	N13.HOG0006311
map05164	N13.HOG0006311
map05165	N13.HOG0006311
map05166	N13.HOG0006311
map05167	N13.HOG0006311
map05168	N13.HOG0006311
map05169	N13.HOG0006311
map05200	N13.HOG0006311
map05202	N13.HOG0006311
map05203	N13.HOG0006311
map05206	N13.HOG0006311
map05212	N13.HOG0006311
map05215	N13.HOG0006311
map05220	N13.HOG0006311
map05221	N13.HOG0006311
map05222	N13.HOG0006311
map05224	N13.HOG0006311
map05321	N13.HOG0006311
map05418	N13.HOG0006311
map03013	N13.HOG0006313
map00901	N13.HOG0006314
map01100	N13.HOG0006314
map01110	N13.HOG0006314
map00230	N13.HOG0006315
map00250	N13.HOG0006315
map01100	N13.HOG0006315
map01110	N13.HOG0006315
map01130	N13.HOG0006315
map00230	N13.HOG0006316
map00240	N13.HOG0006316
map00983	N13.HOG0006316
map01100	N13.HOG0006316
map01110	N13.HOG0006316
map01130	N13.HOG0006316
map04016	N13.HOG0006316
map04390	N13.HOG0006335
map04391	N13.HOG0006335
map04530	N13.HOG0006335
map05165	N13.HOG0006335
map03018	N13.HOG0006337
map04014	N13.HOG0006338
map04015	N13.HOG0006338
map04020	N13.HOG0006338
map04024	N13.HOG0006338
map04080	N13.HOG0006338
map04713	N13.HOG0006338
map04720	N13.HOG0006338
map04724	N13.HOG0006338
map05010	N13.HOG0006338
map05014	N13.HOG0006338
map05016	N13.HOG0006338
map05030	N13.HOG0006338
map05031	N13.HOG0006338
map05033	N13.HOG0006338
map05034	N13.HOG0006338
map03010	N13.HOG0006344
map05010	N13.HOG0006344
map04260	N13.HOG0006345
map04261	N13.HOG0006345
map04371	N13.HOG0006345
map05410	N13.HOG0006345
map05414	N13.HOG0006345
map05100	N13.HOG0006348
map04010	N13.HOG0006349
map04210	N13.HOG0006349
map05014	N13.HOG0006349
map05168	N13.HOG0006349
map03040	N13.HOG0006354
map04979	N13.HOG0006355
map05010	N13.HOG0006356
map04150	N13.HOG0006358
map04111	N13.HOG0006359
map04113	N13.HOG0006359
map03040	N13.HOG0006360
map04919	N13.HOG0006361
map04144	N13.HOG0006362
map03010	N13.HOG0006365
map03015	N13.HOG0006368
map01524	N13.HOG0006373
map03430	N13.HOG0006373
map05200	N13.HOG0006373
map05210	N13.HOG0006373
map04110	N13.HOG0006374
map04111	N13.HOG0006374
map04113	N13.HOG0006374
map00900	N13.HOG0006377
map01110	N13.HOG0006377
map04714	N13.HOG0006378
map05225	N13.HOG0006378
map03010	N13.HOG0006379
map04141	N13.HOG0006381
map03008	N13.HOG0006384
map04130	N13.HOG0006386
map04721	N13.HOG0006386
map04911	N13.HOG0006386
map05031	N13.HOG0006386
map04514	N13.HOG0006389
map03440	N13.HOG0006392
map00230	N13.HOG0006393
map00240	N13.HOG0006393
map01100	N13.HOG0006393
map03020	N13.HOG0006393
map05016	N13.HOG0006393
map05168	N13.HOG0006393
map05169	N13.HOG0006393
map00500	N13.HOG0006394
map01100	N13.HOG0006394
map03013	N13.HOG0006395
map00190	N13.HOG0006396
map01100	N13.HOG0006396
map04714	N13.HOG0006396
map04723	N13.HOG0006396
map04932	N13.HOG0006396
map05010	N13.HOG0006396
map05012	N13.HOG0006396
map05016	N13.HOG0006396
map04137	N13.HOG0006398
map04140	N13.HOG0006398
map04141	N13.HOG0006398
map04210	N13.HOG0006398
map04214	N13.HOG0006398
map04932	N13.HOG0006398
map05010	N13.HOG0006398
map05160	N13.HOG0006398
map05162	N13.HOG0006398
map05164	N13.HOG0006398
map05168	N13.HOG0006398
map05169	N13.HOG0006398
map03060	N13.HOG0006399
map04146	N13.HOG0006399
map00190	N13.HOG0006400
map01100	N13.HOG0006400
map04714	N13.HOG0006400
map05010	N13.HOG0006400
map05012	N13.HOG0006400
map05016	N13.HOG0006400
map03060	N13.HOG0006409
map04934	N13.HOG0006411
map05034	N13.HOG0006415
map05165	N13.HOG0006415
map05203	N13.HOG0006415
map03008	N13.HOG0006416
map04979	N13.HOG0006419
map04144	N13.HOG0006421
map04979	N13.HOG0006421
map04066	N13.HOG0006423
map04120	N13.HOG0006423
map05200	N13.HOG0006423
map05211	N13.HOG0006423
map04330	N13.HOG0006424
map05010	N13.HOG0006424
map00970	N13.HOG0006425
map04150	N13.HOG0006426
map03050	N13.HOG0006427
map05169	N13.HOG0006427
map04114	N13.HOG0006428
map04914	N13.HOG0006428
map00513	N13.HOG0006430
map00515	N13.HOG0006430
map00601	N13.HOG0006430
map01100	N13.HOG0006430
map04218	N13.HOG0006431
map03013	N13.HOG0006437
map05164	N13.HOG0006437
map03008	N13.HOG0006438
map03015	N13.HOG0006439
map03013	N13.HOG0006441
map03015	N13.HOG0006441
map04621	N13.HOG0006442
map00220	N13.HOG0006443
map00330	N13.HOG0006443
map01100	N13.HOG0006443
map01110	N13.HOG0006443
map04020	N13.HOG0006443
map04022	N13.HOG0006443
map04066	N13.HOG0006443
map04071	N13.HOG0006443
map04145	N13.HOG0006443
map04146	N13.HOG0006443
map04151	N13.HOG0006443
map04370	N13.HOG0006443
map04371	N13.HOG0006443
map04611	N13.HOG0006443
map04713	N13.HOG0006443
map04730	N13.HOG0006443
map04915	N13.HOG0006443
map04921	N13.HOG0006443
map04926	N13.HOG0006443
map04931	N13.HOG0006443
map04933	N13.HOG0006443
map04970	N13.HOG0006443
map05010	N13.HOG0006443
map05014	N13.HOG0006443
map05132	N13.HOG0006443
map05133	N13.HOG0006443
map05140	N13.HOG0006443
map05142	N13.HOG0006443
map05145	N13.HOG0006443
map05146	N13.HOG0006443
map05152	N13.HOG0006443
map05200	N13.HOG0006443
map05222	N13.HOG0006443
map05418	N13.HOG0006443
map03040	N13.HOG0006444
map03010	N13.HOG0006445
map00010	N13.HOG0006450
map00030	N13.HOG0006450
map00051	N13.HOG0006450
map00052	N13.HOG0006450
map00680	N13.HOG0006450
map01100	N13.HOG0006450
map01110	N13.HOG0006450
map01120	N13.HOG0006450
map01130	N13.HOG0006450
map01200	N13.HOG0006450
map01230	N13.HOG0006450
map03018	N13.HOG0006450
map04152	N13.HOG0006450
map05230	N13.HOG0006450
map00380	N13.HOG0006453
map00450	N13.HOG0006453
map01100	N13.HOG0006453
map05204	N13.HOG0006453
map03430	N13.HOG0006459
map03022	N13.HOG0006461
map05016	N13.HOG0006461
map05165	N13.HOG0006461
map05166	N13.HOG0006461
map05168	N13.HOG0006461
map05169	N13.HOG0006461
map05203	N13.HOG0006461
map00020	N13.HOG0006463
map00190	N13.HOG0006463
map01100	N13.HOG0006463
map01110	N13.HOG0006463
map01120	N13.HOG0006463
map01130	N13.HOG0006463
map01200	N13.HOG0006463
map04714	N13.HOG0006463
map04932	N13.HOG0006463
map05010	N13.HOG0006463
map05012	N13.HOG0006463
map05016	N13.HOG0006463
map00480	N13.HOG0006464
map03022	N13.HOG0006467
map03420	N13.HOG0006467
map05203	N13.HOG0006467
map00230	N13.HOG0006468
map00240	N13.HOG0006468
map03010	N13.HOG0006471
map03010	N13.HOG0006472
map04110	N13.HOG0006477
map04111	N13.HOG0006477
map04113	N13.HOG0006477
map04114	N13.HOG0006477
map04120	N13.HOG0006477
map04914	N13.HOG0006477
map05166	N13.HOG0006477
map04141	N13.HOG0006479
map00230	N13.HOG0006481
map00670	N13.HOG0006481
map01100	N13.HOG0006481
map01110	N13.HOG0006481
map01130	N13.HOG0006481
map01523	N13.HOG0006481
map04110	N13.HOG0006482
map04111	N13.HOG0006482
map04115	N13.HOG0006482
map04218	N13.HOG0006482
map05166	N13.HOG0006482
map00010	N13.HOG0006483
map00053	N13.HOG0006483
map00071	N13.HOG0006483
map00260	N13.HOG0006483
map00280	N13.HOG0006483
map00310	N13.HOG0006483
map00330	N13.HOG0006483
map00340	N13.HOG0006483
map00380	N13.HOG0006483
map00410	N13.HOG0006483
map00561	N13.HOG0006483
map00620	N13.HOG0006483
map01100	N13.HOG0006483
map01110	N13.HOG0006483
map01120	N13.HOG0006483
map01130	N13.HOG0006483
map04940	N13.HOG0006485
map03018	N13.HOG0006491
map03013	N13.HOG0006492
map00860	N13.HOG0006494
map00970	N13.HOG0006494
map01100	N13.HOG0006494
map01110	N13.HOG0006494
map01120	N13.HOG0006494
map00051	N13.HOG0006495
map00520	N13.HOG0006495
map01100	N13.HOG0006495
map01110	N13.HOG0006495
map00520	N13.HOG0006496
map01100	N13.HOG0006496
map01130	N13.HOG0006496
map03008	N13.HOG0006497
map03008	N13.HOG0006498
map03040	N13.HOG0006499
map04330	N13.HOG0006499
map05169	N13.HOG0006499
map05203	N13.HOG0006499
map05030	N13.HOG0006500
map04080	N13.HOG0006501
map05206	N13.HOG0006503
map05165	N13.HOG0006506
map03015	N13.HOG0006507
map04214	N13.HOG0006512
map04320	N13.HOG0006513
map04390	N13.HOG0006513
map03440	N13.HOG0006515
map03460	N13.HOG0006515
map00830	N13.HOG0006517
map01100	N13.HOG0006517
map00230	N13.HOG0006518
map00240	N13.HOG0006518
map00760	N13.HOG0006518
map01100	N13.HOG0006518
map01110	N13.HOG0006518
map00230	N13.HOG0006521
map00240	N13.HOG0006521
map03020	N13.HOG0006521
map04623	N13.HOG0006521
map05169	N13.HOG0006521
map04144	N13.HOG0006522
map04728	N13.HOG0006522
map00190	N13.HOG0006523
map01100	N13.HOG0006523
map04714	N13.HOG0006523
map05010	N13.HOG0006523
map05012	N13.HOG0006523
map05016	N13.HOG0006523
map00020	N13.HOG0006524
map00620	N13.HOG0006524
map00720	N13.HOG0006524
map01100	N13.HOG0006524
map01110	N13.HOG0006524
map01120	N13.HOG0006524
map01130	N13.HOG0006524
map01200	N13.HOG0006524
map04934	N13.HOG0006524
map05200	N13.HOG0006524
map05211	N13.HOG0006524
map04110	N13.HOG0006525
map04111	N13.HOG0006525
map04113	N13.HOG0006525
map04114	N13.HOG0006525
map03018	N13.HOG0006526
map00750	N13.HOG0006530
map01100	N13.HOG0006530
map04310	N13.HOG0006533
map04391	N13.HOG0006535
map03013	N13.HOG0006539
map03015	N13.HOG0006539
map03040	N13.HOG0006539
map05168	N13.HOG0006539
map00220	N13.HOG0006541
map00250	N13.HOG0006541
map00471	N13.HOG0006541
map01100	N13.HOG0006541
map04724	N13.HOG0006541
map04727	N13.HOG0006541
map04964	N13.HOG0006541
map05206	N13.HOG0006541
map05230	N13.HOG0006541
map00900	N13.HOG0006542
map01100	N13.HOG0006542
map01110	N13.HOG0006542
map01130	N13.HOG0006542
map01521	N13.HOG0006544
map04010	N13.HOG0006544
map04014	N13.HOG0006544
map04015	N13.HOG0006544
map04060	N13.HOG0006544
map04072	N13.HOG0006544
map04151	N13.HOG0006544
map04510	N13.HOG0006544
map04540	N13.HOG0006544
map04630	N13.HOG0006544
map04810	N13.HOG0006544
map04926	N13.HOG0006544
map04933	N13.HOG0006544
map05166	N13.HOG0006544
map05167	N13.HOG0006544
map05200	N13.HOG0006544
map05202	N13.HOG0006544
map05206	N13.HOG0006544
map05211	N13.HOG0006544
map05214	N13.HOG0006544
map05215	N13.HOG0006544
map05218	N13.HOG0006544
map05231	N13.HOG0006544
map05418	N13.HOG0006544
map04550	N13.HOG0006546
map04950	N13.HOG0006546
map04727	N13.HOG0006547
map03040	N13.HOG0006548
map04072	N13.HOG0006549
map04080	N13.HOG0006549
map04724	N13.HOG0006549
map05030	N13.HOG0006549
map04961	N13.HOG0006550
map04970	N13.HOG0006550
map04978	N13.HOG0006550
map04340	N13.HOG0006556
map04341	N13.HOG0006556
map04015	N13.HOG0006557
map04022	N13.HOG0006557
map04024	N13.HOG0006557
map04062	N13.HOG0006557
map04071	N13.HOG0006557
map04261	N13.HOG0006557
map04360	N13.HOG0006557
map04371	N13.HOG0006557
map04540	N13.HOG0006557
map04611	N13.HOG0006557
map04670	N13.HOG0006557
map04713	N13.HOG0006557
map04723	N13.HOG0006557
map04724	N13.HOG0006557
map04725	N13.HOG0006557
map04726	N13.HOG0006557
map04727	N13.HOG0006557
map04728	N13.HOG0006557
map04730	N13.HOG0006557
map04914	N13.HOG0006557
map04915	N13.HOG0006557
map04916	N13.HOG0006557
map04921	N13.HOG0006557
map04923	N13.HOG0006557
map04924	N13.HOG0006557
map04926	N13.HOG0006557
map04934	N13.HOG0006557
map04971	N13.HOG0006557
map05012	N13.HOG0006557
map05030	N13.HOG0006557
map05032	N13.HOG0006557
map05034	N13.HOG0006557
map05133	N13.HOG0006557
map05142	N13.HOG0006557
map05145	N13.HOG0006557
map05200	N13.HOG0006557
map04015	N13.HOG0006559
map04022	N13.HOG0006559
map04024	N13.HOG0006559
map04062	N13.HOG0006559
map04071	N13.HOG0006559
map04261	N13.HOG0006559
map04360	N13.HOG0006559
map04371	N13.HOG0006559
map04540	N13.HOG0006559
map04611	N13.HOG0006559
map04670	N13.HOG0006559
map04713	N13.HOG0006559
map04723	N13.HOG0006559
map04724	N13.HOG0006559
map04725	N13.HOG0006559
map04726	N13.HOG0006559
map04727	N13.HOG0006559
map04728	N13.HOG0006559
map04730	N13.HOG0006559
map04914	N13.HOG0006559
map04915	N13.HOG0006559
map04916	N13.HOG0006559
map04921	N13.HOG0006559
map04923	N13.HOG0006559
map04924	N13.HOG0006559
map04926	N13.HOG0006559
map04934	N13.HOG0006559
map04971	N13.HOG0006559
map05012	N13.HOG0006559
map05030	N13.HOG0006559
map05032	N13.HOG0006559
map05034	N13.HOG0006559
map05133	N13.HOG0006559
map05142	N13.HOG0006559
map05145	N13.HOG0006559
map05200	N13.HOG0006559
map04120	N13.HOG0006561
map04624	N13.HOG0006561
map04010	N13.HOG0006562
map04013	N13.HOG0006562
map04060	N13.HOG0006562
map04068	N13.HOG0006562
map04144	N13.HOG0006562
map04218	N13.HOG0006562
map04350	N13.HOG0006562
map04360	N13.HOG0006562
map04371	N13.HOG0006562
map04380	N13.HOG0006562
map04390	N13.HOG0006562
map04520	N13.HOG0006562
map04550	N13.HOG0006562
map04659	N13.HOG0006562
map04926	N13.HOG0006562
map04933	N13.HOG0006562
map05142	N13.HOG0006562
map05161	N13.HOG0006562
map05166	N13.HOG0006562
map05200	N13.HOG0006562
map05210	N13.HOG0006562
map05212	N13.HOG0006562
map05220	N13.HOG0006562
map05225	N13.HOG0006562
map05226	N13.HOG0006562
map05418	N13.HOG0006562
map00020	N13.HOG0006563
map01100	N13.HOG0006563
map01110	N13.HOG0006563
map01120	N13.HOG0006563
map01130	N13.HOG0006563
map01200	N13.HOG0006563
map01210	N13.HOG0006563
map01230	N13.HOG0006563
map05166	N13.HOG0006567
map00601	N13.HOG0006568
map01100	N13.HOG0006568
map04010	N13.HOG0006569
map04012	N13.HOG0006569
map04110	N13.HOG0006569
map04151	N13.HOG0006569
map04218	N13.HOG0006569
map04310	N13.HOG0006569
map04350	N13.HOG0006569
map04390	N13.HOG0006569
map04391	N13.HOG0006569
map04550	N13.HOG0006569
map04630	N13.HOG0006569
map04919	N13.HOG0006569
map05161	N13.HOG0006569
map05166	N13.HOG0006569
map05167	N13.HOG0006569
map05169	N13.HOG0006569
map05200	N13.HOG0006569
map05202	N13.HOG0006569
map05205	N13.HOG0006569
map05206	N13.HOG0006569
map05210	N13.HOG0006569
map05213	N13.HOG0006569
map05216	N13.HOG0006569
map05219	N13.HOG0006569
map05220	N13.HOG0006569
map05221	N13.HOG0006569
map05222	N13.HOG0006569
map05224	N13.HOG0006569
map05225	N13.HOG0006569
map05226	N13.HOG0006569
map05230	N13.HOG0006569
map00500	N13.HOG0006570
map01100	N13.HOG0006570
map01110	N13.HOG0006570
map02026	N13.HOG0006570
map04217	N13.HOG0006570
map04910	N13.HOG0006570
map04922	N13.HOG0006570
map04931	N13.HOG0006570
map00230	N13.HOG0006572
map00240	N13.HOG0006572
map01100	N13.HOG0006572
map03020	N13.HOG0006572
map04623	N13.HOG0006572
map05169	N13.HOG0006572
map00330	N13.HOG0006573
map01100	N13.HOG0006573
map01110	N13.HOG0006573
map01130	N13.HOG0006573
map01230	N13.HOG0006573
map01521	N13.HOG0006576
map01522	N13.HOG0006576
map01524	N13.HOG0006576
map04010	N13.HOG0006576
map04011	N13.HOG0006576
map04012	N13.HOG0006576
map04013	N13.HOG0006576
map04014	N13.HOG0006576
map04015	N13.HOG0006576
map04022	N13.HOG0006576
map04024	N13.HOG0006576
map04062	N13.HOG0006576
map04066	N13.HOG0006576
map04068	N13.HOG0006576
map04071	N13.HOG0006576
map04072	N13.HOG0006576
map04114	N13.HOG0006576
map04140	N13.HOG0006576
map04150	N13.HOG0006576
map04151	N13.HOG0006576
map04210	N13.HOG0006576
map04214	N13.HOG0006576
map04218	N13.HOG0006576
map04261	N13.HOG0006576
map04270	N13.HOG0006576
map04320	N13.HOG0006576
map04350	N13.HOG0006576
map04360	N13.HOG0006576
map04370	N13.HOG0006576
map04371	N13.HOG0006576
map04380	N13.HOG0006576
map04510	N13.HOG0006576
map04520	N13.HOG0006576
map04540	N13.HOG0006576
map04550	N13.HOG0006576
map04611	N13.HOG0006576
map04620	N13.HOG0006576
map04621	N13.HOG0006576
map04650	N13.HOG0006576
map04657	N13.HOG0006576
map04658	N13.HOG0006576
map04659	N13.HOG0006576
map04660	N13.HOG0006576
map04662	N13.HOG0006576
map04664	N13.HOG0006576
map04666	N13.HOG0006576
map04668	N13.HOG0006576
map04713	N13.HOG0006576
map04720	N13.HOG0006576
map04722	N13.HOG0006576
map04723	N13.HOG0006576
map04724	N13.HOG0006576
map04725	N13.HOG0006576
map04726	N13.HOG0006576
map04730	N13.HOG0006576
map04810	N13.HOG0006576
map04910	N13.HOG0006576
map04912	N13.HOG0006576
map04914	N13.HOG0006576
map04915	N13.HOG0006576
map04916	N13.HOG0006576
map04917	N13.HOG0006576
map04919	N13.HOG0006576
map04921	N13.HOG0006576
map04926	N13.HOG0006576
map04930	N13.HOG0006576
map04933	N13.HOG0006576
map04934	N13.HOG0006576
map04960	N13.HOG0006576
map05010	N13.HOG0006576
map05020	N13.HOG0006576
map05034	N13.HOG0006576
map05131	N13.HOG0006576
map05132	N13.HOG0006576
map05133	N13.HOG0006576
map05140	N13.HOG0006576
map05142	N13.HOG0006576
map05145	N13.HOG0006576
map05152	N13.HOG0006576
map05160	N13.HOG0006576
map05161	N13.HOG0006576
map05164	N13.HOG0006576
map05165	N13.HOG0006576
