XM_015317280.1	LOC107064514	LOC107064514
XM_015335837.1	LOC107074418	LOC107074418
XM_015335846.1	LOC107074418	LOC107074418
XR_001476887.1	LOC107074386	LOC107074386
XM_015335795.1	LOC107074386	LOC107074386
XM_015335789.1	LOC107074386	LOC107074386
XM_015335803.1	LOC107074386	LOC107074386
XM_015335780.1	LOC107074386	LOC107074386
XM_015335824.1	LOC107074386	LOC107074386
XM_015335815.1	LOC107074386	LOC107074386
XR_001476889.1	LOC107074427	LOC107074427
XM_015335866.1	LOC107074433	LOC107074433
XM_015335876.1	LOC107074433	LOC107074433
XM_015315969.1	LOC107063847	LOC107063847
XM_015315977.1	LOC107063847	LOC107063847
XR_001475420.1	LOC107063872	LOC107063872
XR_001475419.1	LOC107063864	LOC107063864
XM_015315989.1	LOC107063864	LOC107063864
XM_015316027.1	LOC107063882	LOC107063882
XM_015316015.1	LOC107063876	LOC107063876
XM_015334628.1	LOC107073839	LOC107073839
XR_001475433.1	LOC107063615	LOC107063615
XM_015315648.1	LOC107063615	LOC107063615
XM_015316152.1	LOC107063615	LOC107063615
XM_015315827.1	LOC107063615	LOC107063615
XM_015315561.1	LOC107063615	LOC107063615
XM_015315737.1	LOC107063615	LOC107063615
XM_015315908.1	LOC107063615	LOC107063615
XM_015315984.1	LOC107063615	LOC107063615
XM_015316069.1	LOC107063615	LOC107063615
XR_001475443.1	LOC107064080	LOC107064080
XR_001475440.1	LOC107064080	LOC107064080
XM_015336302.1	LOC107074638	LOC107074638
XR_001475438.1	LOC107064027	LOC107064027
XM_015334768.1	LOC107073883	LOC107073883
XM_015317041.1	LOC107064390	LOC107064390
XM_015317075.1	LOC107064390	LOC107064390
XM_015317047.1	LOC107064390	LOC107064390
XM_015317091.1	LOC107064390	LOC107064390
